p1,p2,n,z,a1,a2,a3,a4,m1,obj_cost,yield,test_cost,mod_cost,downsteam_NMC,resid_risk1,resid_risk2
6.69432950082169e-05,1e-06,1,1,0,0,0,0,0,20.169763337675,1,0,0,0.169763337675012,6.69432950082169e-05,1e-06
7.60381500071719e-05,1e-06,1,1,0,0,0,0,0,20.1915046985978,1,0,0,0.19150469859776,7.60381500071719e-05,1e-06
8.63686237106119e-05,1e-06,1,1,0,0,0,0,0,20.2161998209846,1,0,0,0.216199820984565,8.63686237106119e-05,1e-06
9.81025861486857e-05,1e-06,1,1,0,0,0,0,0,20.2442500001737,1,0,0,0.244250000173726,9.81025861486857e-05,1e-06
0.000111430714020719,1e-06,1,1,0,0,0,0,0,20.2761110511222,1,0,0,0.276111051122169,0.000111430714020719,1e-06
0.000126569589188487,1e-06,1,1,0,0,0,0,0,20.3123007153911,1,0,0,0.312300715391107,0.000126569589188487,1e-06
0.000143765218127954,1e-06,1,1,0,0,0,0,0,20.353407074438,1,0,0,0.353407074438014,0.000143765218127954,1e-06
0.000163297029530521,1e-06,1,1,0,0,0,0,0,20.4000981059308,1,0,0,0.400098105930767,0.000163297029530521,1e-06
0.000185482415014726,1e-06,1,1,0,0,0,0,0,20.4531325383739,1,0,0,0.453132538373923,0.000185482415014726,1e-06
0.0002106818867349,1e-06,1,1,0,0,0,0,0,20.5133721804346,1,0,0,0.513372180434609,0.0002106818867349,1e-06
0.000239304935697832,1e-06,1,1,0,0,0,0,0,20.5817959253194,1,0,0,0.58179592531939,0.000239304935697832,1e-06
0.00027181668598498,1e-06,1,1,0,0,0,0,0,20.659515657773,1,0,0,0.659515657772995,0.00027181668598498,1e-06
0.000308745453011258,1e-06,1,1,0,0,0,0,0,20.7477943221874,1,0,0,0.747794322187394,0.000308745453011258,1e-06
0.00035069132864196,1e-06,1,1,0,0,0,0,0,20.8480664454277,1,0,0,0.848066445427681,0.00035069132864196,1e-06
0.000398335932675836,1e-06,1,1,0,0,0,0,0,20.9619614478704,1,0,0,0.961961447870371,0.000398335932675836,1e-06
0.000452453489155772,1e-06,1,1,0,0,0,0,0,21.0913301214581,1,0,0,1.09133012145809,0.000452453489155772,1e-06
0.000513923407496927,1e-06,1,1,0,0,0,0,0,21.2382747050386,1,0,0,1.23827470503863,0.000513923407496927,1e-06
0.000583744572875471,1e-06,1,1,0,0,0,0,0,21.4051830457121,1,0,0,1.40518304571214,0.000583744572875471,1e-06
0.000663051578096496,1e-06,1,1,0,0,0,0,0,21.5947674013078,1,0,0,1.59476740130777,0.000663051578096496,1e-06
0.0007531331607087,1e-06,1,1,0,0,0,0,0,21.8101085145294,1,0,0,1.81010851452939,0.0007531331607087,1e-06
0.000855453144968654,1e-06,1,1,0,0,0,0,0,22.0547056749746,1,0,0,2.05470567497462,0.000855453144968654,1e-06
0.000971674228961231,1e-06,1,1,0,0,0,0,0,22.332533582534,1,0,0,2.33253358253399,0.000971674228961231,1e-06
0.00110368500341652,1e-06,1,1,0,0,0,0,0,22.6481069361997,1,0,0,2.64810693619974,0.00110368500341652,1e-06
0.00125363064127857,1e-06,1,1,0,0,0,0,0,23.0065537978512,1,0,0,3.00655379785118,0.00125363064127857,1e-06
0.00142394775673092,1e-06,1,1,0,0,0,0,0,23.4136989231771,1,0,0,3.41369892317712,0.00142394775673092,1e-06
0.0016174040001376,1e-06,1,1,0,0,0,0,0,23.8761584138613,1,0,0,3.87615841386134,0.0016174040001376,1e-06
0.00183714303231664,1e-06,1,1,0,0,0,0,0,24.4014472291276,1,0,0,4.40144722912761,0.00183714303231664,1e-06
0.00208673560897737,1e-06,1,1,0,0,0,0,0,24.9981013037053,1,0,0,4.99810130370526,0.00208673560897737,1e-06
0.00237023760544281,1e-06,1,1,0,0,0,0,0,25.6758162566301,1,0,0,5.67581625663007,0.00237023760544281,1e-06
0.00269225592455792,1e-06,1,1,0,0,0,0,0,26.4456049448964,1,0,0,6.44560494489639,0.00269225592455792,1e-06
0.00305802335878604,1e-06,1,1,0,1,0,0,0,26.6050016718421,0.997003136111448,6,0,0.155939417769213,6.11604671757208e-05,1e-06
0.00347348362300162,1e-06,1,1,0,1,0,0,0,26.6858064806745,0.996595985052932,6,0,0.175802673542745,6.94696724600326e-05,1e-06
0.00394538793976056,1e-06,1,1,0,1,0,0,0,26.7775697369473,0.99613351882298,6,0,0.198364533127834,7.89077587952112e-05,1e-06
0.00448140474655716,1e-06,1,1,0,1,0,0,0,26.8817745520307,0.995608222352855,6,0,0.223991626376847,8.96280949311433e-05,1e-06
0.00509024430780916,1e-06,1,1,0,1,0,0,0,27.0001038793933,0.995011559583437,6,0,0.253100393139478,0.000101804886156183,1e-06
0.00578180025651317,1e-06,1,1,0,1,0,0,0,27.13446718558,0.994333834754399,6,0,0.286163850403557,0.000115636005130263,1e-06
0.00656731036562049,1e-06,1,1,0,1,0,0,0,27.2870306055772,0.993564034848259,6,0,0.323719278813424,0.00013134620731241,1e-06
0.00745953916166527,1e-06,1,1,0,1,0,0,0,27.4602510155862,0.992689650629028,6,0,0.366376953471694,0.000149190783233305,1e-06
0.00847298534811372,1e-06,1,1,0,1,0,0,0,27.6569145033428,0.991696473367322,6,0,0.414830060899771,0.000169459706962274,1e-06
0.00962411740906029,1e-06,1,1,0,1,0,0,0,27.880179766237,0.990568363948745,6,0,0.469865963307586,0.000192482348181206,1e-06
0.0109316412218272,1e-06,1,1,0,1,0,0,0,28.1336270200341,0.989286990613541,6,0,0.532378993216733,0.000218632824436543,1e-06
0.0124168040271673,1e-06,1,1,0,1,0,0,0,28.4213130550187,0.987831531065793,6,0,0.603384986349444,0.000248336080543346,1e-06
0.0141037396965822,1e-06,1,1,0,1,0,0,0,28.7478331304507,0.986178334111453,6,0,0.684037788942602,0.000282074793931644,1e-06
0.0160198609073424,1e-06,1,1,0,1,0,0,0,29.1183904502105,0.984300535326824,6,0,0.775648007730378,0.000320397218146847,1e-06
0.0181963045980484,1e-06,1,1,0,1,0,0,0,29.5388740094215,0.982167620512109,6,0,0.879704307282406,0.000363926091960968,1e-06
0.0206684379433782,1e-06,1,1,0,1,0,0,0,30.0159456394351,0.979744929836158,6,0,0.997897600778897,0.000413368758867565,1e-06
0.0234764330701023,1e-06,1,1,0,1,0,0,0,30.5571371010558,0.976993094614776,6,0,1.13214852732239,0.000469528661402046,1e-06
0.0266659198534917,1e-06,1,1,0,1,0,0,0,31.1709580753279,0.973867397570244,6,0,1.28463866229205,0.000533318397069835,1e-06
0.0302887274020519,1e-06,1,1,0,1,0,0,0,31.8670158669189,0.970317046176278,6,0,1.45784596790813,0.000605774548041039,1e-06
0.0344037262796949,1e-06,1,1,0,1,0,0,0,32.6561475527518,0.966284347280303,6,0,1.65458506007797,0.000688074525593898,1e-06
0.0390777851514482,1e-06,1,1,0,1,0,0,0,33.5505651589244,0.961703769590659,6,0,1.87805294585875,0.000781555703028965,1e-06
0.0443868573981775,1e-06,1,1,0,1,0,0,0,34.5640142067265,0.956500878794173,6,0,2.13188097477036,0.00088773714796355,1e-06
0.0504172153577933,1e-06,1,1,0,1,0,0,0,35.7119456001395,0.95059112799978,6,0,2.42019384816622,0.00100834430715587,1e-06
0.0572668522493435,1e-06,1,1,0,1,0,0,0,37.0117002883959,0.94387848385291,6,0,2.74767664556336,0.00114533704498687,1e-06
0.0650470745612335,1e-06,1,1,0,1,0,0,0,38.4827053698923,0.936253865995038,6,0,3.11965095710862,0.00130094149122467,1e-06
0.0738843107798572,1e-06,1,1,0,1,0,0,0,40.1466792319169,0.927593374509624,6,0,3.54216135933218,0.00147768621559714,1e-06
0.0839221658504515,1e-06,1,1,0,1,0,0,0,42.0278418447523,0.91775627655048,6,0,4.02207363941822,0.00167844331700903,1e-06
0.0953237547551269,1e-06,1,1,0,1,0,0,0,44.1531243188707,0.906582719435299,6,0,4.56718636413527,0.00190647509510254,1e-06
0.108274353128682,1e-06,1,1,1,0,0,0,0,46.5044836544271,0.891566403530386,10,0,0.268565732217787,0.000108274353128682,1e-06
0.122984407984663,1e-06,1,1,1,0,0,0,0,48.7350128850314,0.876875471745717,10,0,0.303730296342673,0.000122984407984663,1e-06
0.139692957475923,1e-06,1,1,1,0,0,0,0,51.2673264922029,0.860188643368796,10,0,0.34367228607498,0.000139692957475923,1e-06
0.158671515260728,1e-06,1,1,1,0,0,0,0,54.1420609515127,0.841234757709111,10,0,0.389040758100105,0.000158671515260728,1e-06
0.1802284825953,1e-06,1,1,1,0,0,0,0,57.4052680434549,0.819705814432074,10,0,0.440572949352705,0.0001802284825953,1e-06
0.204714159849232,1e-06,1,1,1,0,0,0,0,61.1091199496967,0.795251968558572,10,0,0.499106257104923,0.000204714159849232,1e-06
0.232526438880808,1e-06,1,1,1,0,0,0,0,65.3127012572558,0.767475845489737,10,0,0.565591846658483,0.000232526438880808,1e-06
0.264117268773252,1e-06,1,1,1,0,0,0,0,70.0828970993901,0.735926083676153,10,0,0.641110107765412,0.000264117268773253,1e-06
0.3,1e-06,1,1,1,0,0,0,0,75.4953871675998,0.70009,10,0,0.726888210944001,3e-04,1e-06
1e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.0134476243319,1,0,0,0.0134476243318669,1e-06,1.13585908787189e-06
1.13585908787189e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.0137723971253,1,0,0,0.0137723971253196,1.13585908787189e-06,1.13585908787189e-06
1.29017586750115e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.0141412932543,1,0,0,0.0141412932542564,1.29017586750115e-06,1.13585908787189e-06
1.46545798405418e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.0145603072748,1,0,0,0.01456030727479,1.46545798405418e-06,1.13585908787189e-06
1.66455376908235e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.015036248158,1,0,0,0.0150362481579588,1.66455376908235e-06,1.13585908787189e-06
1.89069852586359e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.0155768499354,1,0,0,0.015576849935396,1.89069852586359e-06,1.13585908787189e-06
2.14756710302813e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.0161908973772,1,0,0,0.0161908973772176,2.14756710302813e-06,1.13585908787189e-06
2.4393336107892e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.0168883687444,1,0,0,0.0168883687443952,2.4393336107892e-06,1.13585908787189e-06
2.77073925016626e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.0176805979353,1,0,0,0.0176805979353342,2.77073925016626e-06,1.13585908787189e-06
3.14716935742468e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.0185804586615,1,0,0,0.0185804586615398,3.14716935742468e-06,1.13585908787189e-06
3.57474091570274e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.0196025736452,1,0,0,0.0196025736452194,3.57474091570274e-06,1.13585908787189e-06
4.06040195588842e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.0207635522383,1,0,0,0.0207635522382818,4.06040195588842e-06,1.13585908787189e-06
4.61204446200864e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.022082260324,1,0,0,0.0220822603240365,4.61204446200864e-06,1.13585908787189e-06
5.23863261584172e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.0235801268875,1,0,0,0.0235801268874912,5.23863261584172e-06,1.13585908787189e-06
5.95034846472589e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.025281492236,1,0,0,0.0252814922360106,5.95034846472589e-06,1.13585908787189e-06
6.75875737966343e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.0272140035289,1,0,0,0.0272140035289166,6.75875737966343e-06,1.13585908787189e-06
7.67699599241187e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.0294090640434,1,0,0,0.029409064043379,7.67699599241187e-06,1.13585908787189e-06
8.71998566553707e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.0319023434772,1,0,0,0.0319023434771598,8.71998566553707e-06,1.13585908787189e-06
9.90467496431285e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.0347343575806,1,0,0,0.0347343575806238,9.90467496431285e-06,1.13585908787189e-06
1.12503150706319e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.037951126537,1,0,0,0.0379511265370248,1.12503150706319e-05,1.13585908787189e-06
1.27787726143993e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.0416049227897,1,0,0,0.041604922789737,1.27787726143993e-05,1.13585908787189e-06
1.45148850059138e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.0457551204686,1,0,0,0.0457551204686123,1.45148850059138e-05,1.13585908787189e-06
1.64868640433825e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.0504691602186,1,0,0,0.0504691602186277,1.64868640433825e-05,1.13585908787189e-06
1.87267543541843e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.0558236451093,1,0,0,0.0558236451092721,1.87267543541843e-05,1.13585908787189e-06
2.12709541195446e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.0619055854332,1,0,0,0.0619055854331831,2.12709541195446e-05,1.13585908787189e-06
2.41608065443907e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.068813812622,1,0,0,0.068813812621992,2.41608065443907e-05,1.13585908787189e-06
2.74432716837607e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.0766605852555,1,0,0,0.0766605852554842,2.74432716837607e-05,1.13585908787189e-06
3.11716895429367e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.0855734132617,1,0,0,0.0855734132617006,3.11716895429367e-05,1.13585908787189e-06
3.54066468516657e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.0956971299512,1,0,0,0.0956971299512007,3.54066468516657e-05,1.13585908787189e-06
4.0216961597535e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.107196245556,1,0,0,0.10719624555601,4.0216961597535e-05,1.13585908787189e-06
4.56808013171547e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.1202576205182,1,0,0,0.120257620518221,4.56808013171547e-05,1.13585908787189e-06
5.18869533173602e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.1350935019692,1,0,0,0.135093501969151,5.18869533173602e-05,1.13585908787189e-06
5.89362674675079e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.1519449727418,1,0,0,0.151944972741781,5.89362674675079e-05,1.13585908787189e-06
6.69432950082169e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.1710858689629,1,0,0,0.171085868962879,6.69432950082169e-05,1.13585908787189e-06
7.60381500071719e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.1928272298856,1,0,0,0.192827229885626,7.60381500071719e-05,1.13585908787189e-06
8.63686237106119e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.2175223522724,1,0,0,0.217522352272431,8.63686237106119e-05,1.13585908787189e-06
9.81025861486857e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.2455725314616,1,0,0,0.245572531461592,9.81025861486857e-05,1.13585908787189e-06
0.000111430714020719,1.13585908787189e-06,1,1,0,0,0,0,0,20.27743358241,1,0,0,0.277433582410036,0.000111430714020719,1.13585908787189e-06
0.000126569589188487,1.13585908787189e-06,1,1,0,0,0,0,0,20.313623246679,1,0,0,0.313623246678974,0.000126569589188487,1.13585908787189e-06
0.000143765218127954,1.13585908787189e-06,1,1,0,0,0,0,0,20.3547296057259,1,0,0,0.354729605725881,0.000143765218127954,1.13585908787189e-06
0.000163297029530521,1.13585908787189e-06,1,1,0,0,0,0,0,20.4014206372186,1,0,0,0.401420637218634,0.000163297029530521,1.13585908787189e-06
0.000185482415014726,1.13585908787189e-06,1,1,0,0,0,0,0,20.4544550696618,1,0,0,0.45445506966179,0.000185482415014726,1.13585908787189e-06
0.0002106818867349,1.13585908787189e-06,1,1,0,0,0,0,0,20.5146947117225,1,0,0,0.514694711722476,0.0002106818867349,1.13585908787189e-06
0.000239304935697832,1.13585908787189e-06,1,1,0,0,0,0,0,20.5831184566073,1,0,0,0.583118456607257,0.000239304935697832,1.13585908787189e-06
0.00027181668598498,1.13585908787189e-06,1,1,0,0,0,0,0,20.6608381890609,1,0,0,0.660838189060862,0.00027181668598498,1.13585908787189e-06
0.000308745453011258,1.13585908787189e-06,1,1,0,0,0,0,0,20.7491168534753,1,0,0,0.749116853475261,0.000308745453011258,1.13585908787189e-06
0.00035069132864196,1.13585908787189e-06,1,1,0,0,0,0,0,20.8493889767156,1,0,0,0.849388976715548,0.00035069132864196,1.13585908787189e-06
0.000398335932675836,1.13585908787189e-06,1,1,0,0,0,0,0,20.9632839791582,1,0,0,0.963283979158238,0.000398335932675836,1.13585908787189e-06
0.000452453489155772,1.13585908787189e-06,1,1,0,0,0,0,0,21.092652652746,1,0,0,1.09265265274596,0.000452453489155772,1.13585908787189e-06
0.000513923407496927,1.13585908787189e-06,1,1,0,0,0,0,0,21.2395972363265,1,0,0,1.2395972363265,0.000513923407496927,1.13585908787189e-06
0.000583744572875471,1.13585908787189e-06,1,1,0,0,0,0,0,21.406505577,1,0,0,1.40650557700001,0.000583744572875471,1.13585908787189e-06
0.000663051578096496,1.13585908787189e-06,1,1,0,0,0,0,0,21.5960899325956,1,0,0,1.59608993259563,0.000663051578096496,1.13585908787189e-06
0.0007531331607087,1.13585908787189e-06,1,1,0,0,0,0,0,21.8114310458173,1,0,0,1.81143104581726,0.0007531331607087,1.13585908787189e-06
0.000855453144968654,1.13585908787189e-06,1,1,0,0,0,0,0,22.0560282062625,1,0,0,2.05602820626249,0.000855453144968654,1.13585908787189e-06
0.000971674228961231,1.13585908787189e-06,1,1,0,0,0,0,0,22.3338561138219,1,0,0,2.33385611382186,0.000971674228961231,1.13585908787189e-06
0.00110368500341652,1.13585908787189e-06,1,1,0,0,0,0,0,22.6494294674876,1,0,0,2.6494294674876,0.00110368500341652,1.13585908787189e-06
0.00125363064127857,1.13585908787189e-06,1,1,0,0,0,0,0,23.007876329139,1,0,0,3.00787632913905,0.00125363064127857,1.13585908787189e-06
0.00142394775673092,1.13585908787189e-06,1,1,0,0,0,0,0,23.415021454465,1,0,0,3.41502145446499,0.00142394775673092,1.13585908787189e-06
0.0016174040001376,1.13585908787189e-06,1,1,0,0,0,0,0,23.8774809451492,1,0,0,3.87748094514921,0.0016174040001376,1.13585908787189e-06
0.00183714303231664,1.13585908787189e-06,1,1,0,0,0,0,0,24.4027697604155,1,0,0,4.40276976041548,0.00183714303231664,1.13585908787189e-06
0.00208673560897737,1.13585908787189e-06,1,1,0,0,0,0,0,24.9994238349931,1,0,0,4.99942383499313,0.00208673560897737,1.13585908787189e-06
0.00237023760544281,1.13585908787189e-06,1,1,0,0,0,0,0,25.6771387879179,1,0,0,5.67713878791794,0.00237023760544281,1.13585908787189e-06
0.00269225592455792,1.13585908787189e-06,1,1,0,0,0,0,0,26.4469274761843,1,0,0,6.44692747618425,0.00269225592455792,1.13585908787189e-06
0.00305802335878604,1.13585908787189e-06,1,1,0,1,0,0,0,26.6063202396838,0.997003136111448,6,0,0.15726194905708,6.11604671757208e-05,1.13585908787189e-06
0.00347348362300162,1.13585908787189e-06,1,1,0,1,0,0,0,26.6871245100461,0.996595985052932,6,0,0.177125204830611,6.94696724600326e-05,1.13585908787189e-06
0.00394538793976056,1.13585908787189e-06,1,1,0,1,0,0,0,26.7788871546928,0.99613351882298,6,0,0.199687064415701,7.89077587952112e-05,1.13585908787189e-06
0.00448140474655716,1.13585908787189e-06,1,1,0,1,0,0,0,26.8830912750552,0.995608222352855,6,0,0.225314157664714,8.96280949311433e-05,1.13585908787189e-06
0.00509024430780916,1.13585908787189e-06,1,1,0,1,0,0,0,27.0014198133126,0.995011559583437,6,0,0.254422924427345,0.000101804886156183,1.13585908787189e-06
0.00578180025651317,1.13585908787189e-06,1,1,0,1,0,0,0,27.1357822231871,0.994333834754399,6,0,0.287486381691424,0.000115636005130263,1.13585908787189e-06
0.00656731036562049,1.13585908787189e-06,1,1,0,1,0,0,0,27.2883446250997,0.993564034848259,6,0,0.325041810101291,0.00013134620731241,1.13585908787189e-06
0.00745953916166527,1.13585908787189e-06,1,1,0,1,0,0,0,27.4615638787083,0.992689650629028,6,0,0.367699484759561,0.000149190783233305,1.13585908787189e-06
0.00847298534811372,1.13585908787189e-06,1,1,0,1,0,0,0,27.6582260529569,0.991696473367322,6,0,0.416152592187638,0.000169459706962274,1.13585908787189e-06
0.00962411740906029,1.13585908787189e-06,1,1,0,1,0,0,0,27.8814898238911,0.990568363948745,6,0,0.471188494595453,0.000192482348181206,1.13585908787189e-06
0.0109316412218272,1.13585908787189e-06,1,1,0,1,0,0,0,28.1349353830319,0.989286990613541,6,0,0.533701524504599,0.000218632824436543,1.13585908787189e-06
0.0124168040271673,1.13585908787189e-06,1,1,0,1,0,0,0,28.4226194931257,0.987831531065793,6,0,0.60470751763731,0.000248336080543346,1.13585908787189e-06
0.0141037396965822,1.13585908787189e-06,1,1,0,1,0,0,0,28.749137382153,0.986178334111453,6,0,0.685360320230469,0.000282074793931644,1.13585908787189e-06
0.0160198609073424,1.13585908787189e-06,1,1,0,1,0,0,0,29.1196922184652,0.984300535326824,6,0,0.776970539018245,0.000320397218146847,1.13585908787189e-06
0.0181963045980484,1.13585908787189e-06,1,1,0,1,0,0,0,29.5401729568295,0.982167620512109,6,0,0.881026838570272,0.000363926091960968,1.13585908787189e-06
0.0206684379433782,1.13585908787189e-06,1,1,0,1,0,0,0,30.017241382759,0.979744929836158,6,0,0.999220132066764,0.000413368758867565,1.13585908787189e-06
0.0234764330701023,1.13585908787189e-06,1,1,0,1,0,0,0,30.5584292049915,0.976993094614776,6,0,1.13347105861026,0.000469528661402046,1.13585908787189e-06
0.0266659198534917,1.13585908787189e-06,1,1,0,1,0,0,0,31.1722460454314,0.973867397570244,6,0,1.28596119357991,0.000533318397069835,1.13585908787189e-06
0.0302887274020519,1.13585908787189e-06,1,1,0,1,0,0,0,31.8682991415717,0.970317046176278,6,0,1.459168499196,0.000605774548041039,1.13585908787189e-06
0.0344037262796949,1.13585908787189e-06,1,1,0,1,0,0,0,32.657425494034,0.966284347280303,6,0,1.65590759136584,0.000688074525593898,1.13585908787189e-06
0.0390777851514482,1.13585908787189e-06,1,1,0,1,0,0,0,33.5518370422494,0.961703769590659,6,0,1.87937547714661,0.000781555703028965,1.13585908787189e-06
0.0443868573981775,1.13585908787189e-06,1,1,0,1,0,0,0,34.5652792090656,0.956500878794173,6,0,2.13320350605822,0.00088773714796355,1.13585908787189e-06
0.0504172153577933,1.13585908787189e-06,1,1,0,1,0,0,0,35.7132027866482,0.95059112799978,6,0,2.42151637945408,0.00100834430715587,1.13585908787189e-06
0.0572668522493435,1.13585908787189e-06,1,1,0,1,0,0,0,37.0129485972227,0.94387848385291,6,0,2.74899917685123,0.00114533704498687,1.13585908787189e-06
0.0650470745612335,1.13585908787189e-06,1,1,0,1,0,0,0,38.4839435949235,0.936253865995038,6,0,3.12097348839649,0.00130094149122467,1.13585908787189e-06
0.0738843107798572,1.13585908787189e-06,1,1,0,1,0,0,0,40.1479060031771,0.927593374509624,6,0,3.54348389062005,0.00147768621559714,1.13585908787189e-06
