p1,p2,n,z,a1,a2,a3,a4,m1,obj_cost,yield,test_cost,mod_cost,downsteam_NMC,resid_risk1,resid_risk2
1.45148850059138e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.1845153450832,1,0,0,0.184515345083228,1.45148850059138e-05,1.13585908787189e-06
1.64868640433825e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.2037206875386,1,0,0,0.203720687538599,1.64868640433825e-05,1.13585908787189e-06
1.87267543541843e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.2255352503022,1,0,0,0.225535250302225,1.87267543541843e-05,1.13585908787189e-06
2.12709541195446e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.2503135196652,1,0,0,0.250313519665241,2.12709541195446e-05,1.13585908787189e-06
2.41608065443907e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.278458142103,1,0,0,0.27845814210296,2.41608065443907e-05,1.13585908787189e-06
2.74432716837607e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.3104264672736,1,0,0,0.310426467273567,2.74432716837607e-05,1.13585908787189e-06
3.11716895429367e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.3467379799426,1,0,0,0.346737979942643,3.11716895429367e-05,1.13585908787189e-06
3.54066468516657e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.3879827416022,1,0,0,0.387982741602189,3.54066468516657e-05,1.13585908787189e-06
4.0216961597535e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.4348309789603,1,0,0,0.434830978960294,4.0216961597535e-05,1.13585908787189e-06
4.56808013171547e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.4880439751143,1,0,0,0.488043975114277,4.56808013171547e-05,1.13585908787189e-06
5.18869533173602e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.5484864403887,1,0,0,0.54848644038867,5.18869533173602e-05,1.13585908787189e-06
5.89362674675079e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.617140563864,1,0,0,0.617140563863971,5.89362674675079e-05,1.13585908787189e-06
6.69432950082169e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.6951219739333,1,0,0,0.695121973933268,6.69432950082169e-05,1.13585908787189e-06
7.60381500071719e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.7836978672455,1,0,0,0.783697867245546,7.60381500071719e-05,1.13585908787189e-06
8.63686237106119e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.8843076006307,1,0,0,0.884307600630666,8.63686237106119e-05,1.13585908787189e-06
9.81025861486857e-05,1.13585908787189e-06,1,1,0,0,0,0,0,20.9985860806245,1,0,0,0.998586080624522,9.81025861486857e-05,1.13585908787189e-06
0.000111430714020719,1.13585908787189e-06,1,1,0,0,0,0,0,21.1283903306737,1,0,0,1.12839033067373,0.000111430714020719,1.13585908787189e-06
0.000126569589188487,1.13585908787189e-06,1,1,0,0,0,0,0,21.2758296677365,1,0,0,1.27582966773651,0.000126569589188487,1.13585908787189e-06
0.000143765218127954,1.13585908787189e-06,1,1,0,0,0,0,0,21.4432999786491,1,0,0,1.44329997864909,0.000143765218127954,1.13585908787189e-06
0.000163297029530521,1.13585908787189e-06,1,1,0,0,0,0,0,21.6335226532479,1,0,0,1.63352265324786,0.000163297029530521,1.13585908787189e-06
0.000185482415014726,1.13585908787189e-06,1,1,0,0,0,0,0,21.8495888069102,1,0,0,1.84958880691018,0.000185482415014726,1.13585908787189e-06
0.0002106818867349,1.13585908787189e-06,1,1,0,0,0,0,0,22.095009511129,1,0,0,2.09500951112904,0.0002106818867349,1.13585908787189e-06
0.000239304935697832,1.13585908787189e-06,1,1,0,0,0,0,0,22.373772848368,1,0,0,2.37377284836796,0.000239304935697832,1.13585908787189e-06
0.00027181668598498,1.13585908787189e-06,1,1,0,0,0,0,0,22.6904087183363,1,0,0,2.69040871833627,0.00027181668598498,1.13585908787189e-06
0.000308745453011258,1.13585908787189e-06,1,1,0,0,0,0,0,23.050062448786,1,0,0,3.050062448786,0.000308745453011258,1.13585908787189e-06
0.00035069132864196,1.13585908787189e-06,1,1,0,0,0,0,0,23.4585784070044,1,0,0,3.45857840700436,0.00035069132864196,1.13585908787189e-06
0.000398335932675836,1.13585908787189e-06,1,1,0,0,0,0,0,23.9225949706874,1,0,0,3.92259497068737,0.000398335932675836,1.13585908787189e-06
0.000452453489155772,1.13585908787189e-06,1,1,0,0,0,0,0,24.4496524014698,1,0,0,4.44965240146979,0.000452453489155772,1.13585908787189e-06
0.000513923407496927,1.13585908787189e-06,1,1,0,0,0,0,0,25.0483153740544,1,0,0,5.04831537405443,0.000513923407496927,1.13585908787189e-06
0.000583744572875471,1.13585908787189e-06,1,1,0,0,0,0,0,25.7283121520371,1,0,0,5.72831215203708,0.000583744572875471,1.13585908787189e-06
0.000663051578096496,1.13585908787189e-06,1,1,0,1,0,0,0,26.2696606849297,0.999350208454129,6,0,0.172303914676002,1.32610315619299e-05,1.13585908787189e-06
0.0007531331607087,1.13585908787189e-06,1,1,0,1,0,0,0,26.3004208248073,0.999261928503259,6,0,0.189850223334637,1.5062663214174e-05,1.13585908787189e-06
0.000855453144968654,1.13585908787189e-06,1,1,0,1,0,0,0,26.3353562513344,0.999161654918786,6,0,0.209780357483153,1.71090628993731e-05,1.13585908787189e-06
0.000971674228961231,1.13585908787189e-06,1,1,0,1,0,0,0,26.3750331246955,0.99904775825659,6,0,0.232418181478251,1.94334845792246e-05,1.13585908787189e-06
0.00110368500341652,1.13585908787189e-06,1,1,0,1,0,0,0,26.4200942066589,0.998918387697756,6,0,0.258131559592726,2.20737000683304e-05,1.13585908787189e-06
0.00125363064127857,1.13585908787189e-06,1,1,0,1,0,0,0,26.47126917578,0.998771440972801,6,0,0.287338333803939,2.50726128255714e-05,1.13585908787189e-06
0.00142394775673092,1.13585908787189e-06,1,1,0,1,0,0,0,26.5293863173743,0.998604530199828,6,0,0.320513113719168,2.84789551346185e-05,1.13585908787189e-06
0.0016174040001376,1.13585908787189e-06,1,1,0,1,0,0,0,26.5953857673062,0.998414943081482,6,0,0.358194988974031,3.23480800027521e-05,1.13585908787189e-06
0.00183714303231664,1.13585908787189e-06,1,1,0,1,0,0,0,26.6703345107167,0.998199598830167,6,0,0.400996289430321,3.67428606463328e-05,1.13585908787189e-06
0.00208673560897737,1.13585908787189e-06,1,1,0,1,0,0,0,26.755443361246,0.997954998105289,6,0,0.449612535526333,4.17347121795473e-05,1.13585908787189e-06
0.00237023760544281,1.13585908787189e-06,1,1,0,1,0,0,0,26.8520861732158,0.997677166149036,6,0,0.504833740472704,4.74047521088563e-05,1.13585908787189e-06
0.00269225592455792,1.13585908787189e-06,1,1,0,1,0,0,0,26.9618215687184,0.997361588196626,6,0,0.567557247954277,5.38451184911584e-05,1.13585908787189e-06
0.00305802335878604,1.13585908787189e-06,1,1,0,1,0,0,0,27.0864174936467,0.997003136111448,6,0,0.63880231395042,6.11604671757208e-05,1.13585908787189e-06
0.00347348362300162,1.13585908787189e-06,1,1,0,1,0,0,0,27.2278789513472,0.996595985052932,6,0,0.719726669628172,6.94696724600326e-05,1.13585908787189e-06
0.00394538793976056,1.13585908787189e-06,1,1,0,1,0,0,0,27.3884792995998,0.99613351882298,6,0,0.811645334454924,7.89077587952112e-05,1.13585908787189e-06
0.00448140474655716,1.13585908787189e-06,1,1,0,1,0,0,0,27.5707955356827,0.995608222352855,6,0,0.916051985243439,8.96280949311433e-05,1.13585908787189e-06
0.00509024430780916,1.13585908787189e-06,1,1,0,1,0,0,0,27.7777480347631,0.995011559583437,6,0,1.03464322837584,0.000101804886156183,1.13585908787189e-06
0.00578180025651317,1.13585908787189e-06,1,1,0,1,0,0,0,28.0126452478435,0.994333834754399,6,0,1.1693461696298,0.000115636005130263,1.13585908787189e-06
0.00656731036562049,1.13585908787189e-06,1,1,0,1,0,0,0,28.2792339055991,0.993564034848259,6,0,1.32234972961619,0.00013134620731241,1.13585908787189e-06
0.00745953916166527,1.13585908787189e-06,1,1,0,1,0,0,0,28.5817553116792,0.992689650629028,6,0,1.49614021370348,0.000149190783233305,1.13585908787189e-06
0.00847298534811372,1.13585908787189e-06,1,1,0,1,0,0,0,28.925008340612,0.991696473367322,6,0,1.69354171443968,0.000169459706962274,1.13585908787189e-06
0.00962411740906029,1.13585908787189e-06,1,1,0,1,0,0,0,29.3144197774534,0.990568363948745,6,0,1.91776200301044,0.000192482348181206,1.13585908787189e-06
0.0109316412218272,1.13585908787189e-06,1,1,0,1,0,0,0,29.756122643452,0.989286990613541,6,0,2.1724446554688,0.000218632824436543,1.13585908787189e-06
0.0124168040271673,1.13585908787189e-06,1,1,0,1,0,0,0,30.2570431370522,0.987831531065793,6,0,2.46172826078694,0.000248336080543346,1.13585908787189e-06
0.0141037396965822,1.13585908787189e-06,1,1,0,1,0,0,0,30.8249967728314,0.986178334111453,6,0,2.7903136728599,0.000282074793931644,1.13585908787189e-06
0.0160198609073424,1.13585908787189e-06,1,1,0,1,0,0,0,31.4687942095404,0.984300535326824,6,0,3.16354039930509,0.000320397218146847,1.13585908787189e-06
0.0181963045980484,1.13585908787189e-06,1,1,0,1,0,0,0,32.1983571050506,0.982167620512109,6,0,3.58747336837454,0.000363926091960968,1.13585908787189e-06
0.0206684379433782,1.13585908787189e-06,1,1,0,1,0,0,0,33.0248440979629,0.979744929836158,6,0,4.06900148394059,0.000413368758867565,1.13585908787189e-06
0.0234764330701023,1.13585908787189e-06,1,1,1,0,0,0,0,33.8272260302518,0.976254086292889,10,0,0.271792946027675,2.34764330701023e-05,1.13585908787189e-06
0.0266659198534917,1.13585908787189e-06,1,1,1,0,0,0,0,34.3343875823836,0.973068745842318,10,0,0.302855743739006,2.66659198534918e-05,1.13585908787189e-06
0.0302887274020519,1.13585908787189e-06,1,1,1,0,0,0,0,34.9102115949413,0.969450647943571,10,0,0.338138704814147,3.02887274020519e-05,1.13585908787189e-06
0.0344037262796949,1.13585908787189e-06,1,1,1,0,0,0,0,35.5639568317725,0.965340998564469,10,0,0.378215176798376,3.44037262796949e-05,1.13585908787189e-06
0.0390777851514482,1.13585908787189e-06,1,1,1,0,0,0,0,36.3061197316208,0.960673015969249,10,0,0.423736401711505,3.90777851514483e-05,1.13585908787189e-06
