p1,p2,n,z,a1,a2,a3,a4,m1,obj_cost,yield,test_cost,mod_cost,downsteam_NMC,resid_risk1,resid_risk2
6.69432950082169e-05,1e-06,1,1,0,0,0,0,0,25.8919317653948,1,0,0,5.8919317653948,6.69432950082169e-05,1e-06
7.60381500071719e-05,1e-06,1,1,0,1,0,0,0,26.4582722390884,0.999925481613069,6,0,0.447127800291168,1.52076300014344e-06,1e-06
8.63686237106119e-05,1e-06,1,1,0,1,0,0,0,26.4769799534941,0.99991535774885,6,0,0.464322917158533,1.72737247421224e-06,1e-06
9.81025861486857e-05,1e-06,1,1,0,1,0,0,0,26.4982288585884,0.999903858465672,6,0,0.48385414691935,1.96205172297372e-06,1e-06
0.000111430714020719,1e-06,1,1,0,1,0,0,0,26.5223640756715,0.999890796900371,6,0,0.506038871740486,2.22861428041439e-06,1e-06
0.000126569589188487,1e-06,1,1,0,1,0,0,0,26.5497775783476,0.999875960802722,6,0,0.531237593040512,2.53139178376974e-06,1e-06
0.000143765218127954,1e-06,1,1,0,1,0,0,0,26.5809145475179,0.999859109086378,6,0,0.559859789631896,2.87530436255909e-06,1e-06
0.000163297029530521,1e-06,1,1,0,1,0,0,0,26.6162805867616,0.999839967911223,6,0,0.592370571745076,3.26594059061041e-06,1e-06
0.000185482415014726,1e-06,1,1,0,1,0,0,0,26.6564499141303,0.999818226233471,6,0,0.629298239062154,3.70964830029452e-06,1e-06
0.0002106818867349,1e-06,1,1,0,1,0,0,0,26.7020746618864,0.999793530751211,6,0,0.671242865578167,4.21363773469801e-06,1e-06
0.000239304935697832,1e-06,1,1,0,1,0,0,0,26.7538954332662,0.999765480163255,6,0,0.718886050793772,4.78609871395665e-06,1e-06
0.00027181668598498,1e-06,1,1,0,1,0,0,0,26.8127532851784,0.999733618648007,6,0,0.773001995696081,5.4363337196996e-06,1e-06
0.000308745453011258,1e-06,1,1,0,1,0,0,0,26.8796033281572,0.999697428456358,6,0,0.834470083512142,6.17490906022517e-06,1e-06
0.00035069132864196,1e-06,1,1,0,1,0,0,0,26.9555301601829,0.999656321498282,6,0,0.904289169672123,7.0138265728392e-06,1e-06
0.000398335932675836,1e-06,1,1,0,1,0,0,0,27.0417653795105,0.999609629786376,6,0,0.983593813193847,7.96671865351672e-06,1e-06
0.000452453489155772,1e-06,1,1,0,1,0,0,0,27.1397074537873,0.99955659458108,6,0,1.07367271324844,9.04906978311544e-06,1e-06
0.000513923407496927,1e-06,1,1,0,1,0,0,0,27.2509442589143,0.999496354061167,6,0,1.17598965050095,1.02784681499386e-05,1e-06
0.000583744572875471,1e-06,1,1,0,1,0,0,0,27.3772786417528,0.999427929319166,6,0,1.29220727352243,1.16748914575094e-05,1e-06
0.000663051578096496,1e-06,1,1,0,1,0,0,0,27.5207574063904,0.999350208454129,6,0,1.42421411680225,1.32610315619299e-05,1e-06
0.0007531331607087,1e-06,1,1,0,1,0,0,0,27.6837041747636,0.999261928503259,6,0,1.57415528940291,1.5062663214174e-05,1e-06
0.000855453144968654,1e-06,1,1,0,1,0,0,0,27.8687566295217,0.999161654918786,6,0,1.74446733294754,1.71090628993731e-05,1e-06
0.000971674228961231,1e-06,1,1,0,1,0,0,0,28.0789087106542,0.99904775825659,6,0,1.93791781538173,1.94334845792246e-05,1e-06
0.00110368500341652,1e-06,1,1,0,1,0,0,0,28.3175584081318,0.998918387697756,6,0,2.15765030390782,2.20737000683304e-05,1e-06
0.00125363064127857,1e-06,1,1,0,1,0,0,0,28.5885618711407,0.998771440972801,6,0,2.40723544790087,2.50726128255714e-05,1e-06
0.00142394775673092,1e-06,1,1,0,1,0,0,0,28.8962946408665,0.998604530199828,6,0,2.6907290019032,2.84789551346185e-05,1e-06
0.0016174040001376,1e-06,1,1,0,1,0,0,0,29.2457209085624,0.998414943081482,6,0,3.01273773156984,3.23480800027521e-05,1e-06
0.00183714303231664,1e-06,1,1,0,1,0,0,0,29.6424718039684,0.998199598830167,6,0,3.37849427353578,3.67428606463328e-05,1e-06
0.00208673560897737,1e-06,1,1,0,1,0,0,0,30.0929338309658,0.997954998105289,6,0,3.79394216567638,4.17347121795473e-05,1e-06
0.00237023760544281,1e-06,1,1,0,1,0,0,0,30.6043486871763,0.997677166149036,6,0,4.26583242950151,4.74047521088563e-05,1e-06
0.00269225592455792,1e-06,1,1,1,0,0,0,0,30.9913111908567,0.997011244008144,10,0,0.544625544939077,2.69225592455792e-06,1e-06
0.00305802335878604,1e-06,1,1,1,0,0,0,0,31.0762450047332,0.99664595207158,10,0,0.575066616463873,3.05802335878604e-06,1e-06
0.00347348362300162,1e-06,1,1,1,0,0,0,0,31.1726908718797,0.996231031905708,10,0,0.609643384199871,3.47348362300163e-06,1e-06
0.00394538793976056,1e-06,1,1,1,0,0,0,0,31.282204981217,0.995759741064561,10,0,0.64891772006204,3.94538793976056e-06,1e-06
0.00448140474655716,1e-06,1,1,1,0,0,0,0,31.406552672537,0.995224421079613,10,0,0.693527831371217,4.48140474655717e-06,1e-06
0.00509024430780916,1e-06,1,1,1,0,0,0,0,31.5477361924043,0.994616373009791,10,0,0.744198631712722,5.09024430780916e-06,1e-06
0.00578180025651317,1e-06,1,1,1,0,0,0,0,31.7080260296814,0.99392571608382,10,0,0.801753520770363,5.78180025651317e-06,1e-06
0.00656731036562049,1e-06,1,1,1,0,0,0,0,31.8899962615002,0.993141227137855,10,0,0.867127764557942,6.56731036562049e-06,1e-06
0.00745953916166527,1e-06,1,1,1,0,0,0,0,32.0965643829295,0.992250158239245,10,0,0.941383693476816,7.45953916166527e-06,1e-06
0.00847298534811372,1e-06,1,1,1,0,0,0,0,32.3310361371037,0.991238029532839,10,0,1.02572796516769,8.47298534811372e-06,1e-06
0.00962411740906029,1e-06,1,1,1,0,0,0,0,32.5971559059784,0.990088393943571,10,0,1.1215311726777,9.6241174090603e-06,1e-06
0.0109316412218272,1e-06,1,1,1,0,0,0,0,32.8991632633943,0.988782569911761,10,0,1.23035011657522,1.09316412218272e-05,1e-06
0.0124168040271673,1e-06,1,1,1,0,0,0,0,33.2418563292531,0.987299337818068,10,0,1.35395310293384,1.24168040271673e-05,1e-06
0.0141037396965822,1e-06,1,1,1,0,0,0,0,33.6306625928223,0.985614595165023,10,0,1.49434867827739,1.41037396965822e-05,1e-06
0.0160198609073424,1e-06,1,1,1,0,0,0,0,34.0717178896662,0.983700964911837,10,0,1.65381826842836,1.60198609073424e-05,1e-06
0.0181963045980484,1e-06,1,1,1,0,0,0,0,34.5719542138644,0.981527350597929,10,0,1.83495325164054,1.81963045980484e-05,1e-06
0.0206684379433782,1e-06,1,1,1,0,0,0,0,35.1391970161472,0.979058431025948,10,0,2.04069706845362,2.06684379433783e-05,1e-06
0.0234764330701023,1e-06,1,1,1,0,0,0,0,35.7822725674589,0.976254086292889,10,0,2.27439305255421,2.34764330701023e-05,1e-06
0.0266659198534917,1e-06,1,1,1,0,0,0,0,36.5111258403841,0.973068745842318,10,0,2.53983875989402,2.66659198534918e-05,1e-06
0.0302887274020519,1e-06,1,1,1,0,0,0,0,37.3369491568191,0.969450647943571,10,0,2.84134767891253,3.02887274020519e-05,1e-06
0.0344037262796949,1e-06,1,1,1,0,0,0,0,38.2723215414402,0.965340998564469,10,0,3.18381932465413,3.44037262796949e-05,1e-06
0.0390777851514482,1e-06,1,1,1,0,0,0,0,39.3313582703337,0.960673015969249,10,0,3.57281885580816,3.90777851514483e-05,1e-06
0.0443868573981775,1e-06,1,1,1,0,0,0,0,40.5298694645467,0.95537084551644,10,0,4.01466750844738,4.43868573981775e-05,1e-06
0.0504172153577933,1e-06,1,1,1,0,0,0,0,41.8855256863496,0.949348327022172,10,0,4.51654531601158,5.04172153577934e-05,1e-06
0.0572668522493435,1e-06,1,1,1,0,0,0,0,43.4180272693747,0.942507594658581,10,0,5.08660778473459,5.72668522493436e-05,1e-06
0.0650470745612335,1e-06,1,1,1,0,0,0,0,45.1492724450843,0.934737486635696,10,0,5.73411842048832,6.50470745612335e-05,1e-06
0.0738843107798572,1e-06,1,1,1,0,0,0,0,47.1035170772568,0.925911738824157,10,0,6.46959926060288,7.38843107798572e-05,1e-06
0.0839221658504515,1e-06,1,1,1,0,0,0,0,49.3075158011586,0.915886932965154,10,0,7.30500185680266,8.39221658504515e-05,1e-06
0.0953237547551269,1e-06,1,1,1,0,0,0,0,51.7906303479298,0.904500166126055,10,0,8.25390148772794,9.5323754755127e-05,1e-06
0.108274353128682,1e-06,1,1,1,0,0,0,0,54.5848855098048,0.891566403530386,10,0,9.3317177569927,0.000108274353128682,1e-06
0.122984407984663,1e-06,1,1,1,0,0,0,0,57.7249461688582,0.876875471745717,10,0,10.5559651614932,0.000122984407984663,1e-06
0.139692957475923,1e-06,1,1,1,0,0,0,0,61.2479795532591,0.860188643368796,10,0,11.9465377016988,0.000139692957475923,1e-06
0.158671515260728,1e-06,1,1,1,0,0,0,0,65.1933547295376,0.841234757709111,10,0,13.5260321588363,0.000158671515260728,1e-06
0.1802284825953,1e-06,1,1,1,0,0,0,0,69.6021154179908,0.819705814432074,10,0,15.3201152922192,0.0001802284825953,1e-06
0.204714159849232,1e-06,1,1,1,0,0,0,0,74.516141405886,0.795251968558572,10,0,17.3579409236699,0.000204714159849232,1e-06
0.232526438880808,1e-06,1,1,1,0,0,0,0,79.9768866734537,0.767475845489737,10,0,19.6726236866514,0.000232526438880808,1e-06
0.264117268773252,1e-06,1,1,1,0,0,0,0,86.0235469571497,0.735926083676153,10,0,22.3017771385244,0.000264117268773253,1e-06
0.3,1e-06,1,0,0,0,0,0,0,90,0,0,0,0,,
1e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.4473384484864,1,0,0,0.447338448486355,1e-06,1.13585908787189e-06
1.13585908787189e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.4586453496049,1,0,0,0.458645349604902,1.13585908787189e-06,1.13585908787189e-06
1.29017586750115e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.4714883959961,1,0,0,0.471488395996071,1.29017586750115e-06,1.13585908787189e-06
1.46545798405418e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.4860762869554,1,0,0,0.486076286955441,1.46545798405418e-06,1.13585908787189e-06
1.66455376908235e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.5026460754745,1,0,0,0.502646075474526,1.66455376908235e-06,1.13585908787189e-06
1.89069852586359e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.521467020348,1,0,0,0.521467020348043,1.89069852586359e-06,1.13585908787189e-06
2.14756710302813e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.542844961625,1,0,0,0.542844961624964,2.14756710302813e-06,1.13585908787189e-06
2.4393336107892e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.5671272905043,1,0,0,0.567127290504345,2.4393336107892e-06,1.13585908787189e-06
2.77073925016626e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.5947085944367,1,0,0,0.594708594436685,2.77073925016626e-06,1.13585908787189e-06
3.14716935742468e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.6260370691636,1,0,0,0.626037069163589,3.14716935742468e-06,1.13585908787189e-06
3.57474091570274e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.6616218018913,1,0,0,0.661621801891308,3.57474091570274e-06,1.13585908787189e-06
4.06040195588842e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.7020410439496,1,0,0,0.70204104394958,4.06040195588842e-06,1.13585908787189e-06
4.61204446200864e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.7479516073664,1,0,0,0.747951607366362,4.61204446200864e-06,1.13585908787189e-06
5.23863261584172e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.8000995380526,1,0,0,0.800099538052632,5.23863261584172e-06,1.13585908787189e-06
5.95034846472589e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.8593322390363,1,0,0,0.859332239036345,5.95034846472589e-06,1.13585908787189e-06
6.75875737966343e-06,1.13585908787189e-06,1,1,0,0,0,0,0,20.9266122407479,1,0,0,0.926612240747894,6.75875737966343e-06,1.13585908787189e-06
7.67699599241187e-06,1.13585908787189e-06,1,1,0,0,0,0,0,21.003032842124,1,0,0,1.00303284212399,7.67699599241187e-06,1.13585908787189e-06
8.71998566553707e-06,1.13585908787189e-06,1,1,0,0,0,0,0,21.0898358766977,1,0,0,1.08983587669767,8.71998566553707e-06,1.13585908787189e-06
9.90467496431285e-06,1.13585908787189e-06,1,1,0,0,0,0,0,21.188431892373,1,0,0,1.18843189237303,9.90467496431285e-06,1.13585908787189e-06
1.12503150706319e-05,1.13585908787189e-06,1,1,0,0,0,0,0,21.3004230728059,1,0,0,1.30042307280586,1.12503150706319e-05,1.13585908787189e-06
1.27787726143993e-05,1.13585908787189e-06,1,1,0,0,0,0,0,21.427629272862,1,0,0,1.42762927286198,1.27787726143993e-05,1.13585908787189e-06
1.45148850059138e-05,1.13585908787189e-06,1,1,0,0,0,0,0,21.5721175912294,1,0,0,1.57211759122938,1.45148850059138e-05,1.13585908787189e-06
1.64868640433825e-05,1.13585908787189e-06,1,1,0,0,0,0,0,21.7362359607383,1,0,0,1.73623596073832,1.64868640433825e-05,1.13585908787189e-06
1.87267543541843e-05,1.13585908787189e-06,1,1,0,0,0,0,0,21.9226513022318,1,0,0,1.92265130223176,1.87267543541843e-05,1.13585908787189e-06
2.12709541195446e-05,1.13585908787189e-06,1,1,0,0,0,0,0,22.1343928619858,1,0,0,2.13439286198582,2.12709541195446e-05,1.13585908787189e-06
2.41608065443907e-05,1.13585908787189e-06,1,1,0,0,0,0,0,22.3749014369126,1,0,0,2.37490143691264,2.41608065443907e-05,1.13585908787189e-06
2.74432716837607e-05,1.13585908787189e-06,1,1,0,0,0,0,0,22.6480852874544,1,0,0,2.64808528745439,2.74432716837607e-05,1.13585908787189e-06
3.11716895429367e-05,1.13585908787189e-06,1,1,0,0,0,0,0,22.9583836467521,1,0,0,2.95838364675207,3.11716895429367e-05,1.13585908787189e-06
3.54066468516657e-05,1.13585908787189e-06,1,1,0,0,0,0,0,23.3108388581121,1,0,0,3.31083885811207,3.54066468516657e-05,1.13585908787189e-06
4.0216961597535e-05,1.13585908787189e-06,1,1,0,0,0,0,0,23.7111783130031,1,0,0,3.71117831300314,4.0216961597535e-05,1.13585908787189e-06
4.56808013171547e-05,1.13585908787189e-06,1,1,0,0,0,0,0,24.1659075210748,1,0,0,4.16590752107483,4.56808013171547e-05,1.13585908787189e-06
5.18869533173602e-05,1.13585908787189e-06,1,1,0,0,0,0,0,24.6824158245839,1,0,0,4.68241582458385,5.18869533173602e-05,1.13585908787189e-06
5.89362674675079e-05,1.13585908787189e-06,1,1,0,0,0,0,0,25.2690964750859,1,0,0,5.26909647508587,5.89362674675079e-05,1.13585908787189e-06
6.69432950082169e-05,1.13585908787189e-06,1,1,0,0,0,0,0,25.9354830236372,1,0,0,5.93548302363716,6.69432950082169e-05,1.13585908787189e-06
7.60381500071719e-05,1.13585908787189e-06,1,1,0,1,0,0,0,26.5018202519612,0.999925481613069,6,0,0.490679058533523,1.52076300014344e-06,1.13585908787189e-06
8.63686237106119e-05,1.13585908787189e-06,1,1,0,1,0,0,0,26.5205275254599,0.99991535774885,6,0,0.507874175400889,1.72737247421224e-06,1.13585908787189e-06
9.81025861486857e-05,1.13585908787189e-06,1,1,0,1,0,0,0,26.541775929746,0.999903858465672,6,0,0.527405405161705,1.96205172297372e-06,1.13585908787189e-06
0.000111430714020719,1.13585908787189e-06,1,1,0,1,0,0,0,26.5659105779814,0.999890796900371,6,0,0.549590129982842,2.22861428041439e-06,1.13585908787189e-06
0.000126569589188487,1.13585908787189e-06,1,1,0,1,0,0,0,26.5933234345269,0.999875960802722,6,0,0.574788851282867,2.53139178376974e-06,1.13585908787189e-06
0.000143765218127954,1.13585908787189e-06,1,1,0,1,0,0,0,26.6244596697837,0.999859109086378,6,0,0.603411047874252,2.87530436255909e-06,1.13585908787189e-06
0.000163297029530521,1.13585908787189e-06,1,1,0,1,0,0,0,26.6598248754052,0.999839967911223,6,0,0.635921829987431,3.26594059061041e-06,1.13585908787189e-06
0.000185482415014726,1.13585908787189e-06,1,1,0,1,0,0,0,26.6999932558964,0.999818226233471,6,0,0.67284949730451,3.70964830029452e-06,1.13585908787189e-06
0.0002106818867349,1.13585908787189e-06,1,1,0,1,0,0,0,26.7456169281332,0.999793530751211,6,0,0.714794123820522,4.21363773469801e-06,1.13585908787189e-06
0.000239304935697832,1.13585908787189e-06,1,1,0,1,0,0,0,26.7974364778746,0.999765480163255,6,0,0.762437309036128,4.78609871395665e-06,1.13585908787189e-06
0.00027181668598498,1.13585908787189e-06,1,1,0,1,0,0,0,26.8562929421777,0.999733618648007,6,0,0.816553253938436,5.4363337196996e-06,1.13585908787189e-06
0.000308745453011258,1.13585908787189e-06,1,1,0,1,0,0,0,26.9231414090281,0.999697428456358,6,0,0.878021341754497,6.17490906022517e-06,1.13585908787189e-06
0.00035069132864196,1.13585908787189e-06,1,1,0,1,0,0,0,26.9990664507941,0.999656321498282,6,0,0.947840427914478,7.0138265728392e-06,1.13585908787189e-06
0.000398335932675836,1.13585908787189e-06,1,1,0,1,0,0,0,27.0852996366388,0.999609629786376,6,0,1.0271450714362,7.96671865351672e-06,1.13585908787189e-06
0.000452453489155772,1.13585908787189e-06,1,1,0,1,0,0,0,27.1832394011657,0.99955659458108,6,0,1.11722397149079,9.04906978311544e-06,1.13585908787189e-06
0.000513923407496927,1.13585908787189e-06,1,1,0,1,0,0,0,27.2944735827423,0.999496354061167,6,0,1.2195409087433,1.02784681499386e-05,1.13585908787189e-06
0.000583744572875471,1.13585908787189e-06,1,1,0,1,0,0,0,27.4208049855972,0.999427929319166,6,0,1.33575853176478,1.16748914575094e-05,1.13585908787189e-06
0.000663051578096496,1.13585908787189e-06,1,1,0,1,0,0,0,27.5642803653933,0.999350208454129,6,0,1.4677653750446,1.32610315619299e-05,1.13585908787189e-06
0.0007531331607087,1.13585908787189e-06,1,1,0,1,0,0,0,27.7272232890636,0.999261928503259,6,0,1.61770654764526,1.5062663214174e-05,1.13585908787189e-06
0.000855453144968654,1.13585908787189e-06,1,1,0,1,0,0,0,27.9122713767809,0.999161654918786,6,0,1.78801859118989,1.71090628993731e-05,1.13585908787189e-06
0.000971674228961231,1.13585908787189e-06,1,1,0,1,0,0,0,28.1224184975705,0.99904775825659,6,0,1.98146907362409,1.94334845792246e-05,1.13585908787189e-06
0.00110368500341652,1.13585908787189e-06,1,1,0,1,0,0,0,28.3610625607975,0.998918387697756,6,0,2.20120156215017,2.20737000683304e-05,1.13585908787189e-06
0.00125363064127857,1.13585908787189e-06,1,1,0,1,0,0,0,28.6320596240916,0.998771440972801,6,0,2.45078670614323,2.50726128255714e-05,1.13585908787189e-06
0.00142394775673092,1.13585908787189e-06,1,1,0,1,0,0,0,28.9397851246432,0.998604530199828,6,0,2.73428026014555,2.84789551346185e-05,1.13585908787189e-06
0.0016174040001376,1.13585908787189e-06,1,1,0,1,0,0,0,29.2892031355815,0.998414943081482,6,0,3.0562889898122,3.23480800027521e-05,1.13585908787189e-06
0.00183714303231664,1.13585908787189e-06,1,1,0,1,0,0,0,29.6859446524745,0.998199598830167,6,0,3.42204553177814,3.67428606463328e-05,1.13585908787189e-06
0.00208673560897737,1.13585908787189e-06,1,1,0,1,0,0,0,30.1363960268025,0.997954998105289,6,0,3.83749342391874,4.17347121795473e-05,1.13585908787189e-06
0.00237023760544281,1.13585908787189e-06,1,1,0,1,0,0,0,30.6477987830818,0.997677166149036,6,0,4.30938368774386,4.74047521088563e-05,1.13585908787189e-06
0.00269225592455792,1.13585908787189e-06,1,1,1,0,0,0,0,31.0347322850151,0.997011244008144,10,0,0.588176803181432,2.69225592455792e-06,1.13585908787189e-06
0.00305802335878604,1.13585908787189e-06,1,1,1,0,0,0,0,31.119650189968,0.99664595207158,10,0,0.618617874706229,3.05802335878604e-06,1.13585908787189e-06
0.00347348362300162,1.13585908787189e-06,1,1,1,0,0,0,0,31.2160779868193,0.996231031905708,10,0,0.653194642442227,3.47348362300163e-06,1.13585908787189e-06
0.00394538793976056,1.13585908787189e-06,1,1,1,0,0,0,0,31.3255715708474,0.995759741064561,10,0,0.692468978304395,3.94538793976056e-06,1.13585908787189e-06
0.00448140474655716,1.13585908787189e-06,1,1,1,0,0,0,0,31.4498959483086,0.995224421079613,10,0,0.737079089613572,4.48140474655717e-06,1.13585908787189e-06
0.00509024430780916,1.13585908787189e-06,1,1,1,0,0,0,0,31.5910529869173,0.994616373009791,10,0,0.787749889955077,5.09024430780916e-06,1.13585908787189e-06
0.00578180025651317,1.13585908787189e-06,1,1,1,0,0,0,0,31.7513127452163,0.99392571608382,10,0,0.845304779012718,5.78180025651317e-06,1.13585908787189e-06
0.00656731036562049,1.13585908787189e-06,1,1,1,0,0,0,0,31.9332488115544,0.993141227137855,10,0,0.910679022800298,6.56731036562049e-06,1.13585908787189e-06
0.00745953916166527,1.13585908787189e-06,1,1,1,0,0,0,0,32.139778125812,0.992250158239245,10,0,0.984934951719172,7.45953916166527e-06,1.13585908787189e-06
0.00847298534811372,1.13585908787189e-06,1,1,1,0,0,0,0,32.3742058005075,0.991238029532839,10,0,1.06927922341004,8.47298534811372e-06,1.13585908787189e-06
0.00962411740906029,1.13585908787189e-06,1,1,1,0,0,0,0,32.6402755013058,0.990088393943571,10,0,1.16508243092006,9.6241174090603e-06,1.13585908787189e-06
0.0109316412218272,1.13585908787189e-06,1,1,1,0,0,0,0,32.9422259884421,0.988782569911761,10,0,1.27390137481758,1.09316412218272e-05,1.13585908787189e-06
0.0124168040271673,1.13585908787189e-06,1,1,1,0,0,0,0,33.2848544576769,0.987299337818068,10,0,1.3975043611762,1.24168040271673e-05,1.13585908787189e-06
0.0141037396965822,1.13585908787189e-06,1,1,1,0,0,0,0,33.6735873485837,0.985614595165023,10,0,1.53789993651975,1.41037396965822e-05,1.13585908787189e-06
0.0160198609073424,1.13585908787189e-06,1,1,1,0,0,0,0,34.1145593044223,0.983700964911837,10,0,1.69736952667071,1.60198609073424e-05,1.13585908787189e-06
0.0181963045980484,1.13585908787189e-06,1,1,1,0,0,0,0,34.6147009649823,0.981527350597929,10,0,1.8785045098829,1.81963045980484e-05,1.13585908787189e-06
0.0206684379433782,1.13585908787189e-06,1,1,1,0,0,0,0,35.1818362427112,0.979058431025948,10,0,2.08424832669598,2.06684379433783e-05,1.13585908787189e-06
0.0234764330701023,1.13585908787189e-06,1,1,1,0,0,0,0,35.8247896612812,0.976254086292889,10,0,2.31794431079656,2.34764330701023e-05,1.13585908787189e-06
0.0266659198534917,1.13585908787189e-06,1,1,1,0,0,0,0,36.5535042086219,0.973068745842318,10,0,2.58339001813638,2.66659198534918e-05,1.13585908787189e-06
0.0302887274020519,1.13585908787189e-06,1,1,1,0,0,0,0,37.3791699523409,0.969450647943571,10,0,2.88489893715488,3.02887274020519e-05,1.13585908787189e-06
0.0344037262796949,1.13585908787189e-06,1,1,1,0,0,0,0,38.3143633565606,0.965340998564469,10,0,3.22737058289648,3.44037262796949e-05,1.13585908787189e-06
