group,year,p1,p2,n,z,a1,a2,a3,a4,m1,obj_cost,yield,test_cost,mod_cost,downsteam_NMC,resid_risk1,resid_risk2,season
FL-333-2017-L,2017,7.4480652254955e-05,0,13426.3056206449,1,0,0,0,0,0,278265.233299898,13426.3056206449,0,0,9739.120887,7.4480652254955e-05,0,L
FL-334-2017-H,2017,0,0,25033.6604576191,1,0,0,0,0,0,500673.209152382,25033.6604576191,0,0,0,0,0,H
FL-334-2017-L,2017,0,0,25033.6604576191,1,0,0,0,0,0,500673.209152382,25033.6604576191,0,0,0,0,0,L
FL-335-2017-H,2017,0,0,12435.1614044564,1,0,0,0,0,0,248703.228089128,12435.1614044564,0,0,0,0,0,H
FL-335-2017-L,2017,0,0,12435.1614044564,1,0,0,0,0,0,248703.228089128,12435.1614044564,0,0,0,0,0,L
FL-336-2017-H,2017,0,0,12578.3492831,1,0,0,0,0,0,251566.985662,12578.3492831,0,0,0,0,0,H
FL-336-2017-L,2017,0,0,12578.3492831,1,0,0,0,0,0,251566.985662,12578.3492831,0,0,0,0,0,L
FL-337-2017-H,2017,0,0,12834.5266904761,1,0,0,0,0,0,256690.533809522,12834.5266904761,0,0,0,0,0,H
FL-337-2017-L,2017,7.79148327099629e-05,0,12834.5266904761,1,0,0,0,0,0,266429.654696522,12834.5266904761,0,0,9739.12088699999,7.79148327099629e-05,0,L
FL-338-2017-H,2017,0,0,12346.1622024826,1,0,0,0,0,0,246923.244049652,12346.1622024826,0,0,0,0,0,H
FL-338-2017-L,2017,0,0,12346.1622024826,1,0,0,0,0,0,246923.244049652,12346.1622024826,0,0,0,0,0,L
FL-339-2017-H,2017,0,7.77474107752813e-05,12862.1646692566,1,0,0,0,0,0,295234.913385132,12862.1646692566,0,0,37991.6200000001,0,7.77474107752813e-05,H
FL-339-2017-L,2017,0,0,12862.1646692566,1,0,0,0,0,0,257243.293385132,12862.1646692566,0,0,0,0,0,L
FL-341-2017-H,2017,0,0,6537.57448319695,1,0,0,0,0,0,130751.489663939,6537.57448319695,0,0,0,0,0,H
FL-341-2017-L,2017,0,0,6537.57448319695,1,0,0,0,0,0,130751.489663939,6537.57448319695,0,0,0,0,0,L
FL-342-2017-H,2017,0,0,13238.9601083914,1,0,0,0,0,0,264779.202167828,13238.9601083914,0,0,0,0,0,H
FL-342-2017-L,2017,0,0,13238.9601083914,1,0,0,0,0,0,264779.202167828,13238.9601083914,0,0,0,0,0,L
FL-344-2017-H,2017,0,0,7517.56530185726,1,0,0,0,0,0,150351.306037145,7517.56530185726,0,0,0,0,0,H
FL-344-2017-L,2017,0,0,7517.56530185726,1,0,0,0,0,0,150351.306037145,7517.56530185726,0,0,0,0,0,L
FL-346-2017-H,2017,0,0,11432.0395616772,1,0,0,0,0,0,228640.791233544,11432.0395616772,0,0,0,0,0,H
FL-346-2017-L,2017,0,0,11432.0395616772,1,0,0,0,0,0,228640.791233544,11432.0395616772,0,0,0,0,0,L
FL-347-2017-H,2017,0,0,10560.7592953392,1,0,0,0,0,0,211215.185906784,10560.7592953392,0,0,0,0,0,H
FL-347-2017-L,2017,0,0,10560.7592953392,1,0,0,0,0,0,211215.185906784,10560.7592953392,0,0,0,0,0,L
FL-349-2017-H,2017,0,0,7738.98479429498,1,0,0,0,0,0,154779.6958859,7738.98479429498,0,0,0,0,0,H
FL-349-2017-L,2017,0,0,7738.98479429498,1,0,0,0,0,0,154779.6958859,7738.98479429498,0,0,0,0,0,L
AL-350-2017-H,2017,0,0.000563967548144674,7092.60668128706,1,0,0,0,1,0,192572.027821412,7088.80667419845,42555.6400877224,0,7598.324,0,2.81983774072337e-05,H
AL-350-2017-L,2017,0,0,7092.60668128706,1,0,0,0,0,0,141852.133625741,7092.60668128706,0,0,0,0,0,L
AL-351-2017-H,2017,0,0.000575896418684959,5209.27010945893,1,0,0,0,1,0,141564.148829777,5206.42010425266,31255.6206567536,0,5698.74300000001,0,2.8794820934248e-05,H
AL-351-2017-L,2017,0,0,5209.27010945893,1,0,0,0,0,0,104185.402189179,5209.27010945893,0,0,0,0,0,L
AL-352-2017-H,2017,0,0.000126254445123233,7920.51320667505,1,0,0,0,0,0,196401.884133501,7920.51320667505,0,0,37991.6199999999,0,0.000126254445123233,H
AL-352-2017-L,2017,0,0,7920.51320667505,1,0,0,0,0,0,158410.264133501,7920.51320667505,0,0,0,0,0,L
AL-354-2017-H,2017,0,0.000276695037428928,3614.08722502608,1,0,0,0,1,0,96007.850066338,3613.13722141299,21684.5233501565,0,1899.581,0,1.38347518714464e-05,H
AL-354-2017-L,2017,1.38347518714464e-05,0,3614.08722502608,1,0,0,0,0,0,72768.7005448716,3614.08722502608,0,0,486.956044350001,1.38347518714464e-05,0,L
AL-355-2017-H,2017,0,0.000394317860011279,2536.02512442981,1,0,0,0,1,0,67978.0230267509,2535.07512189479,15216.1507465789,0,1899.581,0,1.9715893000564e-05,H
AL-355-2017-L,2017,0,0,2536.02512442981,1,0,0,0,0,0,50720.5024885962,2536.02512442981,0,0,0,0,0,L
AL-356-2017-H,2017,0,0,6068.64657832977,1,0,0,0,0,0,121372.931566595,6068.64657832977,0,0,0,0,0,H
AL-356-2017-L,2017,0,0,6068.64657832977,1,0,0,0,0,0,121372.931566595,6068.64657832977,0,0,0,0,0,L
AL-357-2017-H,2017,0,0.000281063400919323,3557.91610266269,1,0,0,0,1,0,94547.3929933068,3556.96609910577,21347.4966159761,0,1899.581,0,1.40531700459662e-05,H
AL-357-2017-L,2017,0,0,3557.91610266269,1,0,0,0,0,0,71158.3220532538,3557.91610266269,0,0,0,0,0,L
AL-358-2017-H,2017,0,0.000655651048265555,3050.40311502705,1,0,0,0,1,0,83392.2770658467,3048.50311197865,18302.4186901623,0,3799.162,0,3.27825524132778e-05,H
AL-358-2017-L,2017,0,0,3050.40311502705,1,0,0,0,0,0,61008.062300541,3050.40311502705,0,0,0,0,0,L
AL-359-2017-H,2017,0,0.000435125400635977,4596.37611841739,1,0,0,0,1,0,123588.371307918,4594.47611382301,27578.2567105043,0,3799.16200000001,0,2.17562700317989e-05,H
AL-359-2017-L,2017,0,0,4596.37611841739,1,0,0,0,0,0,91927.5223683478,4596.37611841739,0,0,0,0,0,L
AL-360-2017-H,2017,0,0.000215602757328891,4638.15960606919,1,0,0,0,1,0,122633.842374317,4637.20960143203,27828.9576364151,0,1899.581,0,1.07801378664446e-05,H
AL-360-2017-L,2017,0,0,4638.15960606919,1,0,0,0,0,0,92763.1921213838,4638.15960606919,0,0,0,0,0,L
AL-361-2017-H,2017,0,0,3443.77740856278,1,0,0,0,0,0,68875.5481712556,3443.77740856278,0,0,0,0,0,H
AL-361-2017-L,2017,0,0,3443.77740856278,1,0,0,0,0,0,68875.5481712556,3443.77740856278,0,0,0,0,0,L
AL-362-2017-H,2017,0,0.000335806711957058,2977.90355104004,1,0,0,0,1,0,79466.9677742304,2976.95354806314,17867.4213062402,0,1899.58100000001,0,1.67903355978529e-05,H
AL-362-2017-L,2017,0,0,2977.90355104004,1,0,0,0,0,0,59558.0710208008,2977.90355104004,0,0,0,0,0,L
AL-363-2017-H,2017,0,0.000262212437979036,3813.70162188855,1,0,0,0,1,0,101197.850550032,3812.75161807585,22882.2097313313,0,1899.581,0,1.31106218989518e-05,H
AL-363-2017-L,2017,0,0,3813.70162188855,1,0,0,0,0,0,76274.032437771,3813.70162188855,0,0,0,0,0,L
AL-364-2017-H,2017,0,0,1745.36284408117,1,0,0,0,0,0,34907.2568816234,1745.36284408117,0,0,0,0,0,H
AL-364-2017-L,2017,0,0,1745.36284408117,1,0,0,0,0,0,34907.2568816234,1745.36284408117,0,0,0,0,0,L
AL-365-2017-H,2017,0,0,5769.87459196116,1,0,0,0,0,0,115397.491839223,5769.87459196116,0,0,0,0,0,H
AL-365-2017-L,2017,0,0,5769.87459196116,1,0,0,0,0,0,115397.491839223,5769.87459196116,0,0,0,0,0,L
AL-366-2017-H,2017,0,0.000219942787644591,4546.63692639886,1,0,0,0,1,0,120254.244857133,4545.68692185322,27279.8215583932,0,1899.581,0,1.09971393822296e-05,H
AL-366-2017-L,2017,0,0,4546.63692639886,1,0,0,0,0,0,90932.7385279772,4546.63692639886,0,0,0,0,0,L
AL-367-2017-H,2017,0,0,1844.3439965953,1,0,0,0,0,0,36886.879931906,1844.3439965953,0,0,0,0,0,H
AL-367-2017-L,2017,0,0,1844.3439965953,1,0,0,0,0,0,36886.879931906,1844.3439965953,0,0,0,0,0,L
AL-368-2017-H,2017,0,0,3930.29439414997,1,0,0,0,0,0,78605.8878829994,3930.29439414997,0,0,0,0,0,H
AL-368-2017-L,2017,0,0,3930.29439414997,1,0,0,0,0,0,78605.8878829994,3930.29439414997,0,0,0,0,0,L
AL-369-2017-H,2017,0,0,307.385319523701,1,0,0,0,0,0,6147.70639047402,307.385319523701,0,0,0,0,0,H
AL-369-2017-L,2017,0,0,307.385319523701,1,0,0,0,0,0,6147.70639047402,307.385319523701,0,0,0,0,0,L
TN-370-2017-H,2017,0,0,14868.0810376446,1,0,0,0,0,0,297361.620752892,14868.0810376446,0,0,0,0,0,H
TN-370-2017-L,2017,0,0,14868.0810376446,1,0,0,0,0,0,297361.620752892,14868.0810376446,0,0,0,0,0,L
TN-371-2017-H,2017,0,0,10165.7462631228,1,0,0,0,0,0,203314.925262456,10165.7462631228,0,0,0,0,0,H
TN-371-2017-L,2017,0,0,10165.7462631228,1,0,0,0,0,0,203314.925262456,10165.7462631228,0,0,0,0,0,L
TN-372-2017-H,2017,0,0,7171.75220745351,1,0,0,0,0,0,143435.04414907,7171.75220745351,0,0,0,0,0,H
TN-372-2017-L,2017,0,0,7171.75220745351,1,0,0,0,0,0,143435.04414907,7171.75220745351,0,0,0,0,0,L
TN-373-2017-H,2017,0,0,9387.07835833516,1,0,0,0,0,0,187741.567166703,9387.07835833516,0,0,0,0,0,H
TN-373-2017-L,2017,0,0,9387.07835833516,1,0,0,0,0,0,187741.567166703,9387.07835833516,0,0,0,0,0,L
TN-374-2017-H,2017,0,0,3303.07027880934,1,0,0,0,0,0,66061.4055761868,3303.07027880934,0,0,0,0,0,H
TN-374-2017-L,2017,0,0,3303.07027880934,1,0,0,0,0,0,66061.4055761868,3303.07027880934,0,0,0,0,0,L
TN-376-2017-H,2017,0,0,6835.24170768847,1,0,0,0,0,0,136704.834153769,6835.24170768847,0,0,0,0,0,H
TN-376-2017-L,2017,0,0,6835.24170768847,1,0,0,0,0,0,136704.834153769,6835.24170768847,0,0,0,0,0,L
TN-377-2017-H,2017,0,0,5698.63131369974,1,0,0,0,0,0,113972.626273995,5698.63131369974,0,0,0,0,0,H
TN-377-2017-L,2017,0,0,5698.63131369974,1,0,0,0,0,0,113972.626273995,5698.63131369974,0,0,0,0,0,L
TN-378-2017-H,2017,0,0,8706.17623933829,1,0,0,0,0,0,174123.524786766,8706.17623933829,0,0,0,0,0,H
TN-378-2017-L,2017,0,0,8706.17623933829,1,0,0,0,0,0,174123.524786766,8706.17623933829,0,0,0,0,0,L
TN-379-2017-H,2017,0,0,6507.56005694637,1,0,0,0,0,0,130151.201138927,6507.56005694637,0,0,0,0,0,H
TN-379-2017-L,2017,0,0,6507.56005694637,1,0,0,0,0,0,130151.201138927,6507.56005694637,0,0,0,0,0,L
TN-380-2017-H,2017,7.16809288440356e-06,0,6975.35604048752,1,0,0,0,0,0,139994.0768541,6975.35604048752,0,0,486.95604435,7.16809288440356e-06,0,H
TN-380-2017-L,2017,0,0,6975.35604048752,1,0,0,0,0,0,139507.12080975,6975.35604048752,0,0,0,0,0,L
TN-381-2017-H,2017,4.07745323387767e-06,0,12262.5563389846,1,0,0,0,0,0,245738.082824042,12262.5563389846,0,0,486.956044349999,4.07745323387767e-06,0,H
TN-381-2017-L,2017,0,0,12262.5563389846,1,0,0,0,0,0,245251.126779692,12262.5563389846,0,0,0,0,0,L
TN-382-2017-H,2017,0,0,1937.72452510583,1,0,0,0,0,0,38754.4905021166,1937.72452510583,0,0,0,0,0,H
TN-382-2017-L,2017,0,0,1937.72452510583,1,0,0,0,0,0,38754.4905021166,1937.72452510583,0,0,0,0,0,L
TN-383-2017-H,2017,0,0,4793.8654974433,1,0,0,0,0,0,95877.309948866,4793.8654974433,0,0,0,0,0,H
TN-383-2017-L,2017,0,0,4793.8654974433,1,0,0,0,0,0,95877.309948866,4793.8654974433,0,0,0,0,0,L
TN-384-2017-H,2017,0,0,2965.5455421509,1,0,0,0,0,0,59310.910843018,2965.5455421509,0,0,0,0,0,H
TN-384-2017-L,2017,0,0,2965.5455421509,1,0,0,0,0,0,59310.910843018,2965.5455421509,0,0,0,0,0,L
TN-385-2017-H,2017,0,0,3834.77981346946,1,0,0,0,0,0,76695.5962693892,3834.77981346946,0,0,0,0,0,H
TN-385-2017-L,2017,0,0,3834.77981346946,1,0,0,0,0,0,76695.5962693892,3834.77981346946,0,0,0,0,0,L
MS-386-2017-H,2017,0,0,6441.35007578441,1,0,0,0,0,0,128827.001515688,6441.35007578441,0,0,0,0,0,H
MS-386-2017-L,2017,0,0,6441.35007578441,1,0,0,0,0,0,128827.001515688,6441.35007578441,0,0,0,0,0,L
MS-387-2017-H,2017,0,0,1877.22820898811,1,0,0,0,0,0,37544.5641797622,1877.22820898811,0,0,0,0,0,H
MS-387-2017-L,2017,0,0,1877.22820898811,1,0,0,0,0,0,37544.5641797622,1877.22820898811,0,0,0,0,0,L
MS-388-2017-H,2017,0,0,4135.68696844679,1,0,0,0,0,0,82713.7393689358,4135.68696844679,0,0,0,0,0,H
MS-388-2017-L,2017,0,0,4135.68696844679,1,0,0,0,0,0,82713.7393689358,4135.68696844679,0,0,0,0,0,L
MS-389-2017-H,2017,0,0,1807.45131220734,1,0,0,0,0,0,36149.0262441468,1807.45131220734,0,0,0,0,0,H
MS-389-2017-L,2017,0,0,1807.45131220734,1,0,0,0,0,0,36149.0262441468,1807.45131220734,0,0,0,0,0,L
MS-390-2017-H,2017,1.14776823386554e-05,0.000229553646773108,4356.28017266224,1,0,0,0,1,0,115791.801738107,4355.33016830696,26137.6810359734,0,2386.53704435001,1.14776823386554e-05,1.14776823386554e-05,H
MS-390-2017-L,2017,0,0,4356.28017266224,1,0,0,0,0,0,87125.6034532448,4356.28017266224,0,0,0,0,0,L
MS-391-2017-H,2017,0,0,4595.81847757004,1,0,0,0,0,0,91916.3695514008,4595.81847757004,0,0,0,0,0,H
MS-391-2017-L,2017,0,0,4595.81847757004,1,0,0,0,0,0,91916.3695514008,4595.81847757004,0,0,0,0,0,L
MS-392-2017-H,2017,0,0,3691.76017337729,1,0,0,0,0,0,73835.2034675458,3691.76017337729,0,0,0,0,0,H
MS-392-2017-L,2017,0,0,3691.76017337729,1,0,0,0,0,0,73835.2034675458,3691.76017337729,0,0,0,0,0,L
MS-393-2017-H,2017,1.49457089714151e-05,0,3345.4418318749,1,0,0,0,0,0,67395.792681848,3345.4418318749,0,0,486.956044350001,1.49457089714151e-05,0,H
MS-393-2017-L,2017,0,0,3345.4418318749,1,0,0,0,0,0,66908.836637498,3345.4418318749,0,0,0,0,0,L
MS-394-2017-H,2017,8.49806937840154e-06,0,5883.68931502002,1,0,0,0,0,0,118160.74234475,5883.68931502002,0,0,486.95604435,8.49806937840154e-06,0,H
MS-394-2017-L,2017,8.49806937840154e-06,0,5883.68931502002,1,0,0,0,0,0,118160.74234475,5883.68931502002,0,0,486.95604435,8.49806937840154e-06,0,L
MS-395-2017-H,2017,0,0,6071.09691225347,1,0,0,0,0,0,121421.938245069,6071.09691225347,0,0,0,0,0,H
MS-395-2017-L,2017,0,0,6071.09691225347,1,0,0,0,0,0,121421.938245069,6071.09691225347,0,0,0,0,0,L
MS-396-2017-H,2017,0,0,2103.91996150335,1,0,0,0,0,0,42078.399230067,2103.91996150335,0,0,0,0,0,H
MS-396-2017-L,2017,0,0,2103.91996150335,1,0,0,0,0,0,42078.399230067,2103.91996150335,0,0,0,0,0,L
MS-397-2017-H,2017,0,0.000371220615975062,2693.81590613808,1,0,0,0,1,0,72080.6250561661,2692.86590344526,16162.8954368285,0,1899.581,0,1.85610307987531e-05,H
MS-397-2017-L,2017,0,0,2693.81590613808,1,0,0,0,0,0,53876.3181227616,2693.81590613808,0,0,0,0,0,L
GA-398-2017-H,2017,0,0.000543482769961892,1839.98473414368,1,0,0,0,1,0,49880.7035916184,1839.0347323047,11039.9084048621,0,1899.58100000001,0,2.71741384980946e-05,H
GA-398-2017-L,2017,0,0,1839.98473414368,1,0,0,0,0,0,36799.6946828736,1839.98473414368,0,0,0,0,0,L
KY-400-2017-H,2017,0,0,3976.17874765636,1,0,0,0,0,0,79523.5749531272,3976.17874765636,0,0,0,0,0,H
KY-400-2017-L,2017,1.25748873914361e-05,0,3976.17874765636,1,0,0,0,0,0,80010.5309974772,3976.17874765636,0,0,486.956044350001,1.25748873914361e-05,0,L
KY-401-2017-H,2017,0,0,2332.15771488539,1,0,0,0,0,0,46643.1542977078,2332.15771488539,0,0,0,0,0,H
KY-401-2017-L,2017,0,0,2332.15771488539,1,0,0,0,0,0,46643.1542977078,2332.15771488539,0,0,0,0,0,L
KY-402-2017-H,2017,0,0.000168328507932399,11881.5287117213,1,0,0,0,1,0,313003.302750977,11879.6286998418,71289.1722703278,0,3799.16200000001,0,8.41642539661996e-06,H
KY-402-2017-L,2017,0,0,11881.5287117213,1,0,0,0,0,0,237630.574234426,11881.5287117213,0,0,0,0,0,L
KY-403-2017-H,2017,0,0,5328.24638003773,1,0,0,0,0,0,106564.927600755,5328.24638003773,0,0,0,0,0,H
KY-403-2017-L,2017,0,0,5328.24638003773,1,0,0,0,0,0,106564.927600755,5328.24638003773,0,0,0,0,0,L
KY-404-2017-H,2017,0,0,2965.5571687154,1,0,0,0,0,0,59311.143374308,2965.5571687154,0,0,0,0,0,H
KY-404-2017-L,2017,0,0,2965.5571687154,1,0,0,0,0,0,59311.143374308,2965.5571687154,0,0,0,0,0,L
KY-405-2017-H,2017,1.04336863885052e-05,0,4792.17010538911,1,0,0,0,0,0,96330.3581521322,4792.17010538911,0,0,486.956044349999,1.04336863885052e-05,0,H
KY-405-2017-L,2017,1.04336863885052e-05,0,4792.17010538911,1,0,0,0,0,0,96330.3581521322,4792.17010538911,0,0,486.956044349999,1.04336863885052e-05,0,L
KY-406-2017-H,2017,0,0,807.309568576789,1,0,0,0,0,0,16146.1913715358,807.309568576789,0,0,0,0,0,H
KY-406-2017-L,2017,0,0,807.309568576789,1,0,0,0,0,0,16146.1913715358,807.309568576789,0,0,0,0,0,L
KY-407-2017-H,2017,0,0,1717.94533783314,1,0,0,0,0,0,34358.9067566628,1717.94533783314,0,0,0,0,0,H
KY-407-2017-L,2017,0,0,1717.94533783314,1,0,0,0,0,0,34358.9067566628,1717.94533783314,0,0,0,0,0,L
KY-408-2017-H,2017,0,0,573.288553075458,1,0,0,0,0,0,11465.7710615092,573.288553075458,0,0,0,0,0,H
KY-408-2017-L,2017,0,0,573.288553075458,1,0,0,0,0,0,11465.7710615092,573.288553075458,0,0,0,0,0,L
KY-409-2017-H,2017,0,0,1121.40314502955,1,0,0,0,0,0,22428.062900591,1121.40314502955,0,0,0,0,0,H
KY-409-2017-L,2017,0,0,1121.40314502955,1,0,0,0,0,0,22428.062900591,1121.40314502955,0,0,0,0,0,L
KY-410-2017-H,2017,0,0.000125887585839147,7943.59502038394,1,0,0,0,0,0,196863.520407679,7943.59502038394,0,0,37991.6200000002,0,0.000125887585839147,H
KY-410-2017-L,2017,0,0,7943.59502038394,1,0,0,0,0,0,158871.900407679,7943.59502038394,0,0,0,0,0,L
KY-411-2017-H,2017,0,0,2231.15526446318,1,0,0,0,0,0,44623.1052892636,2231.15526446318,0,0,0,0,0,H
KY-411-2017-L,2017,0,0,2231.15526446318,1,0,0,0,0,0,44623.1052892636,2231.15526446318,0,0,0,0,0,L
KY-412-2017-H,2017,0,0,805.421521492687,1,0,0,0,0,0,16108.4304298537,805.421521492687,0,0,0,0,0,H
KY-412-2017-L,2017,0,0,805.421521492687,1,0,0,0,0,0,16108.4304298537,805.421521492687,0,0,0,0,0,L
KY-413-2017-H,2017,0,0,563.977414891465,1,0,0,0,0,0,11279.5482978293,563.977414891465,0,0,0,0,0,H
KY-413-2017-L,2017,0,0,563.977414891465,1,0,0,0,0,0,11279.5482978293,563.977414891465,0,0,0,0,0,L
KY-414-2017-H,2017,0,0,411.529715716105,1,0,0,0,0,0,8230.5943143221,411.529715716105,0,0,0,0,0,H
KY-414-2017-L,2017,0,0,411.529715716105,1,0,0,0,0,0,8230.5943143221,411.529715716105,0,0,0,0,0,L
KY-415-2017-H,2017,0,0,1100.11823815834,1,0,0,0,0,0,22002.3647631668,1100.11823815834,0,0,0,0,0,H
KY-415-2017-L,2017,0,0,1100.11823815834,1,0,0,0,0,0,22002.3647631668,1100.11823815834,0,0,0,0,0,L
KY-416-2017-H,2017,0,0,646.325314636555,1,0,0,0,0,0,12926.5062927311,646.325314636555,0,0,0,0,0,H
KY-416-2017-L,2017,0,0,646.325314636555,1,0,0,0,0,0,12926.5062927311,646.325314636555,0,0,0,0,0,L
KY-417-2017-H,2017,0,0,656.443310548797,1,0,0,0,0,0,13128.8662109759,656.443310548797,0,0,0,0,0,H
KY-417-2017-L,2017,0,0,656.443310548797,1,0,0,0,0,0,13128.8662109759,656.443310548797,0,0,0,0,0,L
KY-418-2017-H,2017,0,0,500.671357533051,1,0,0,0,0,0,10013.427150661,500.671357533051,0,0,0,0,0,H
KY-418-2017-L,2017,0,0,500.671357533051,1,0,0,0,0,0,10013.427150661,500.671357533051,0,0,0,0,0,L
KY-420-2017-H,2017,0,0,3591.61421721834,1,0,0,0,0,0,71832.2843443668,3591.61421721834,0,0,0,0,0,H
KY-420-2017-L,2017,0,0,3591.61421721834,1,0,0,0,0,0,71832.2843443668,3591.61421721834,0,0,0,0,0,L
KY-421-2017-H,2017,0,0,3477.66976883502,1,0,0,0,0,0,69553.3953767004,3477.66976883502,0,0,0,0,0,H
KY-421-2017-L,2017,0,0,3477.66976883502,1,0,0,0,0,0,69553.3953767004,3477.66976883502,0,0,0,0,0,L
KY-422-2017-H,2017,0,0.000794303686620767,2517.92863823743,1,0,0,0,1,0,69547.4401638028,2516.0286357215,15107.5718294246,0,3799.162,0,3.97151843310384e-05,H
KY-422-2017-L,2017,0,0,2517.92863823743,1,0,0,0,0,0,50358.5727647486,2517.92863823743,0,0,0,0,0,L
KY-423-2017-H,2017,0,0,2750.17456673662,1,0,0,0,0,0,55003.4913347324,2750.17456673662,0,0,0,0,0,H
KY-423-2017-L,2017,0,0,2750.17456673662,1,0,0,0,0,0,55003.4913347324,2750.17456673662,0,0,0,0,0,L
KY-424-2017-H,2017,0,0,2198.4291150054,1,0,0,0,0,0,43968.582300108,2198.4291150054,0,0,0,0,0,H
KY-424-2017-L,2017,0,0,2198.4291150054,1,0,0,0,0,0,43968.582300108,2198.4291150054,0,0,0,0,0,L
KY-425-2017-H,2017,0,0,1266.21797009567,1,0,0,0,0,0,25324.3594019134,1266.21797009567,0,0,0,0,0,H
KY-425-2017-L,2017,0,0,1266.21797009567,1,0,0,0,0,0,25324.3594019134,1266.21797009567,0,0,0,0,0,L
KY-426-2017-H,2017,0,0,1064.68104673365,1,0,0,0,0,0,21293.620934673,1064.68104673365,0,0,0,0,0,H
KY-426-2017-L,2017,0,0,1064.68104673365,1,0,0,0,0,0,21293.620934673,1064.68104673365,0,0,0,0,0,L
KY-427-2017-H,2017,0,0,2903.04183193067,1,0,0,0,0,0,58060.8366386134,2903.04183193067,0,0,0,0,0,H
KY-427-2017-L,2017,0,0,2903.04183193067,1,0,0,0,0,0,58060.8366386134,2903.04183193067,0,0,0,0,0,L
OH-430-2017-H,2017,0,0,12450.5714117054,1,0,0,0,0,0,249011.428234108,12450.5714117054,0,0,0,0,0,H
OH-430-2017-L,2017,0,0,12450.5714117054,1,0,0,0,0,0,249011.428234108,12450.5714117054,0,0,0,0,0,L
OH-431-2017-H,2017,0,0.000152978648178386,6536.85995992013,1,0,0,0,0,0,168728.819198403,6536.85995992013,0,0,37991.62,0,0.000152978648178386,H
OH-431-2017-L,2017,0,0,6536.85995992013,1,0,0,0,0,0,130737.199198403,6536.85995992013,0,0,0,0,0,L
OH-432-2017-H,2017,0,8.27727994782368e-05,12081.2634863573,1,0,0,0,0,0,279616.889727146,12081.2634863573,0,0,37991.6199999999,0,8.27727994782368e-05,H
OH-432-2017-L,2017,0,0,12081.2634863573,1,0,0,0,0,0,241625.269727146,12081.2634863573,0,0,0,0,0,L
OH-433-2017-H,2017,0,0,2902.84962782653,1,0,0,0,0,0,58056.9925565306,2902.84962782653,0,0,0,0,0,H
OH-433-2017-L,2017,0,0,2902.84962782653,1,0,0,0,0,0,58056.9925565306,2902.84962782653,0,0,0,0,0,L
OH-434-2017-H,2017,0,0,2601.75072876297,1,0,0,0,0,0,52035.0145752594,2601.75072876297,0,0,0,0,0,H
OH-434-2017-L,2017,0,0,2601.75072876297,1,0,0,0,0,0,52035.0145752594,2601.75072876297,0,0,0,0,0,L
OH-435-2017-H,2017,0,0,4688.31745801956,1,0,0,0,0,0,93766.3491603912,4688.31745801956,0,0,0,0,0,H
OH-435-2017-L,2017,0,0,4688.31745801956,1,0,0,0,0,0,93766.3491603912,4688.31745801956,0,0,0,0,0,L
OH-436-2017-H,2017,0,0,5489.1496053547,1,0,0,0,0,0,109782.992107094,5489.1496053547,0,0,0,0,0,H
OH-436-2017-L,2017,0,0,5489.1496053547,1,0,0,0,0,0,109782.992107094,5489.1496053547,0,0,0,0,0,L
OH-437-2017-H,2017,0,0,3086.303454988,1,0,0,0,0,0,61726.06909976,3086.303454988,0,0,0,0,0,H
OH-437-2017-L,2017,0,0,3086.303454988,1,0,0,0,0,0,61726.06909976,3086.303454988,0,0,0,0,0,L
OH-438-2017-H,2017,0,0,1027.99951965682,1,0,0,0,0,0,20559.9903931364,1027.99951965682,0,0,0,0,0,H
OH-438-2017-L,2017,0,0,1027.99951965682,1,0,0,0,0,0,20559.9903931364,1027.99951965682,0,0,0,0,0,L
OH-439-2017-H,2017,0,0,2863.22131215947,1,0,0,0,0,0,57264.4262431894,2863.22131215947,0,0,0,0,0,H
OH-439-2017-L,2017,0,0,2863.22131215947,1,0,0,0,0,0,57264.4262431894,2863.22131215947,0,0,0,0,0,L
OH-440-2017-H,2017,0,0,13557.843458531,1,0,0,0,0,0,271156.86917062,13557.843458531,0,0,0,0,0,H
OH-440-2017-L,2017,0,7.37580429408758e-05,13557.843458531,1,0,0,0,0,0,309148.48917062,13557.843458531,0,0,37991.6200000001,0,7.37580429408758e-05,L
OH-441-2017-H,2017,0,0,19300.4839383111,1,0,0,0,0,0,386009.678766222,19300.4839383111,0,0,0,0,0,H
OH-441-2017-L,2017,0,0,19300.4839383111,1,0,0,0,0,0,386009.678766222,19300.4839383111,0,0,0,0,0,L
OH-442-2017-H,2017,0,0.000111853340544399,8940.27836033255,1,0,0,0,0,0,216797.187206651,8940.27836033255,0,0,37991.6199999999,0,0.000111853340544399,H
OH-442-2017-L,2017,0,0,8940.27836033255,1,0,0,0,0,0,178805.567206651,8940.27836033255,0,0,0,0,0,L
OH-443-2017-H,2017,0,0,4325.79705404725,1,0,0,0,0,0,86515.941080945,4325.79705404725,0,0,0,0,0,H
OH-443-2017-L,2017,0,0,4325.79705404725,1,0,0,0,0,0,86515.941080945,4325.79705404725,0,0,0,0,0,L
OH-444-2017-H,2017,0,0,5517.63494096455,1,0,0,0,0,0,110352.698819291,5517.63494096455,0,0,0,0,0,H
OH-444-2017-L,2017,0,0,5517.63494096455,1,0,0,0,0,0,110352.698819291,5517.63494096455,0,0,0,0,0,L
