group,year,p1,p2,n,z,a1,a2,a3,a4,m1,obj_cost,yield,test_cost,mod_cost,downsteam_NMC,resid_risk1,resid_risk2,season
ND-584-2018-L,2018,0,0,833.227338973493,1,0,0,0,0,0,16664.5467794699,833.227338973493,0,0,0,0,0,L
ND-585-2018-H,2018,0,0.00502790317036622,2386.68080776224,1,0,0,1,0,0,78024.2254869777,2374.08840351991,23866.8080776224,0,4558.9944,0,5.02790317036622e-05,H
ND-585-2018-L,2018,0,0,2386.68080776224,1,0,0,0,0,0,47733.6161552448,2386.68080776224,0,0,0,0,0,L
ND-586-2018-H,2018,0,0.00138756908162577,720.684838861019,1,0,0,0,1,0,20777.3829065718,719.734838141334,4324.10903316611,0,1899.581,0,6.93784540812886e-05,H
ND-586-2018-L,2018,0,0,720.684838861019,1,0,0,0,0,0,14413.6967772204,720.684838861019,0,0,0,0,0,L
ND-587-2018-H,2018,0,0.00652065682086063,1533.58783857608,1,0,0,1,0,0,51334.7009920351,1523.23076222451,15335.8783857608,0,3799.16200000001,0,6.52065682086064e-05,H
ND-587-2018-L,2018,4.31831577540439e-06,0,1533.58783857608,1,0,0,0,0,0,30736.2542608395,1533.58783857608,0,0,64.4974893178809,4.31831577540439e-06,0,L
ND-588-2018-H,2018,1.40220246087795e-05,0,472.293890580173,1,0,0,0,0,0,9510.37530092134,472.293890580173,0,0,64.4974893178809,1.40220246087795e-05,0,H
ND-588-2018-L,2018,0,0,472.293890580173,1,0,0,0,0,0,9445.87781160346,472.293890580173,0,0,0,0,0,L
MT-590-2018-H,2018,0,0.000707259562485072,1413.90806578328,1,0,0,0,1,0,38802.4145984176,1412.95806437037,8483.44839469968,0,1899.581,0,3.53629781242536e-05,H
MT-590-2018-L,2018,0,0,1413.90806578328,1,0,0,0,0,0,28278.1613156656,1413.90806578328,0,0,0,0,0,L
MT-591-2018-H,2018,0,0.000930242977326708,2149.97591892337,1,0,0,0,1,0,59980.1787738267,2148.07591677539,12899.8555135402,0,3799.16200000001,0,4.65121488663354e-05,H
MT-591-2018-L,2018,0,0,2149.97591892337,1,0,0,0,0,0,42999.5183784674,2149.97591892337,0,0,0,0,0,L
MT-592-2018-H,2018,0,0.00166137972497887,601.909355799269,1,0,0,0,1,0,17688.7262099296,600.95935519836,3611.45613479561,0,1899.581,0,8.30689862489436e-05,H
MT-592-2018-L,2018,0,0,601.909355799269,1,0,0,0,0,0,12038.1871159854,601.909355799269,0,0,0,0,0,L
MT-593-2018-H,2018,0,0,582.39386706789,1,0,0,0,0,0,11647.8773413578,582.39386706789,0,0,0,0,0,H
MT-593-2018-L,2018,0,0,582.39386706789,1,0,0,0,0,0,11647.8773413578,582.39386706789,0,0,0,0,0,L
MT-594-2018-H,2018,0,0,2188.38602529149,1,0,0,0,0,0,43767.7205058298,2188.38602529149,0,0,0,0,0,H
MT-594-2018-L,2018,0,0,2188.38602529149,1,0,0,0,0,0,43767.7205058298,2188.38602529149,0,0,0,0,0,L
MT-595-2018-H,2018,0,0.00194223807108145,514.869940451323,1,0,0,0,1,0,15425.1945603086,513.919939937453,3089.21964270794,0,1899.581,0,9.71119035540726e-05,H
MT-595-2018-L,2018,0,0,514.869940451323,1,0,0,0,0,0,10297.3988090265,514.869940451323,0,0,0,0,0,L
MT-596-2018-H,2018,0,0,1295.33846700777,1,0,0,0,0,0,25906.7693401554,1295.33846700777,0,0,0,0,0,H
MT-596-2018-L,2018,0,0,1295.33846700777,1,0,0,0,0,0,25906.7693401554,1295.33846700777,0,0,0,0,0,L
MT-597-2018-H,2018,0,0,2697.81914858979,1,0,0,0,0,0,53956.3829717958,2697.81914858979,0,0,0,0,0,H
MT-597-2018-L,2018,0,0,2697.81914858979,1,0,0,0,0,0,53956.3829717958,2697.81914858979,0,0,0,0,0,L
MT-598-2018-H,2018,0,0,3240.66184889942,1,0,0,0,0,0,64813.2369779884,3240.66184889942,0,0,0,0,0,H
MT-598-2018-L,2018,0,0,3240.66184889942,1,0,0,0,0,0,64813.2369779884,3240.66184889942,0,0,0,0,0,L
MT-599-2018-H,2018,0,0,1927.28455954751,1,0,0,0,0,0,38545.6911909502,1927.28455954751,0,0,0,0,0,H
MT-599-2018-L,2018,0,0,1927.28455954751,1,0,0,0,0,0,38545.6911909502,1927.28455954751,0,0,0,0,0,L
IL-600-2018-H,2018,5.19489250975259e-07,0.000156885753794528,25496.2601973329,1,0,0,0,0,0,662020.678925294,25496.2601973329,0,0,152095.474978636,5.19489250975259e-07,0.000156885753794528,H
IL-600-2018-L,2018,0,0,25496.2601973329,1,0,0,0,0,0,509925.203946658,25496.2601973329,0,0,0,0,0,L
IL-601-2018-H,2018,2.99618259975475e-07,0.000305270732362752,22103.1807501768,1,0,0,0,1,0,588522.312440618,22096.770646614,132619.084501061,0,12881.8332388087,2.99618259975475e-07,1.52635366181376e-05,H
IL-601-2018-L,2018,0,0,22103.1807501768,1,0,0,0,0,0,442063.615003536,22103.1807501768,0,0,0,0,0,L
IL-602-2018-H,2018,0,0,1226.36694437492,1,0,0,0,0,0,24527.3388874984,1226.36694437492,0,0,0,0,0,H
IL-602-2018-L,2018,0,0,1226.36694437492,1,0,0,0,0,0,24527.3388874984,1226.36694437492,0,0,0,0,0,L
IL-603-2018-H,2018,0,0,978.65351849585,1,0,0,0,0,0,19573.070369917,978.65351849585,0,0,0,0,0,H
IL-603-2018-L,2018,0,0,978.65351849585,1,0,0,0,0,0,19573.070369917,978.65351849585,0,0,0,0,0,L
IL-604-2018-H,2018,0,8.91718743391389e-05,22428.5966267076,1,0,0,0,0,0,524555.172534152,22428.5966267076,0,0,75983.2400000002,0,8.91718743391389e-05,H
IL-604-2018-L,2018,0,0,22428.5966267076,1,0,0,0,0,0,448571.932534152,22428.5966267076,0,0,0,0,0,L
IL-605-2018-H,2018,0,0.00030079624021994,15782.9571662247,1,0,0,0,1,0,420048.997647889,15778.4470689801,94697.7429973482,0,9018.17374949084,0,1.5039812010997e-05,H
IL-605-2018-L,2018,0,0,15782.9571662247,1,0,0,0,0,0,315659.143324494,15782.9571662247,0,0,0,0,0,L
IL-606-2018-H,2018,0,7.21047980066716e-05,41606.1078171583,1,0,0,0,0,0,946097.016343166,41606.1078171583,0,0,113974.86,0,7.21047980066716e-05,H
IL-606-2018-L,2018,0,0,41606.1078171583,1,0,0,0,0,0,832122.156343166,41606.1078171583,0,0,0,0,0,L
IL-607-2018-H,2018,0,0.00059337096440284,1685.28637225515,1,0,0,0,1,0,45858.4561309789,1684.33637057086,10111.7182335309,0,1899.58100000001,0,2.9668548220142e-05,H
IL-607-2018-L,2018,0,0,1685.28637225515,1,0,0,0,0,0,33705.727445103,1685.28637225515,0,0,0,0,0,L
IL-608-2018-H,2018,0,0,2400.54938233932,1,0,0,0,0,0,48010.9876467864,2400.54938233932,0,0,0,0,0,H
IL-608-2018-L,2018,0,0,2400.54938233932,1,0,0,0,0,0,48010.9876467864,2400.54938233932,0,0,0,0,0,L
IL-609-2018-H,2018,0,0.000762438046131178,2623.16395430233,1,0,0,0,1,0,72283.6734068693,2621.26395168117,15738.983725814,0,3799.16200000001,0,3.81219023065589e-05,H
IL-609-2018-L,2018,0,0,2623.16395430233,1,0,0,0,0,0,52463.2790860466,2623.16395430233,0,0,0,0,0,L
IL-610-2018-H,2018,0,0.000205569425748131,4864.53662241207,1,0,0,0,1,0,128519.662939358,4863.58661754853,29187.2197344724,0,1899.58100000001,0,1.02784712874066e-05,H
IL-610-2018-L,2018,0,0,4864.53662241207,1,0,0,0,0,0,97290.7324482414,4864.53662241207,0,0,0,0,0,L
IL-611-2018-H,2018,0,0,3660.58324949961,1,0,0,0,0,0,73211.6649899922,3660.58324949961,0,0,0,0,0,H
IL-611-2018-L,2018,0,0,3660.58324949961,1,0,0,0,0,0,73211.6649899922,3660.58324949961,0,0,0,0,0,L
IL-612-2018-H,2018,0,0,3328.26014353615,1,0,0,0,0,0,66565.202870723,3328.26014353615,0,0,0,0,0,H
IL-612-2018-L,2018,0,0,3328.26014353615,1,0,0,0,0,0,66565.202870723,3328.26014353615,0,0,0,0,0,L
IL-613-2018-H,2018,0,0,2359.6647928434,1,0,0,0,0,0,47193.295856868,2359.6647928434,0,0,0,0,0,H
IL-613-2018-L,2018,0,0,2359.6647928434,1,0,0,0,0,0,47193.295856868,2359.6647928434,0,0,0,0,0,L
IL-614-2018-H,2018,0,0,2286.01354866794,1,0,0,0,0,0,45720.2709733588,2286.01354866794,0,0,0,0,0,H
IL-614-2018-L,2018,0,0,2286.01354866794,1,0,0,0,0,0,45720.2709733588,2286.01354866794,0,0,0,0,0,L
IL-615-2018-H,2018,0,0,3214.76427474564,1,0,0,0,0,0,64295.2854949128,3214.76427474564,0,0,0,0,0,H
IL-615-2018-L,2018,0,0,3214.76427474564,1,0,0,0,0,0,64295.2854949128,3214.76427474564,0,0,0,0,0,L
IL-616-2018-H,2018,0,0,2683.76131094321,1,0,0,0,0,0,53675.2262188642,2683.76131094321,0,0,0,0,0,H
IL-616-2018-L,2018,0,0,2683.76131094321,1,0,0,0,0,0,53675.2262188642,2683.76131094321,0,0,0,0,0,L
IL-617-2018-H,2018,0,0,3645.85300066452,1,0,0,0,0,0,72917.0600132904,3645.85300066452,0,0,0,0,0,H
IL-617-2018-L,2018,0,0,3645.85300066452,1,0,0,0,0,0,72917.0600132904,3645.85300066452,0,0,0,0,0,L
IL-618-2018-H,2018,0,0,4534.01405266027,1,0,0,0,0,0,90680.2810532054,4534.01405266027,0,0,0,0,0,H
IL-618-2018-L,2018,0,0,4534.01405266027,1,0,0,0,0,0,90680.2810532054,4534.01405266027,0,0,0,0,0,L
IL-619-2018-H,2018,0,0,1701.28941392952,1,0,0,0,0,0,34025.7882785904,1701.28941392952,0,0,0,0,0,H
IL-619-2018-L,2018,0,0,1701.28941392952,1,0,0,0,0,0,34025.7882785904,1701.28941392952,0,0,0,0,0,L
IL-620-2018-H,2018,0,0,4773.2525408534,1,0,0,0,0,0,95465.050817068,4773.2525408534,0,0,0,0,0,H
IL-620-2018-L,2018,0,0,4773.2525408534,1,0,0,0,0,0,95465.050817068,4773.2525408534,0,0,0,0,0,L
IL-622-2018-H,2018,0,0.00013797536790083,7247.67047346269,1,0,0,0,0,0,182945.029469254,7247.67047346269,0,0,37991.6199999999,0,0.00013797536790083,H
IL-622-2018-L,2018,0,0,7247.67047346269,1,0,0,0,0,0,144953.409469254,7247.67047346269,0,0,0,0,0,L
IL-623-2018-H,2018,0,0,1739.64393961078,1,0,0,0,0,0,34792.8787922156,1739.64393961078,0,0,0,0,0,H
IL-623-2018-L,2018,0,0,1739.64393961078,1,0,0,0,0,0,34792.8787922156,1739.64393961078,0,0,0,0,0,L
IL-624-2018-H,2018,0,0,2338.26014253403,1,0,0,0,0,0,46765.2028506806,2338.26014253403,0,0,0,0,0,H
IL-624-2018-L,2018,0,0,2338.26014253403,1,0,0,0,0,0,46765.2028506806,2338.26014253403,0,0,0,0,0,L
IL-625-2018-H,2018,0,0,2878.2192218031,1,0,0,0,0,0,57564.384436062,2878.2192218031,0,0,0,0,0,H
IL-625-2018-L,2018,0,0,2878.2192218031,1,0,0,0,0,0,57564.384436062,2878.2192218031,0,0,0,0,0,L
IL-626-2018-H,2018,0,0,2545.88059397575,1,0,0,0,0,0,50917.611879515,2545.88059397575,0,0,0,0,0,H
IL-626-2018-L,2018,0,0,2545.88059397575,1,0,0,0,0,0,50917.611879515,2545.88059397575,0,0,0,0,0,L
IL-627-2018-H,2018,0,0,2202.45935532831,1,0,0,0,0,0,44049.1871065662,2202.45935532831,0,0,0,0,0,H
IL-627-2018-L,2018,0,0,2202.45935532831,1,0,0,0,0,0,44049.1871065662,2202.45935532831,0,0,0,0,0,L
IL-628-2018-H,2018,0,0,3293.75504010052,1,0,0,0,0,0,65875.1008020104,3293.75504010052,0,0,0,0,0,H
IL-628-2018-L,2018,0,0,3293.75504010052,1,0,0,0,0,0,65875.1008020104,3293.75504010052,0,0,0,0,0,L
IL-629-2018-H,2018,0,0.000283645496075156,3525.52751176079,1,0,0,0,1,0,93705.2849653453,3524.57750823626,21153.1650705647,0,1899.581,0,1.41822748037578e-05,H
IL-629-2018-L,2018,0,0,3525.52751176079,1,0,0,0,0,0,70510.5502352158,3525.52751176079,0,0,0,0,0,L
MO-630-2018-H,2018,0,0,11510.6549895692,1,0,0,0,0,0,230213.099791384,11510.6549895692,0,0,0,0,0,H
MO-630-2018-L,2018,0,0,11510.6549895692,1,0,0,0,0,0,230213.099791384,11510.6549895692,0,0,0,0,0,L
MO-631-2018-H,2018,0,6.73933821048458e-05,14838.2521958057,1,0,0,0,0,0,334756.663916114,14838.2521958057,0,0,37991.62,0,6.73933821048458e-05,H
MO-631-2018-L,2018,0,0,14838.2521958057,1,0,0,0,0,0,296765.043916114,14838.2521958057,0,0,0,0,0,L
MO-633-2018-H,2018,0,0.000129886247286443,7699.04451696614,1,0,0,0,0,0,191972.510339323,7699.04451696614,0,0,37991.6199999999,0,0.000129886247286443,H
MO-633-2018-L,2018,0,0,7699.04451696614,1,0,0,0,0,0,153980.890339323,7699.04451696614,0,0,0,0,0,L
MO-634-2018-H,2018,0,0,1097.41780195096,1,0,0,0,0,0,21948.3560390192,1097.41780195096,0,0,0,0,0,H
MO-634-2018-L,2018,0,0,1097.41780195096,1,0,0,0,0,0,21948.3560390192,1097.41780195096,0,0,0,0,0,L
MO-635-2018-H,2018,0,0,993.834386974357,1,0,0,0,0,0,19876.6877394871,993.834386974357,0,0,0,0,0,H
MO-635-2018-L,2018,0,0,993.834386974357,1,0,0,0,0,0,19876.6877394871,993.834386974357,0,0,0,0,0,L
MO-636-2018-H,2018,0,0,2147.17187309944,1,0,0,0,0,0,42943.4374619888,2147.17187309944,0,0,0,0,0,H
MO-636-2018-L,2018,0,0,2147.17187309944,1,0,0,0,0,0,42943.4374619888,2147.17187309944,0,0,0,0,0,L
MO-637-2018-H,2018,0,0,2033.3165161372,1,0,0,0,0,0,40666.330322744,2033.3165161372,0,0,0,0,0,H
MO-637-2018-L,2018,0,0,2033.3165161372,1,0,0,0,0,0,40666.330322744,2033.3165161372,0,0,0,0,0,L
MO-638-2018-H,2018,0,0.000508774089222236,1965.50889910432,1,0,0,0,1,0,53144.3945347765,1964.55889713981,11793.0533946259,0,1899.581,0,2.54387044611118e-05,H
MO-638-2018-L,2018,0,0,1965.50889910432,1,0,0,0,0,0,39310.1779820864,1965.50889910432,0,0,0,0,0,L
MO-639-2018-H,2018,0,0,1357.75233162109,1,0,0,0,0,0,27155.0466324218,1357.75233162109,0,0,0,0,0,H
MO-639-2018-L,2018,0,0,1357.75233162109,1,0,0,0,0,0,27155.0466324218,1357.75233162109,0,0,0,0,0,L
MO-640-2018-H,2018,0,0,9713.67313864972,1,0,0,0,0,0,194273.462772994,9713.67313864972,0,0,0,0,0,H
MO-640-2018-L,2018,0,0,9713.67313864972,1,0,0,0,0,0,194273.462772994,9713.67313864972,0,0,0,0,0,L
MO-641-2018-H,2018,0,0,8771.07046232645,1,0,0,0,0,0,175421.409246529,8771.07046232645,0,0,0,0,0,H
MO-641-2018-L,2018,0,0,8771.07046232645,1,0,0,0,0,0,175421.409246529,8771.07046232645,0,0,0,0,0,L
MO-644-2018-H,2018,0,0.00059431319644085,1682.61449684893,1,0,0,0,1,0,45788.9856696627,1681.66449516732,10095.6869810936,0,1899.581,0,2.97156598220425e-05,H
MO-644-2018-L,2018,0,0,1682.61449684893,1,0,0,0,0,0,33652.2899369786,1682.61449684893,0,0,0,0,0,L
MO-645-2018-H,2018,0,0.000717438277589714,1393.84812775752,1,0,0,0,1,0,38280.8378382098,1392.89812636467,8363.08876654512,0,1899.58100000001,0,3.58719138794857e-05,H
MO-645-2018-L,2018,0,0,1393.84812775752,1,0,0,0,0,0,27876.9625551504,1393.84812775752,0,0,0,0,0,L
MO-646-2018-H,2018,0,0,1175.49736096948,1,0,0,0,0,0,23509.9472193896,1175.49736096948,0,0,0,0,0,H
MO-646-2018-L,2018,0,0,1175.49736096948,1,0,0,0,0,0,23509.9472193896,1175.49736096948,0,0,0,0,0,L
MO-647-2018-H,2018,0,0,1865.02946659689,1,0,0,0,0,0,37300.5893319378,1865.02946659689,0,0,0,0,0,H
MO-647-2018-L,2018,0,0,1865.02946659689,1,0,0,0,0,0,37300.5893319378,1865.02946659689,0,0,0,0,0,L
MO-648-2018-H,2018,0,0,3152.3661959146,1,0,0,0,0,0,63047.323918292,3152.3661959146,0,0,0,0,0,H
MO-648-2018-L,2018,0,0,3152.3661959146,1,0,0,0,0,0,63047.323918292,3152.3661959146,0,0,0,0,0,L
MO-650-2018-H,2018,0,0.000404245216936198,2473.74602865822,1,0,0,0,1,0,66358.74861242,2472.79602618547,14842.4761719493,0,1899.581,0,2.02122608468099e-05,H
MO-650-2018-L,2018,0,0,2473.74602865822,1,0,0,0,0,0,49474.9205731644,2473.74602865822,0,0,0,0,0,L
MO-651-2018-H,2018,0,0,1098.82579399884,1,0,0,0,0,0,21976.5158799768,1098.82579399884,0,0,0,0,0,H
MO-651-2018-L,2018,0,0,1098.82579399884,1,0,0,0,0,0,21976.5158799768,1098.82579399884,0,0,0,0,0,L
MO-652-2018-H,2018,0,0,4226.66412844308,1,0,0,0,0,0,84533.2825688616,4226.66412844308,0,0,0,0,0,H
MO-652-2018-L,2018,0,0,4226.66412844308,1,0,0,0,0,0,84533.2825688616,4226.66412844308,0,0,0,0,0,L
MO-653-2018-H,2018,0,0,1653.25466266881,1,0,0,0,0,0,33065.0932533762,1653.25466266881,0,0,0,0,0,H
MO-653-2018-L,2018,0,0,1653.25466266881,1,0,0,0,0,0,33065.0932533762,1653.25466266881,0,0,0,0,0,L
MO-654-2018-H,2018,0,0,1503.30350957015,1,0,0,0,0,0,30066.070191403,1503.30350957015,0,0,0,0,0,H
MO-654-2018-L,2018,0,0,1503.30350957015,1,0,0,0,0,0,30066.070191403,1503.30350957015,0,0,0,0,0,L
MO-655-2018-H,2018,0,0,1966.99689070037,1,0,0,0,0,0,39339.9378140074,1966.99689070037,0,0,0,0,0,H
MO-655-2018-L,2018,0,0,1966.99689070037,1,0,0,0,0,0,39339.9378140074,1966.99689070037,0,0,0,0,0,L
MO-656-2018-H,2018,0,0,3382.22089773017,1,0,0,0,0,0,67644.4179546034,3382.22089773017,0,0,0,0,0,H
MO-656-2018-L,2018,0,0,3382.22089773017,1,0,0,0,0,0,67644.4179546034,3382.22089773017,0,0,0,0,0,L
MO-657-2018-H,2018,0,0,4607.4299779354,1,0,0,0,0,0,92148.599558708,4607.4299779354,0,0,0,0,0,H
MO-657-2018-L,2018,0,0,4607.4299779354,1,0,0,0,0,0,92148.599558708,4607.4299779354,0,0,0,0,0,L
MO-658-2018-H,2018,0,0,3516.01214209754,1,0,0,0,0,0,70320.2428419508,3516.01214209754,0,0,0,0,0,H
MO-658-2018-L,2018,0,0,3516.01214209754,1,0,0,0,0,0,70320.2428419508,3516.01214209754,0,0,0,0,0,L
KS-660-2018-H,2018,0,0.000129573160898793,7717.64764449239,1,0,0,0,0,0,192344.572889848,7717.64764449239,0,0,37991.6200000001,0,0.000129573160898793,H
KS-660-2018-L,2018,0,0,7717.64764449239,1,0,0,0,0,0,154352.952889848,7717.64764449239,0,0,0,0,0,L
KS-661-2018-H,2018,0,0,2399.4699692583,1,0,0,0,0,0,47989.399385166,2399.4699692583,0,0,0,0,0,H
KS-661-2018-L,2018,0,0,2399.4699692583,1,0,0,0,0,0,47989.399385166,2399.4699692583,0,0,0,0,0,L
KS-662-2018-H,2018,0,0,5913.25338334123,1,0,0,0,0,0,118265.067666825,5913.25338334123,0,0,0,0,0,H
KS-662-2018-L,2018,0,0,5913.25338334123,1,0,0,0,0,0,118265.067666825,5913.25338334123,0,0,0,0,0,L
KS-664-2018-H,2018,0,0.000739643923245066,1352.00191412736,1,0,0,0,1,0,37192.7962051973,1351.05191277636,8112.01148476416,0,1899.581,0,3.69821961622533e-05,H
KS-664-2018-L,2018,0,0,1352.00191412736,1,0,0,0,0,0,27040.0382825472,1352.00191412736,0,0,0,0,0,L
KS-665-2018-H,2018,0,0,2051.15517521996,1,0,0,0,0,0,41023.1035043992,2051.15517521996,0,0,0,0,0,H
KS-665-2018-L,2018,0,0,2051.15517521996,1,0,0,0,0,0,41023.1035043992,2051.15517521996,0,0,0,0,0,L
KS-666-2018-H,2018,0,0,2610.16472085915,1,0,0,0,0,0,52203.294417183,2610.16472085915,0,0,0,0,0,H
KS-666-2018-L,2018,0,0,2610.16472085915,1,0,0,0,0,0,52203.294417183,2610.16472085915,0,0,0,0,0,L
KS-667-2018-H,2018,0,0,1892.08391214719,1,0,0,0,0,0,37841.6782429438,1892.08391214719,0,0,0,0,0,H
KS-667-2018-L,2018,0,0,1892.08391214719,1,0,0,0,0,0,37841.6782429438,1892.08391214719,0,0,0,0,0,L
KS-668-2018-H,2018,0,0,967.589012393021,1,0,0,0,0,0,19351.7802478604,967.589012393021,0,0,0,0,0,H
KS-668-2018-L,2018,0,0,967.589012393021,1,0,0,0,0,0,19351.7802478604,967.589012393021,0,0,0,0,0,L
KS-669-2018-H,2018,0,0,406.77456136903,1,0,0,0,0,0,8135.4912273806,406.77456136903,0,0,0,0,0,H
KS-669-2018-L,2018,0,0,406.77456136903,1,0,0,0,0,0,8135.4912273806,406.77456136903,0,0,0,0,0,L
KS-670-2018-H,2018,0,0.0003436630504736,2909.82693257802,1,0,0,0,1,0,77696.9615064427,2908.87692966919,17458.9615954681,0,1899.581,0,1.718315252368e-05,H
KS-670-2018-L,2018,0,0,2909.82693257802,1,0,0,0,0,0,58196.5386515604,2909.82693257802,0,0,0,0,0,L
KS-671-2018-H,2018,0,0,1822.42734238513,1,0,0,0,0,0,36448.5468477026,1822.42734238513,0,0,0,0,0,H
KS-671-2018-L,2018,0,0,1822.42734238513,1,0,0,0,0,0,36448.5468477026,1822.42734238513,0,0,0,0,0,L
KS-672-2018-H,2018,0,0,6543.27717093459,1,0,0,0,0,0,130865.543418692,6543.27717093459,0,0,0,0,0,H
KS-672-2018-L,2018,0,0,6543.27717093459,1,0,0,0,0,0,130865.543418692,6543.27717093459,0,0,0,0,0,L
KS-673-2018-H,2018,0,0,1006.16287526286,1,0,0,0,0,0,20123.2575052572,1006.16287526286,0,0,0,0,0,H
KS-673-2018-L,2018,0,0,1006.16287526286,1,0,0,0,0,0,20123.2575052572,1006.16287526286,0,0,0,0,0,L
KS-674-2018-H,2018,0,0,2197.7039088973,1,0,0,0,0,0,43954.078177946,2197.7039088973,0,0,0,0,0,H
KS-674-2018-L,2018,0,0,2197.7039088973,1,0,0,0,0,0,43954.078177946,2197.7039088973,0,0,0,0,0,L
KS-675-2018-H,2018,0,0,1975.26928598824,1,0,0,0,0,0,39505.3857197648,1975.26928598824,0,0,0,0,0,H
KS-675-2018-L,2018,0,0,1975.26928598824,1,0,0,0,0,0,39505.3857197648,1975.26928598824,0,0,0,0,0,L
KS-676-2018-H,2018,0,0,943.55022828573,1,0,0,0,0,0,18871.0045657146,943.55022828573,0,0,0,0,0,H
KS-676-2018-L,2018,0,0,943.55022828573,1,0,0,0,0,0,18871.0045657146,943.55022828573,0,0,0,0,0,L
KS-677-2018-H,2018,0,0,493.665581663824,1,0,0,0,0,0,9873.31163327648,493.665581663824,0,0,0,0,0,H
KS-677-2018-L,2018,0,0,493.665581663824,1,0,0,0,0,0,9873.31163327648,493.665581663824,0,0,0,0,0,L
KS-678-2018-H,2018,0,0.00053372172820029,1873.63554294857,1,0,0,0,1,0,50755.6422403881,1872.68554107593,11241.8132576914,0,1899.581,0,2.66860864100145e-05,H
KS-678-2018-L,2018,0,0,1873.63554294857,1,0,0,0,0,0,37472.7108589714,1873.63554294857,0,0,0,0,0,L
KS-679-2018-H,2018,0,0,497.179556749275,1,0,0,0,0,0,9943.5911349855,497.179556749275,0,0,0,0,0,H
KS-679-2018-L,2018,0,0,497.179556749275,1,0,0,0,0,0,9943.5911349855,497.179556749275,0,0,0,0,0,L
NE-680-2018-H,2018,0,0.00184268982844297,3256.10957817565,1,0,0,0,1,0,96891.3835787609,3250.40957492554,19536.6574690539,0,11397.486,0,9.21344914221486e-05,H
NE-680-2018-L,2018,0,0,3256.10957817565,1,0,0,0,0,0,65122.191563513,3256.10957817565,0,0,0,0,0,L
NE-681-2018-H,2018,0,0.00113896579143447,9657.88444457673,1,0,0,0,1,0,273545.278806386,9647.43443492985,57947.3066674604,0,20895.391,0,5.69482895717235e-05,H
NE-681-2018-L,2018,0,0,9657.88444457673,1,0,0,0,0,0,193157.688891535,9657.88444457673,0,0,0,0,0,L
NE-683-2018-H,2018,0,0.00147961305105695,1351.70475724806,1,0,0,0,1,0,39223.1456619174,1349.80475589836,8110.22854348836,0,3799.162,0,7.39806525528476e-05,H
NE-683-2018-L,2018,0,0,1351.70475724806,1,0,0,0,0,0,27034.0951449612,1351.70475724806,0,0,0,0,0,L
NE-684-2018-H,2018,0,0.00340058559062931,1176.26799661283,1,0,0,1,0,0,37448.8863363983,1171.95631621385,11762.6799661283,0,1519.6648,0,3.40058559062931e-05,H
NE-684-2018-L,2018,0,0,1176.26799661283,1,0,0,0,0,0,23525.3599322566,1176.26799661283,0,0,0,0,0,L
NE-685-2018-H,2018,0,0.000455521396327006,4390.57312373589,1,0,0,0,1,0,118237.419802021,4388.67311934732,26343.4387424153,0,3799.162,0,2.27760698163503e-05,H
NE-685-2018-L,2018,0,0,4390.57312373589,1,0,0,0,0,0,87811.4624747178,4390.57312373589,0,0,0,0,0,L
NE-686-2018-H,2018,0,0.00164189396815568,1218.10545552255,1,0,0,0,1,0,35748.978092096,1216.20545430644,7308.6327331353,0,3799.16200000001,0,8.20946984077841e-05,H
NE-686-2018-L,2018,0,0,1218.10545552255,1,0,0,0,0,0,24362.109110451,1218.10545552255,0,0,0,0,0,L
NE-687-2018-H,2018,0,0.00140538187256652,2134.65112832384,1,0,0,0,1,0,61619.5641858736,2131.80112619219,12807.906769943,0,5698.74299999999,0,7.02690936283261e-05,H
NE-687-2018-L,2018,0,0,2134.65112832384,1,0,0,0,0,0,42693.0225664768,2134.65112832384,0,0,0,0,0,L
NE-688-2018-H,2018,0,0,2703.59105771033,1,0,0,0,0,0,54071.8211542066,2703.59105771033,0,0,0,0,0,H
NE-688-2018-L,2018,0,0,2703.59105771033,1,0,0,0,0,0,54071.8211542066,2703.59105771033,0,0,0,0,0,L
NE-689-2018-H,2018,0,0.00329526221910717,1213.8639458816,1,0,0,1,0,0,38578.6150398197,1209.54098669784,12138.639458816,0,1519.6648,0,3.29526221910717e-05,H
NE-689-2018-L,2018,0,0,1213.8639458816,1,0,0,0,0,0,24277.278917632,1213.8639458816,0,0,0,0,0,L
NE-690-2018-H,2018,0,0.00237344330188543,421.328792310149,1,0,0,0,1,0,12992.3465408073,420.37879188982,2527.97275386089,0,1899.581,0,0.000118672165094272,H
NE-690-2018-L,2018,0,0,421.328792310149,1,0,0,0,0,0,8426.57584620298,421.328792310149,0,0,0,0,0,L
NE-691-2018-H,2018,0,0.00303341138456467,1318.64738833439,1,0,0,1,0,0,41727.2273951773,1314.29299411789,13186.4738833439,0,1519.6648,0,3.03341138456467e-05,H
NE-691-2018-L,2018,0,0,1318.64738833439,1,0,0,0,0,0,26372.9477666878,1318.64738833439,0,0,0,0,0,L
NE-692-2018-H,2018,0,0,142.544431007198,1,0,0,0,0,0,2850.88862014396,142.544431007198,0,0,0,0,0,H
NE-692-2018-L,2018,0,0,142.544431007198,1,0,0,0,0,0,2850.88862014396,142.544431007198,0,0,0,0,0,L
NE-693-2018-H,2018,0,0.000859443611492505,1163.54346768999,1,0,0,0,1,0,32292.6603788061,1162.59346652745,6981.26080613994,0,1899.581,0,4.29721805746253e-05,H
