group,year,z,a1,a2,a3,a4,m1
IL-604-2017-H,2017,2,0,0,0,0,0
IL-604-2017-L,2017,2,0,0,0,0,0
IL-605-2017-H,2017,2,0,0,0,0,0
IL-605-2017-L,2017,2,0,0,0,0,0
IL-606-2017-H,2017,2,0,0,0,0,0
IL-606-2017-L,2017,2,0,0,0,0,0
IL-607-2017-H,2017,2,0,0,0,0,0
IL-607-2017-L,2017,2,0,0,0,0,0
IL-608-2017-H,2017,2,0,0,0,0,0
IL-608-2017-L,2017,2,0,0,0,0,0
IL-609-2017-H,2017,2,0,0,0,0,0
IL-609-2017-L,2017,2,0,0,0,0,0
IL-610-2017-H,2017,2,0,0,0,0,0
IL-610-2017-L,2017,2,0,0,0,0,0
IL-611-2017-H,2017,2,0,0,0,0,0
IL-611-2017-L,2017,2,0,0,0,0,0
IL-612-2017-H,2017,2,0,0,0,0,0
IL-612-2017-L,2017,2,0,0,0,0,0
IL-613-2017-H,2017,2,0,0,0,0,0
IL-613-2017-L,2017,2,0,0,0,0,0
IL-614-2017-H,2017,2,0,0,0,0,0
IL-614-2017-L,2017,2,0,0,0,0,0
IL-615-2017-H,2017,2,0,0,0,0,0
IL-615-2017-L,2017,2,0,0,0,0,0
IL-616-2017-H,2017,2,0,0,0,0,0
IL-616-2017-L,2017,2,0,0,0,0,0
IL-617-2017-H,2017,2,0,0,0,0,0
IL-617-2017-L,2017,2,0,0,0,0,0
IL-618-2017-H,2017,2,0,0,0,0,0
IL-618-2017-L,2017,2,0,0,0,0,0
IL-619-2017-H,2017,2,0,0,0,0,0
IL-619-2017-L,2017,2,0,0,0,0,0
IL-620-2017-H,2017,2,0,0,0,0,0
IL-620-2017-L,2017,2,0,0,0,0,0
IL-622-2017-H,2017,2,0,0,0,0,0
IL-622-2017-L,2017,2,0,0,0,0,0
IL-623-2017-H,2017,2,0,0,0,0,0
IL-623-2017-L,2017,2,0,0,0,0,0
IL-624-2017-H,2017,2,0,0,0,0,0
IL-624-2017-L,2017,2,0,0,0,0,0
IL-625-2017-H,2017,2,0,0,0,0,0
IL-625-2017-L,2017,2,0,0,0,0,0
IL-626-2017-H,2017,2,0,0,0,0,0
IL-626-2017-L,2017,2,0,0,0,0,0
IL-627-2017-H,2017,2,0,0,0,0,0
IL-627-2017-L,2017,2,0,0,0,0,0
IL-628-2017-H,2017,2,0,0,0,0,0
IL-628-2017-L,2017,2,0,0,0,0,0
IL-629-2017-H,2017,2,0,0,0,0,0
IL-629-2017-L,2017,2,0,0,0,0,0
MO-630-2017-H,2017,2,0,0,0,0,0
MO-630-2017-L,2017,2,0,0,0,0,0
MO-631-2017-H,2017,2,0,0,0,0,0
MO-631-2017-L,2017,2,0,0,0,0,0
MO-633-2017-H,2017,2,0,0,0,0,0
MO-633-2017-L,2017,2,0,0,0,0,0
MO-634-2017-H,2017,2,0,0,0,0,0
MO-634-2017-L,2017,2,0,0,0,0,0
MO-635-2017-H,2017,2,0,0,0,0,0
MO-635-2017-L,2017,2,0,0,0,0,0
MO-636-2017-H,2017,2,0,0,0,0,0
MO-636-2017-L,2017,2,0,0,0,0,0
MO-637-2017-H,2017,2,0,0,0,0,0
MO-637-2017-L,2017,2,0,0,0,0,0
MO-638-2017-H,2017,2,0,0,0,0,0
MO-638-2017-L,2017,2,0,0,0,0,0
MO-639-2017-H,2017,2,0,0,0,0,0
MO-639-2017-L,2017,2,0,0,0,0,0
MO-640-2017-H,2017,2,0,0,0,0,0
MO-640-2017-L,2017,2,0,0,0,0,0
MO-641-2017-H,2017,2,0,0,0,0,0
MO-641-2017-L,2017,2,0,0,0,0,0
MO-644-2017-H,2017,2,0,0,0,0,0
MO-644-2017-L,2017,2,0,0,0,0,0
MO-645-2017-H,2017,2,0,0,0,0,0
MO-645-2017-L,2017,2,0,0,0,0,0
MO-646-2017-H,2017,2,0,0,0,0,0
MO-646-2017-L,2017,2,0,0,0,0,0
MO-647-2017-H,2017,2,0,0,0,0,0
MO-647-2017-L,2017,2,0,0,0,0,0
MO-648-2017-H,2017,2,0,0,0,0,0
MO-648-2017-L,2017,2,0,0,0,0,0
MO-650-2017-H,2017,2,0,0,0,0,0
MO-650-2017-L,2017,2,0,0,0,0,0
MO-651-2017-H,2017,2,0,0,0,0,0
MO-651-2017-L,2017,2,0,0,0,0,0
MO-652-2017-H,2017,2,0,0,0,0,0
MO-652-2017-L,2017,2,0,0,0,0,0
MO-653-2017-H,2017,2,0,0,0,0,0
MO-653-2017-L,2017,2,0,0,0,0,0
MO-654-2017-H,2017,2,0,0,0,0,0
MO-654-2017-L,2017,2,0,0,0,0,0
MO-655-2017-H,2017,2,0,0,0,0,0
MO-655-2017-L,2017,2,0,0,0,0,0
MO-656-2017-H,2017,2,0,0,0,0,0
MO-656-2017-L,2017,2,0,0,0,0,0
MO-657-2017-H,2017,2,0,0,0,0,0
MO-657-2017-L,2017,2,0,0,0,0,0
MO-658-2017-H,2017,2,0,0,0,0,0
MO-658-2017-L,2017,2,0,0,0,0,0
KS-660-2017-H,2017,2,0,0,0,0,0
KS-660-2017-L,2017,2,0,0,0,0,0
KS-661-2017-H,2017,2,0,0,0,0,0
KS-661-2017-L,2017,2,0,0,0,0,0
KS-662-2017-H,2017,2,0,0,0,0,0
KS-662-2017-L,2017,2,0,0,0,0,0
KS-664-2017-H,2017,2,0,0,0,0,0
KS-664-2017-L,2017,2,0,0,0,0,0
KS-665-2017-H,2017,2,0,0,0,0,0
KS-665-2017-L,2017,2,0,0,0,0,0
KS-666-2017-H,2017,2,0,0,0,0,0
KS-666-2017-L,2017,2,0,0,0,0,0
KS-667-2017-H,2017,2,0,0,0,0,0
KS-667-2017-L,2017,2,0,0,0,0,0
KS-668-2017-H,2017,2,0,0,0,0,0
KS-668-2017-L,2017,2,0,0,0,0,0
KS-669-2017-H,2017,2,0,0,0,0,0
KS-669-2017-L,2017,2,0,0,0,0,0
KS-670-2017-H,2017,2,0,0,0,0,0
KS-670-2017-L,2017,2,0,0,0,0,0
KS-671-2017-H,2017,2,0,0,0,0,0
KS-671-2017-L,2017,2,0,0,0,0,0
KS-672-2017-H,2017,2,0,0,0,0,0
KS-672-2017-L,2017,2,0,0,0,0,0
KS-673-2017-H,2017,2,0,0,0,0,0
KS-673-2017-L,2017,2,0,0,0,0,0
KS-674-2017-H,2017,2,0,0,0,0,0
KS-674-2017-L,2017,2,0,0,0,0,0
KS-675-2017-H,2017,2,0,0,0,0,0
KS-675-2017-L,2017,2,0,0,0,0,0
KS-676-2017-H,2017,2,0,0,0,0,0
KS-676-2017-L,2017,2,0,0,0,0,0
KS-677-2017-H,2017,2,0,0,0,0,0
KS-677-2017-L,2017,2,0,0,0,0,0
KS-678-2017-H,2017,2,0,0,0,0,0
KS-678-2017-L,2017,2,0,0,0,0,0
KS-679-2017-H,2017,2,0,0,0,0,0
KS-679-2017-L,2017,2,0,0,0,0,0
NE-680-2017-H,2017,2,0,0,0,0,0
NE-680-2017-L,2017,2,0,0,0,0,0
NE-681-2017-H,2017,2,0,0,0,0,0
NE-681-2017-L,2017,2,0,0,0,0,0
NE-683-2017-H,2017,2,0,0,0,0,0
NE-683-2017-L,2017,2,0,0,0,0,0
NE-684-2017-H,2017,2,0,0,0,0,0
NE-684-2017-L,2017,2,0,0,0,0,0
NE-685-2017-H,2017,2,0,0,0,0,0
NE-685-2017-L,2017,2,0,0,0,0,0
NE-686-2017-H,2017,2,0,0,0,0,0
NE-686-2017-L,2017,2,0,0,0,0,0
NE-687-2017-H,2017,2,0,0,0,0,0
NE-687-2017-L,2017,2,0,0,0,0,0
NE-688-2017-H,2017,2,0,0,0,0,0
NE-688-2017-L,2017,2,0,0,0,0,0
NE-689-2017-H,2017,2,0,0,0,0,0
NE-689-2017-L,2017,2,0,0,0,0,0
NE-690-2017-H,2017,2,0,0,0,0,0
NE-690-2017-L,2017,2,0,0,0,0,0
NE-691-2017-H,2017,2,0,0,0,0,0
NE-691-2017-L,2017,2,0,0,0,0,0
NE-692-2017-H,2017,2,0,0,0,0,0
NE-692-2017-L,2017,2,0,0,0,0,0
NE-693-2017-H,2017,2,0,0,0,0,0
NE-693-2017-L,2017,2,0,0,0,0,0
LA-700-2017-H,2017,2,0,0,0,0,0
LA-700-2017-L,2017,2,0,0,0,0,0
LA-701-2017-H,2017,2,0,0,0,0,0
LA-701-2017-L,2017,2,0,0,0,0,0
LA-703-2017-H,2017,2,0,0,0,0,0
LA-703-2017-L,2017,2,0,0,0,0,0
LA-704-2017-H,2017,2,0,0,0,0,0
LA-704-2017-L,2017,2,0,0,0,0,0
LA-705-2017-H,2017,2,0,0,0,0,0
LA-705-2017-L,2017,2,0,0,0,0,0
LA-706-2017-H,2017,2,0,0,0,0,0
LA-706-2017-L,2017,2,0,0,0,0,0
LA-707-2017-H,2017,2,0,0,0,0,0
LA-707-2017-L,2017,2,0,0,0,0,0
LA-708-2017-H,2017,2,0,0,0,0,0
LA-708-2017-L,2017,2,0,0,0,0,0
LA-710-2017-H,2017,2,0,0,0,0,0
LA-710-2017-L,2017,2,0,0,0,0,0
LA-711-2017-H,2017,2,0,0,0,0,0
LA-711-2017-L,2017,2,0,0,0,0,0
LA-712-2017-H,2017,2,0,0,0,0,0
LA-712-2017-L,2017,2,0,0,0,0,0
LA-713-2017-H,2017,2,0,0,0,0,0
LA-713-2017-L,2017,2,0,0,0,0,0
LA-714-2017-H,2017,2,0,0,0,0,0
LA-714-2017-L,2017,2,0,0,0,0,0
AR-716-2017-H,2017,2,0,0,0,0,0
AR-716-2017-L,2017,2,0,0,0,0,0
AR-717-2017-H,2017,2,0,0,0,0,0
AR-717-2017-L,2017,2,0,0,0,0,0
AR-718-2017-H,2017,2,0,0,0,0,0
AR-718-2017-L,2017,2,0,0,0,0,0
AR-719-2017-H,2017,2,0,0,0,0,0
AR-719-2017-L,2017,2,0,0,0,0,0
AR-720-2017-H,2017,2,0,0,0,0,0
AR-720-2017-L,2017,2,0,0,0,0,0
AR-721-2017-H,2017,2,0,0,0,0,0
AR-721-2017-L,2017,2,0,0,0,0,0
AR-722-2017-H,2017,2,0,0,0,0,0
AR-722-2017-L,2017,2,0,0,0,0,0
AR-723-2017-H,2017,2,0,0,0,0,0
AR-723-2017-L,2017,2,0,0,0,0,0
AR-724-2017-H,2017,2,0,0,0,0,0
AR-724-2017-L,2017,2,0,0,0,0,0
AR-725-2017-H,2017,2,0,0,0,0,0
AR-725-2017-L,2017,2,0,0,0,0,0
AR-726-2017-H,2017,2,0,0,0,0,0
AR-726-2017-L,2017,2,0,0,0,0,0
AR-727-2017-H,2017,2,0,0,0,0,0
AR-727-2017-L,2017,2,0,0,0,0,0
AR-728-2017-H,2017,2,0,0,0,0,0
AR-728-2017-L,2017,2,0,0,0,0,0
AR-729-2017-H,2017,2,0,0,0,0,0
AR-729-2017-L,2017,2,0,0,0,0,0
OK-730-2017-H,2017,2,0,0,0,0,0
OK-730-2017-L,2017,2,0,0,0,0,0
OK-731-2017-H,2017,2,0,0,0,0,0
OK-731-2017-L,2017,2,0,0,0,0,0
OK-734-2017-H,2017,2,0,0,0,0,0
OK-734-2017-L,2017,2,0,0,0,0,0
OK-735-2017-H,2017,2,0,0,0,0,0
OK-735-2017-L,2017,2,0,0,0,0,0
OK-736-2017-H,2017,2,0,0,0,0,0
OK-736-2017-L,2017,2,0,0,0,0,0
OK-737-2017-H,2017,2,0,0,0,0,0
OK-737-2017-L,2017,2,0,0,0,0,0
OK-738-2017-H,2017,2,0,0,0,0,0
OK-738-2017-L,2017,2,0,0,0,0,0
OK-739-2017-H,2017,2,0,0,0,0,0
OK-739-2017-L,2017,2,0,0,0,0,0
OK-740-2017-H,2017,2,0,0,0,0,0
OK-740-2017-L,2017,2,0,0,0,0,0
OK-741-2017-H,2017,2,0,0,0,0,0
OK-741-2017-L,2017,2,0,0,0,0,0
OK-743-2017-H,2017,2,0,0,0,0,0
OK-743-2017-L,2017,2,0,0,0,0,0
OK-744-2017-H,2017,2,0,0,0,0,0
OK-744-2017-L,2017,2,0,0,0,0,0
OK-745-2017-H,2017,2,0,0,0,0,0
OK-745-2017-L,2017,2,0,0,0,0,0
OK-746-2017-H,2017,2,0,0,0,0,0
OK-746-2017-L,2017,2,0,0,0,0,0
OK-747-2017-H,2017,2,0,0,0,0,0
OK-747-2017-L,2017,2,0,0,0,0,0
OK-748-2017-H,2017,2,0,0,0,0,0
OK-748-2017-L,2017,2,0,0,0,0,0
OK-749-2017-H,2017,2,0,0,0,0,0
OK-749-2017-L,2017,2,0,0,0,0,0
TX-750-2017-H,2017,2,0,0,0,0,0
TX-750-2017-L,2017,2,0,0,0,0,0
TX-751-2017-H,2017,2,0,0,0,0,0
TX-751-2017-L,2017,2,0,0,0,0,0
TX-752-2017-H,2017,2,0,0,0,0,0
TX-752-2017-L,2017,2,0,0,0,0,0
TX-754-2017-H,2017,2,0,0,0,0,0
TX-754-2017-L,2017,2,0,0,0,0,0
TX-755-2017-H,2017,2,0,0,0,0,0
TX-755-2017-L,2017,2,0,0,0,0,0
TX-756-2017-H,2017,2,0,0,0,0,0
TX-756-2017-L,2017,2,0,0,0,0,0
TX-757-2017-H,2017,2,0,0,0,0,0
TX-757-2017-L,2017,2,0,0,0,0,0
TX-758-2017-H,2017,2,0,0,0,0,0
TX-758-2017-L,2017,2,0,0,0,0,0
TX-759-2017-H,2017,2,0,0,0,0,0
TX-759-2017-L,2017,2,0,0,0,0,0
TX-760-2017-H,2017,2,0,0,0,0,0
TX-760-2017-L,2017,2,0,0,0,0,0
TX-761-2017-H,2017,2,0,0,0,0,0
TX-761-2017-L,2017,2,0,0,0,0,0
TX-762-2017-H,2017,2,0,0,0,0,0
TX-762-2017-L,2017,2,0,0,0,0,0
TX-763-2017-H,2017,2,0,0,0,0,0
TX-763-2017-L,2017,2,0,0,0,0,0
TX-764-2017-H,2017,2,0,0,0,0,0
TX-764-2017-L,2017,2,0,0,0,0,0
TX-765-2017-H,2017,2,0,0,0,0,0
TX-765-2017-L,2017,2,0,0,0,0,0
TX-766-2017-H,2017,2,0,0,0,0,0
TX-766-2017-L,2017,2,0,0,0,0,0
TX-767-2017-H,2017,2,0,0,0,0,0
TX-767-2017-L,2017,2,0,0,0,0,0
TX-768-2017-H,2017,2,0,0,0,0,0
TX-768-2017-L,2017,2,0,0,0,0,0
TX-769-2017-H,2017,2,0,0,0,0,0
TX-769-2017-L,2017,2,0,0,0,0,0
TX-770-2017-H,2017,2,0,0,0,0,0
TX-770-2017-L,2017,2,0,0,0,0,0
TX-773-2017-H,2017,2,0,0,0,0,0
TX-773-2017-L,2017,2,0,0,0,0,0
TX-774-2017-H,2017,2,0,0,0,0,0
TX-774-2017-L,2017,2,0,0,0,0,0
TX-775-2017-H,2017,2,0,0,0,0,0
TX-775-2017-L,2017,2,0,0,0,0,0
TX-776-2017-H,2017,2,0,0,0,0,0
TX-776-2017-L,2017,2,0,0,0,0,0
TX-777-2017-H,2017,2,0,0,0,0,0
TX-777-2017-L,2017,2,0,0,0,0,0
TX-778-2017-H,2017,2,0,0,0,0,0
TX-778-2017-L,2017,2,0,0,0,0,0
TX-779-2017-H,2017,2,0,0,0,0,0
TX-779-2017-L,2017,2,0,0,0,0,0
TX-780-2017-H,2017,2,0,0,0,0,0
TX-780-2017-L,2017,2,0,0,0,0,0
TX-781-2017-H,2017,2,0,0,0,0,0
TX-781-2017-L,2017,2,0,0,0,0,0
TX-782-2017-H,2017,2,0,0,0,0,0
TX-782-2017-L,2017,2,0,0,0,0,0
TX-783-2017-H,2017,2,0,0,0,0,0
TX-783-2017-L,2017,2,0,0,0,0,0
TX-784-2017-H,2017,2,0,0,0,0,0
TX-784-2017-L,2017,2,0,0,0,0,0
TX-785-2017-H,2017,2,0,0,0,0,0
TX-785-2017-L,2017,2,0,0,0,0,0
TX-786-2017-H,2017,2,0,0,0,0,0
TX-786-2017-L,2017,2,0,0,0,0,0
TX-787-2017-H,2017,2,0,0,0,0,0
TX-787-2017-L,2017,2,0,0,0,0,0
TX-788-2017-H,2017,2,0,0,0,0,0
TX-788-2017-L,2017,2,0,0,0,0,0
TX-789-2017-H,2017,2,0,0,0,0,0
TX-789-2017-L,2017,2,0,0,0,0,0
TX-790-2017-H,2017,2,0,0,0,0,0
TX-790-2017-L,2017,2,0,0,0,0,0
TX-791-2017-H,2017,2,0,0,0,0,0
TX-791-2017-L,2017,2,0,0,0,0,0
TX-792-2017-H,2017,2,0,0,0,0,0
TX-792-2017-L,2017,2,0,0,0,0,0
TX-793-2017-H,2017,2,0,0,0,0,0
TX-793-2017-L,2017,2,0,0,0,0,0
TX-794-2017-H,2017,2,0,0,0,0,0
TX-794-2017-L,2017,2,0,0,0,0,0
TX-795-2017-H,2017,2,0,0,0,0,0
TX-795-2017-L,2017,2,0,0,0,0,0
TX-796-2017-H,2017,2,0,0,0,0,0
TX-796-2017-L,2017,2,0,0,0,0,0
TX-797-2017-H,2017,2,0,0,0,0,0
TX-797-2017-L,2017,2,0,0,0,0,0
TX-798-2017-H,2017,2,0,0,0,0,0
TX-798-2017-L,2017,2,0,0,0,0,0
TX-799-2017-H,2017,2,0,0,0,0,0
TX-799-2017-L,2017,2,0,0,0,0,0
CO-800-2017-H,2017,2,0,0,0,0,0
CO-800-2017-L,2017,2,0,0,0,0,0
CO-801-2017-H,2017,2,0,0,0,0,0
CO-801-2017-L,2017,2,0,0,0,0,0
CO-802-2017-H,2017,2,0,0,0,0,0
CO-802-2017-L,2017,2,0,0,0,0,0
CO-803-2017-H,2017,2,0,0,0,0,0
CO-803-2017-L,2017,2,0,0,0,0,0
CO-804-2017-H,2017,2,0,0,0,0,0
CO-804-2017-L,2017,2,0,0,0,0,0
CO-805-2017-H,2017,2,0,0,0,0,0
CO-805-2017-L,2017,2,0,0,0,0,0
CO-806-2017-H,2017,2,0,0,0,0,0
CO-806-2017-L,2017,2,0,0,0,0,0
CO-807-2017-H,2017,2,0,0,0,0,0
CO-807-2017-L,2017,2,0,0,0,0,0
CO-808-2017-H,2017,2,0,0,0,0,0
CO-808-2017-L,2017,2,0,0,0,0,0
CO-809-2017-H,2017,2,0,0,0,0,0
CO-809-2017-L,2017,2,0,0,0,0,0
CO-810-2017-H,2017,2,0,0,0,0,0
CO-810-2017-L,2017,2,0,0,0,0,0
CO-811-2017-H,2017,2,0,0,0,0,0
CO-811-2017-L,2017,2,0,0,0,0,0
CO-812-2017-H,2017,2,0,0,0,0,0
CO-812-2017-L,2017,2,0,0,0,0,0
CO-813-2017-H,2017,2,0,0,0,0,0
CO-813-2017-L,2017,2,0,0,0,0,0
CO-814-2017-H,2017,2,0,0,0,0,0
CO-814-2017-L,2017,2,0,0,0,0,0
CO-815-2017-H,2017,2,0,0,0,0,0
CO-815-2017-L,2017,2,0,0,0,0,0
CO-816-2017-H,2017,2,0,0,0,0,0
CO-816-2017-L,2017,2,0,0,0,0,0
WY-820-2017-H,2017,2,0,0,0,0,0
WY-820-2017-L,2017,2,0,0,0,0,0
WY-821-2017-H,2017,2,0,0,0,0,0
WY-821-2017-L,2017,2,0,0,0,0,0
WY-822-2017-H,2017,2,0,0,0,0,0
WY-822-2017-L,2017,2,0,0,0,0,0
WY-823-2017-H,2017,2,0,0,0,0,0
WY-823-2017-L,2017,2,0,0,0,0,0
WY-824-2017-H,2017,2,0,0,0,0,0
WY-824-2017-L,2017,2,0,0,0,0,0
WY-825-2017-H,2017,2,0,0,0,0,0
WY-825-2017-L,2017,2,0,0,0,0,0
WY-826-2017-H,2017,2,0,0,0,0,0
WY-826-2017-L,2017,2,0,0,0,0,0
WY-827-2017-H,2017,2,0,0,0,0,0
WY-827-2017-L,2017,2,0,0,0,0,0
WY-828-2017-H,2017,2,0,0,0,0,0
WY-828-2017-L,2017,2,0,0,0,0,0
WY-829-2017-H,2017,2,0,0,0,0,0
WY-829-2017-L,2017,2,0,0,0,0,0
WY-830-2017-H,2017,2,0,0,0,0,0
WY-830-2017-L,2017,2,0,0,0,0,0
WY-831-2017-H,2017,2,0,0,0,0,0
WY-831-2017-L,2017,2,0,0,0,0,0
ID-832-2017-H,2017,2,0,0,0,0,0
ID-832-2017-L,2017,2,0,0,0,0,0
ID-833-2017-H,2017,2,0,0,0,0,0
ID-833-2017-L,2017,2,0,0,0,0,0
ID-834-2017-H,2017,2,0,0,0,0,0
ID-834-2017-L,2017,2,0,0,0,0,0
ID-835-2017-H,2017,2,0,0,0,0,0
ID-835-2017-L,2017,2,0,0,0,0,0
ID-836-2017-H,2017,2,0,0,0,0,0
ID-836-2017-L,2017,2,0,0,0,0,0
ID-837-2017-H,2017,2,0,0,0,0,0
ID-837-2017-L,2017,2,0,0,0,0,0
ID-838-2017-H,2017,2,0,0,0,0,0
ID-838-2017-L,2017,2,0,0,0,0,0
UT-840-2017-H,2017,2,0,0,0,0,0
UT-840-2017-L,2017,2,0,0,0,0,0
UT-841-2017-H,2017,2,0,0,0,0,0
UT-841-2017-L,2017,2,0,0,0,0,0
UT-843-2017-H,2017,2,0,0,0,0,0
UT-843-2017-L,2017,2,0,0,0,0,0
UT-844-2017-H,2017,2,0,0,0,0,0
UT-844-2017-L,2017,2,0,0,0,0,0
UT-845-2017-H,2017,2,0,0,0,0,0
UT-845-2017-L,2017,2,0,0,0,0,0
UT-846-2017-H,2017,2,0,0,0,0,0
UT-846-2017-L,2017,2,0,0,0,0,0
UT-847-2017-H,2017,2,0,0,0,0,0
UT-847-2017-L,2017,2,0,0,0,0,0
AZ-850-2017-H,2017,2,0,0,0,0,0
AZ-850-2017-L,2017,2,0,0,0,0,0
AZ-851-2017-H,2017,2,0,0,0,0,0
AZ-851-2017-L,2017,2,0,0,0,0,0
AZ-852-2017-H,2017,2,0,0,0,0,0
AZ-852-2017-L,2017,2,0,0,0,0,0
AZ-853-2017-H,2017,2,0,0,0,0,0
AZ-853-2017-L,2017,2,0,0,0,0,0
AZ-855-2017-H,2017,2,0,0,0,0,0
AZ-855-2017-L,2017,2,0,0,0,0,0
AZ-856-2017-H,2017,2,0,0,0,0,0
AZ-856-2017-L,2017,2,0,0,0,0,0
AZ-857-2017-H,2017,2,0,0,0,0,0
AZ-857-2017-L,2017,2,0,0,0,0,0
AZ-859-2017-H,2017,2,0,0,0,0,0
AZ-859-2017-L,2017,2,0,0,0,0,0
AZ-860-2017-H,2017,2,0,0,0,0,0
AZ-860-2017-L,2017,2,0,0,0,0,0
AZ-863-2017-H,2017,2,0,0,0,0,0
AZ-863-2017-L,2017,2,0,0,0,0,0
AZ-864-2017-H,2017,2,0,0,0,0,0
AZ-864-2017-L,2017,2,0,0,0,0,0
AZ-865-2017-H,2017,2,0,0,0,0,0
AZ-865-2017-L,2017,2,0,0,0,0,0
NM-870-2017-H,2017,2,0,0,0,0,0
NM-870-2017-L,2017,2,0,0,0,0,0
NM-871-2017-H,2017,2,0,0,0,0,0
NM-871-2017-L,2017,2,0,0,0,0,0
NM-873-2017-H,2017,2,0,0,0,0,0
NM-873-2017-L,2017,2,0,0,0,0,0
NM-874-2017-H,2017,2,0,0,0,0,0
NM-874-2017-L,2017,2,0,0,0,0,0
NM-875-2017-H,2017,2,0,0,0,0,0
NM-875-2017-L,2017,2,0,0,0,0,0
NM-877-2017-H,2017,2,0,0,0,0,0
NM-877-2017-L,2017,2,0,0,0,0,0
NM-878-2017-H,2017,2,0,0,0,0,0
NM-878-2017-L,2017,2,0,0,0,0,0
NM-879-2017-H,2017,2,0,0,0,0,0
NM-879-2017-L,2017,2,0,0,0,0,0
NM-880-2017-H,2017,2,0,0,0,0,0
NM-880-2017-L,2017,2,0,0,0,0,0
NM-881-2017-H,2017,2,0,0,0,0,0
NM-881-2017-L,2017,2,0,0,0,0,0
NM-882-2017-H,2017,2,0,0,0,0,0
NM-882-2017-L,2017,2,0,0,0,0,0
NM-883-2017-H,2017,2,0,0,0,0,0
NM-883-2017-L,2017,2,0,0,0,0,0
NM-884-2017-H,2017,2,0,0,0,0,0
NM-884-2017-L,2017,2,0,0,0,0,0
NV-890-2017-H,2017,2,0,0,0,0,0
NV-890-2017-L,2017,2,0,0,0,0,0
NV-891-2017-H,2017,2,0,0,0,0,0
NV-891-2017-L,2017,2,0,0,0,0,0
NV-893-2017-H,2017,2,0,0,0,0,0
NV-893-2017-L,2017,2,0,0,0,0,0
NV-894-2017-H,2017,2,0,0,0,0,0
NV-894-2017-L,2017,2,0,0,0,0,0
NV-895-2017-H,2017,2,0,0,0,0,0
NV-895-2017-L,2017,2,0,0,0,0,0
NV-897-2017-H,2017,2,0,0,0,0,0
NV-897-2017-L,2017,2,0,0,0,0,0
NV-898-2017-H,2017,2,0,0,0,0,0
NV-898-2017-L,2017,2,0,0,0,0,0
CA-900-2017-H,2017,2,0,0,0,0,0
CA-900-2017-L,2017,2,0,0,0,0,0
CA-902-2017-H,2017,2,0,0,0,0,0
CA-902-2017-L,2017,2,0,0,0,0,0
CA-903-2017-H,2017,2,0,0,0,0,0
CA-903-2017-L,2017,2,0,0,0,0,0
CA-904-2017-H,2017,2,0,0,0,0,0
CA-904-2017-L,2017,2,0,0,0,0,0
CA-905-2017-H,2017,2,0,0,0,0,0
CA-905-2017-L,2017,2,0,0,0,0,0
CA-906-2017-H,2017,2,0,0,0,0,0
CA-906-2017-L,2017,2,0,0,0,0,0
CA-907-2017-H,2017,2,0,0,0,0,0
CA-907-2017-L,2017,2,0,0,0,0,0
CA-908-2017-H,2017,2,0,0,0,0,0
CA-908-2017-L,2017,2,0,0,0,0,0
CA-910-2017-H,2017,2,0,0,0,0,0
CA-910-2017-L,2017,2,0,0,0,0,0
CA-911-2017-H,2017,2,0,0,0,0,0
CA-911-2017-L,2017,2,0,0,0,0,0
CA-912-2017-H,2017,2,0,0,0,0,0
CA-912-2017-L,2017,2,0,0,0,0,0
CA-913-2017-H,2017,2,0,0,0,0,0
CA-913-2017-L,2017,2,0,0,0,0,0
CA-914-2017-H,2017,2,0,0,0,0,0
CA-914-2017-L,2017,2,0,0,0,0,0
CA-915-2017-H,2017,2,0,0,0,0,0
CA-915-2017-L,2017,2,0,0,0,0,0
CA-916-2017-H,2017,2,0,0,0,0,0
CA-916-2017-L,2017,2,0,0,0,0,0
CA-917-2017-H,2017,2,0,0,0,0,0
CA-917-2017-L,2017,2,0,0,0,0,0
CA-918-2017-H,2017,2,0,0,0,0,0
CA-918-2017-L,2017,2,0,0,0,0,0
CA-919-2017-H,2017,2,0,0,0,0,0
CA-919-2017-L,2017,2,0,0,0,0,0
CA-920-2017-H,2017,2,0,0,0,0,0
CA-920-2017-L,2017,2,0,0,0,0,0
CA-921-2017-H,2017,2,0,0,0,0,0
CA-921-2017-L,2017,2,0,0,0,0,0
CA-922-2017-H,2017,2,0,0,0,0,0
CA-922-2017-L,2017,2,0,0,0,0,0
CA-923-2017-H,2017,2,0,0,0,0,0
CA-923-2017-L,2017,2,0,0,0,0,0
CA-924-2017-H,2017,2,0,0,0,0,0
CA-924-2017-L,2017,2,0,0,0,0,0
CA-925-2017-H,2017,2,0,0,0,0,0
CA-925-2017-L,2017,2,0,0,0,0,0
CA-926-2017-H,2017,2,0,0,0,0,0
CA-926-2017-L,2017,2,0,0,0,0,0
CA-927-2017-H,2017,2,0,0,0,0,0
CA-927-2017-L,2017,2,0,0,0,0,0
CA-928-2017-H,2017,2,0,0,0,0,0
CA-928-2017-L,2017,2,0,0,0,0,0
CA-930-2017-H,2017,2,0,0,0,0,0
CA-930-2017-L,2017,2,0,0,0,0,0
CA-931-2017-H,2017,2,0,0,0,0,0
CA-931-2017-L,2017,2,0,0,0,0,0
CA-932-2017-H,2017,2,0,0,0,0,0
CA-932-2017-L,2017,2,0,0,0,0,0
CA-933-2017-H,2017,2,0,0,0,0,0
CA-933-2017-L,2017,2,0,0,0,0,0
