group,year,z,a1,a2,a3,a4,m1
SC-297-2017-L,2017,2,0,0,0,2,0
SC-298-2017-H,2017,2,0,0,0,0,0
SC-298-2017-L,2017,2,0,0,0,0,0
SC-299-2017-H,2017,2,0,0,0,0,0
SC-299-2017-L,2017,2,0,0,0,2,0
GA-300-2017-H,2017,2,0,0,0,2,0
GA-300-2017-L,2017,2,0,0,0,2,0
GA-301-2017-H,2017,2,0,0,0,0,0
GA-301-2017-L,2017,2,0,0,0,2,0
GA-302-2017-H,2017,2,0,0,0,1,0
GA-302-2017-L,2017,2,0,0,0,0,0
GA-303-2017-H,2017,2,0,0,0,0,0
GA-303-2017-L,2017,2,0,0,0,0,0
GA-304-2017-H,2017,2,0,0,0,2,0
GA-304-2017-L,2017,2,0,0,0,2,0
GA-305-2017-H,2017,2,0,0,0,2,0
GA-305-2017-L,2017,2,0,0,0,2,0
GA-306-2017-H,2017,2,0,0,0,1,0
GA-306-2017-L,2017,2,0,0,0,0,0
GA-307-2017-H,2017,2,0,0,0,2,0
GA-307-2017-L,2017,2,0,0,0,2,0
GA-308-2017-H,2017,2,0,0,0,2,0
GA-308-2017-L,2017,2,0,0,0,2,0
GA-309-2017-H,2017,2,0,0,0,2,0
GA-309-2017-L,2017,2,0,0,0,2,0
GA-310-2017-H,2017,2,0,0,0,2,0
GA-310-2017-L,2017,2,0,0,1,1,0
GA-312-2017-H,2017,2,0,0,0,2,0
GA-312-2017-L,2017,2,0,0,1,1,0
GA-313-2017-H,2017,2,0,0,0,2,0
GA-313-2017-L,2017,2,0,0,0,2,0
GA-314-2017-H,2017,2,0,0,0,2,0
GA-314-2017-L,2017,2,0,0,1,1,0
GA-315-2017-H,2017,2,0,0,0,2,0
GA-315-2017-L,2017,2,0,0,0,0,0
GA-316-2017-H,2017,2,0,0,0,0,0
GA-316-2017-L,2017,2,0,0,0,0,0
GA-317-2017-H,2017,2,0,0,0,0,0
GA-317-2017-L,2017,2,0,0,0,2,0
GA-318-2017-H,2017,2,0,0,0,2,0
GA-318-2017-L,2017,2,0,0,0,1,0
GA-319-2017-H,2017,2,0,0,0,2,0
GA-319-2017-L,2017,2,0,0,0,2,0
FL-320-2017-H,2017,2,0,0,0,2,0
FL-320-2017-L,2017,2,0,0,0,2,0
FL-321-2017-H,2017,2,0,0,0,2,0
FL-321-2017-L,2017,2,0,0,0,2,0
FL-322-2017-H,2017,2,0,0,0,2,0
FL-322-2017-L,2017,2,0,0,0,1,0
FL-323-2017-H,2017,2,0,0,0,2,0
FL-323-2017-L,2017,2,0,0,1,1,0
FL-324-2017-H,2017,2,0,0,0,2,0
FL-324-2017-L,2017,2,0,0,0,2,0
FL-325-2017-H,2017,2,0,0,0,0,0
FL-325-2017-L,2017,2,0,0,0,2,0
FL-326-2017-H,2017,2,0,0,0,2,0
FL-326-2017-L,2017,2,0,0,0,1,0
FL-327-2017-H,2017,2,0,0,2,0,0
FL-327-2017-L,2017,2,0,0,0,2,0
FL-328-2017-H,2017,2,0,0,0,2,0
FL-328-2017-L,2017,2,0,0,0,2,0
FL-329-2017-H,2017,2,0,0,0,2,0
FL-329-2017-L,2017,2,0,0,0,0,0
FL-330-2017-H,2017,2,0,0,0,0,0
FL-330-2017-L,2017,2,0,0,0,1,0
FL-331-2017-H,2017,2,0,0,0,0,0
FL-331-2017-L,2017,2,0,0,0,2,0
FL-333-2017-H,2017,2,0,0,0,2,0
FL-333-2017-L,2017,2,0,0,0,2,0
FL-334-2017-H,2017,2,0,0,0,2,0
FL-334-2017-L,2017,2,0,0,0,0,0
FL-335-2017-H,2017,2,0,0,0,2,0
FL-335-2017-L,2017,2,0,0,0,2,0
FL-336-2017-H,2017,2,0,0,0,2,0
FL-336-2017-L,2017,2,0,0,0,2,0
FL-337-2017-H,2017,2,0,0,0,0,0
FL-337-2017-L,2017,2,0,0,0,0,0
FL-338-2017-H,2017,2,0,0,0,0,0
FL-338-2017-L,2017,2,0,0,0,0,0
FL-339-2017-H,2017,2,0,0,0,0,0
FL-339-2017-L,2017,2,0,0,0,0,0
FL-341-2017-H,2017,2,0,0,0,0,0
FL-341-2017-L,2017,2,0,0,0,0,0
FL-342-2017-H,2017,2,0,0,0,0,0
FL-342-2017-L,2017,2,0,0,0,0,0
FL-344-2017-H,2017,2,0,0,0,0,0
FL-344-2017-L,2017,2,0,0,0,0,0
FL-346-2017-H,2017,2,0,0,0,0,0
FL-346-2017-L,2017,2,0,0,0,0,0
FL-347-2017-H,2017,2,0,0,0,0,0
FL-347-2017-L,2017,2,0,0,0,0,0
FL-349-2017-H,2017,2,0,0,0,0,0
FL-349-2017-L,2017,2,0,0,0,0,0
AL-350-2017-H,2017,2,0,0,0,0,0
AL-350-2017-L,2017,2,0,0,0,0,0
AL-351-2017-H,2017,2,0,0,0,0,0
AL-351-2017-L,2017,2,0,0,0,0,0
AL-352-2017-H,2017,2,0,0,0,0,0
AL-352-2017-L,2017,2,0,0,0,0,0
AL-354-2017-H,2017,2,0,0,0,0,0
AL-354-2017-L,2017,2,0,0,0,0,0
AL-355-2017-H,2017,2,0,0,0,0,0
AL-355-2017-L,2017,2,0,0,0,0,0
AL-356-2017-H,2017,2,0,0,0,0,0
AL-356-2017-L,2017,2,0,0,0,0,0
AL-357-2017-H,2017,2,0,0,0,0,0
AL-357-2017-L,2017,2,0,0,0,0,0
AL-358-2017-H,2017,2,0,0,0,0,0
AL-358-2017-L,2017,2,0,0,0,0,0
AL-359-2017-H,2017,2,0,0,0,0,0
AL-359-2017-L,2017,2,0,0,0,0,0
AL-360-2017-H,2017,2,0,0,0,0,0
AL-360-2017-L,2017,2,0,0,0,0,0
AL-361-2017-H,2017,2,0,0,0,0,0
AL-361-2017-L,2017,2,0,0,0,0,0
AL-362-2017-H,2017,2,0,0,0,0,0
AL-362-2017-L,2017,2,0,0,0,0,0
AL-363-2017-H,2017,2,0,0,0,0,0
AL-363-2017-L,2017,2,0,0,0,0,0
AL-364-2017-H,2017,2,0,0,0,0,0
AL-364-2017-L,2017,2,0,0,0,0,0
AL-365-2017-H,2017,2,0,0,0,0,0
AL-365-2017-L,2017,2,0,0,0,0,0
AL-366-2017-H,2017,2,0,0,0,0,0
AL-366-2017-L,2017,2,0,0,0,0,0
AL-367-2017-H,2017,2,0,0,0,0,0
AL-367-2017-L,2017,2,0,0,0,0,0
AL-368-2017-H,2017,2,0,0,0,0,0
AL-368-2017-L,2017,2,0,0,0,0,0
AL-369-2017-H,2017,2,0,0,0,0,0
AL-369-2017-L,2017,2,0,0,0,0,0
TN-370-2017-H,2017,2,0,0,0,0,0
TN-370-2017-L,2017,2,0,0,0,0,0
TN-371-2017-H,2017,2,0,0,0,0,0
TN-371-2017-L,2017,2,0,0,0,0,0
TN-372-2017-H,2017,2,0,0,0,0,0
TN-372-2017-L,2017,2,0,0,0,0,0
TN-373-2017-H,2017,2,0,0,0,0,0
TN-373-2017-L,2017,2,0,0,0,0,0
TN-374-2017-H,2017,2,0,0,0,0,0
TN-374-2017-L,2017,2,0,0,0,0,0
TN-376-2017-H,2017,2,0,0,0,0,0
TN-376-2017-L,2017,2,0,0,0,0,0
TN-377-2017-H,2017,2,0,0,0,0,0
TN-377-2017-L,2017,2,0,0,0,0,0
TN-378-2017-H,2017,2,0,0,0,0,0
TN-378-2017-L,2017,2,0,0,0,0,0
TN-379-2017-H,2017,2,0,0,0,0,0
TN-379-2017-L,2017,2,0,0,0,0,0
TN-380-2017-H,2017,2,0,0,0,0,0
TN-380-2017-L,2017,2,0,0,0,0,0
TN-381-2017-H,2017,2,0,0,0,0,0
TN-381-2017-L,2017,2,0,0,0,0,0
TN-382-2017-H,2017,2,0,0,0,0,0
TN-382-2017-L,2017,2,0,0,0,0,0
TN-383-2017-H,2017,2,0,0,0,0,0
TN-383-2017-L,2017,2,0,0,0,0,0
TN-384-2017-H,2017,2,0,0,0,0,0
TN-384-2017-L,2017,2,0,0,0,0,0
TN-385-2017-H,2017,2,0,0,0,0,0
TN-385-2017-L,2017,2,0,0,0,0,0
MS-386-2017-H,2017,2,0,0,0,0,0
MS-386-2017-L,2017,2,0,0,0,0,0
MS-387-2017-H,2017,2,0,0,0,0,0
MS-387-2017-L,2017,2,0,0,0,0,0
MS-388-2017-H,2017,2,0,0,0,0,0
MS-388-2017-L,2017,2,0,0,0,0,0
MS-389-2017-H,2017,2,0,0,0,0,0
MS-389-2017-L,2017,2,0,0,0,0,0
MS-390-2017-H,2017,2,0,0,0,0,0
MS-390-2017-L,2017,2,0,0,0,0,0
MS-391-2017-H,2017,2,0,0,0,0,0
MS-391-2017-L,2017,2,0,0,0,0,0
MS-392-2017-H,2017,2,0,0,0,0,0
MS-392-2017-L,2017,2,0,0,0,0,0
MS-393-2017-H,2017,2,0,0,0,0,0
MS-393-2017-L,2017,2,0,0,0,0,0
MS-394-2017-H,2017,2,0,0,0,0,0
MS-394-2017-L,2017,2,0,0,0,0,0
MS-395-2017-H,2017,2,0,0,0,0,0
MS-395-2017-L,2017,2,0,0,0,0,0
MS-396-2017-H,2017,2,0,0,0,0,0
MS-396-2017-L,2017,2,0,0,0,0,0
MS-397-2017-H,2017,2,0,0,0,0,0
MS-397-2017-L,2017,2,0,0,0,0,0
GA-398-2017-H,2017,2,0,0,0,0,0
GA-398-2017-L,2017,2,0,0,0,0,0
KY-400-2017-H,2017,2,0,0,0,0,0
KY-400-2017-L,2017,2,0,0,0,0,0
KY-401-2017-H,2017,2,0,0,0,0,0
KY-401-2017-L,2017,2,0,0,0,0,0
KY-402-2017-H,2017,2,0,0,0,0,0
KY-402-2017-L,2017,2,0,0,0,0,0
KY-403-2017-H,2017,2,0,0,0,0,0
KY-403-2017-L,2017,2,0,0,0,0,0
KY-404-2017-H,2017,2,0,0,0,0,0
KY-404-2017-L,2017,2,0,0,0,0,0
KY-405-2017-H,2017,2,0,0,0,0,0
KY-405-2017-L,2017,2,0,0,0,0,0
KY-406-2017-H,2017,2,0,0,0,0,0
KY-406-2017-L,2017,2,0,0,0,0,0
KY-407-2017-H,2017,2,0,0,0,0,0
KY-407-2017-L,2017,2,0,0,0,0,0
KY-408-2017-H,2017,2,0,0,0,0,0
KY-408-2017-L,2017,2,0,0,0,0,0
KY-409-2017-H,2017,2,0,0,0,0,0
KY-409-2017-L,2017,2,0,0,0,0,0
KY-410-2017-H,2017,2,0,0,0,0,0
KY-410-2017-L,2017,2,0,0,0,0,0
KY-411-2017-H,2017,2,0,0,0,0,0
KY-411-2017-L,2017,2,0,0,0,0,0
KY-412-2017-H,2017,2,0,0,0,0,0
KY-412-2017-L,2017,2,0,0,0,0,0
KY-413-2017-H,2017,2,0,0,0,0,0
KY-413-2017-L,2017,2,0,0,0,0,0
KY-414-2017-H,2017,2,0,0,0,0,0
KY-414-2017-L,2017,2,0,0,0,0,0
KY-415-2017-H,2017,2,0,0,0,0,0
KY-415-2017-L,2017,2,0,0,0,0,0
KY-416-2017-H,2017,2,0,0,0,0,0
KY-416-2017-L,2017,2,0,0,0,0,0
KY-417-2017-H,2017,2,0,0,0,0,0
KY-417-2017-L,2017,2,0,0,0,0,0
KY-418-2017-H,2017,2,0,0,0,0,0
KY-418-2017-L,2017,2,0,0,0,0,0
KY-420-2017-H,2017,2,0,0,0,0,0
KY-420-2017-L,2017,2,0,0,0,0,0
KY-421-2017-H,2017,2,0,0,0,0,0
KY-421-2017-L,2017,2,0,0,0,0,0
KY-422-2017-H,2017,2,0,0,0,0,0
KY-422-2017-L,2017,2,0,0,0,0,0
KY-423-2017-H,2017,2,0,0,0,0,0
KY-423-2017-L,2017,2,0,0,0,0,0
KY-424-2017-H,2017,2,0,0,0,0,0
KY-424-2017-L,2017,2,0,0,0,0,0
KY-425-2017-H,2017,2,0,0,0,0,0
KY-425-2017-L,2017,2,0,0,0,0,0
KY-426-2017-H,2017,2,0,0,0,0,0
KY-426-2017-L,2017,2,0,0,0,0,0
KY-427-2017-H,2017,2,0,0,0,0,0
KY-427-2017-L,2017,2,0,0,0,0,0
OH-430-2017-H,2017,2,0,0,0,0,0
OH-430-2017-L,2017,2,0,0,0,0,0
OH-431-2017-H,2017,2,0,0,0,0,0
OH-431-2017-L,2017,2,0,0,0,0,0
OH-432-2017-H,2017,2,0,0,0,0,0
OH-432-2017-L,2017,2,0,0,0,0,0
OH-433-2017-H,2017,2,0,0,0,0,0
OH-433-2017-L,2017,2,0,0,0,0,0
OH-434-2017-H,2017,2,0,0,0,0,0
OH-434-2017-L,2017,2,0,0,0,0,0
OH-435-2017-H,2017,2,0,0,0,0,0
OH-435-2017-L,2017,2,0,0,0,0,0
OH-436-2017-H,2017,2,0,0,0,0,0
OH-436-2017-L,2017,2,0,0,0,0,0
OH-437-2017-H,2017,2,0,0,0,0,0
OH-437-2017-L,2017,2,0,0,0,0,0
OH-438-2017-H,2017,2,0,0,0,0,0
OH-438-2017-L,2017,2,0,0,0,0,0
OH-439-2017-H,2017,2,0,0,0,0,0
OH-439-2017-L,2017,2,0,0,0,0,0
OH-440-2017-H,2017,2,0,0,0,0,0
OH-440-2017-L,2017,2,0,0,0,0,0
OH-441-2017-H,2017,2,0,0,0,0,0
OH-441-2017-L,2017,2,0,0,0,0,0
OH-442-2017-H,2017,2,0,0,0,0,0
OH-442-2017-L,2017,2,0,0,0,0,0
OH-443-2017-H,2017,2,0,0,0,0,0
OH-443-2017-L,2017,2,0,0,0,0,0
OH-444-2017-H,2017,2,0,0,0,0,0
OH-444-2017-L,2017,2,0,0,0,0,0
OH-445-2017-H,2017,2,0,0,0,0,0
OH-445-2017-L,2017,2,0,0,0,0,0
OH-446-2017-H,2017,2,0,0,0,0,0
OH-446-2017-L,2017,2,0,0,0,0,0
OH-447-2017-H,2017,2,0,0,0,0,0
OH-447-2017-L,2017,2,0,0,0,0,0
OH-448-2017-H,2017,2,0,0,0,0,0
OH-448-2017-L,2017,2,0,0,0,0,0
OH-449-2017-H,2017,2,0,0,0,0,0
OH-449-2017-L,2017,2,0,0,0,0,0
OH-450-2017-H,2017,2,0,0,0,0,0
OH-450-2017-L,2017,2,0,0,0,0,0
OH-451-2017-H,2017,2,0,0,0,0,0
OH-451-2017-L,2017,2,0,0,0,0,0
OH-452-2017-H,2017,2,0,0,0,0,0
OH-452-2017-L,2017,2,0,0,0,0,0
OH-453-2017-H,2017,2,0,0,0,0,0
OH-453-2017-L,2017,2,0,0,0,0,0
OH-454-2017-H,2017,2,0,0,0,0,0
OH-454-2017-L,2017,2,0,0,0,0,0
OH-455-2017-H,2017,2,0,0,0,0,0
OH-455-2017-L,2017,2,0,0,0,0,0
OH-456-2017-H,2017,2,0,0,0,0,0
OH-456-2017-L,2017,2,0,0,0,0,0
OH-457-2017-H,2017,2,0,0,0,0,0
OH-457-2017-L,2017,2,0,0,0,0,0
OH-458-2017-H,2017,2,0,0,0,0,0
OH-458-2017-L,2017,2,0,0,0,0,0
IN-460-2017-H,2017,2,0,0,0,0,0
IN-460-2017-L,2017,2,0,0,0,0,0
IN-461-2017-H,2017,2,0,0,0,0,0
IN-461-2017-L,2017,2,0,0,0,0,0
IN-462-2017-H,2017,2,0,0,0,0,0
IN-462-2017-L,2017,2,0,0,0,0,0
IN-463-2017-H,2017,2,0,0,0,0,0
IN-463-2017-L,2017,2,0,0,0,0,0
IN-464-2017-H,2017,2,0,0,0,0,0
IN-464-2017-L,2017,2,0,0,0,0,0
IN-465-2017-H,2017,2,0,0,0,0,0
IN-465-2017-L,2017,2,0,0,0,0,0
IN-466-2017-H,2017,2,0,0,0,0,0
IN-466-2017-L,2017,2,0,0,0,0,0
IN-467-2017-H,2017,2,0,0,0,0,0
IN-467-2017-L,2017,2,0,0,0,0,0
IN-468-2017-H,2017,2,0,0,0,0,0
IN-468-2017-L,2017,2,0,0,0,0,0
IN-469-2017-H,2017,2,0,0,0,0,0
IN-469-2017-L,2017,2,0,0,0,0,0
IN-470-2017-H,2017,2,0,0,0,0,0
IN-470-2017-L,2017,2,0,0,0,0,0
IN-471-2017-H,2017,2,0,0,0,0,0
IN-471-2017-L,2017,2,0,0,0,0,0
IN-472-2017-H,2017,2,0,0,0,0,0
IN-472-2017-L,2017,2,0,0,0,0,0
IN-473-2017-H,2017,2,0,0,0,0,0
IN-473-2017-L,2017,2,0,0,0,0,0
IN-474-2017-H,2017,2,0,0,0,0,0
IN-474-2017-L,2017,2,0,0,0,0,0
IN-475-2017-H,2017,2,0,0,0,0,0
IN-475-2017-L,2017,2,0,0,0,0,0
IN-476-2017-H,2017,2,0,0,0,0,0
IN-476-2017-L,2017,2,0,0,0,0,0
IN-477-2017-H,2017,2,0,0,0,0,0
IN-477-2017-L,2017,2,0,0,0,0,0
IN-478-2017-H,2017,2,0,0,0,0,0
IN-478-2017-L,2017,2,0,0,0,0,0
IN-479-2017-H,2017,2,0,0,0,0,0
IN-479-2017-L,2017,2,0,0,0,0,0
MI-480-2017-H,2017,2,0,0,0,0,0
MI-480-2017-L,2017,2,0,0,0,0,0
MI-481-2017-H,2017,2,0,0,0,0,0
MI-481-2017-L,2017,2,0,0,0,0,0
MI-482-2017-H,2017,2,0,0,0,0,0
MI-482-2017-L,2017,2,0,0,0,0,0
MI-483-2017-H,2017,2,0,0,0,0,0
MI-483-2017-L,2017,2,0,0,0,0,0
MI-484-2017-H,2017,2,0,0,0,0,0
MI-484-2017-L,2017,2,0,0,0,0,0
MI-485-2017-H,2017,2,0,0,0,0,0
MI-485-2017-L,2017,2,0,0,0,0,0
MI-486-2017-H,2017,2,0,0,0,0,0
MI-486-2017-L,2017,2,0,0,0,0,0
MI-487-2017-H,2017,2,0,0,0,0,0
MI-487-2017-L,2017,2,0,0,0,0,0
MI-488-2017-H,2017,2,0,0,0,0,0
MI-488-2017-L,2017,2,0,0,0,0,0
MI-489-2017-H,2017,2,0,0,0,0,0
MI-489-2017-L,2017,2,0,0,0,0,0
MI-490-2017-H,2017,2,0,0,0,0,0
MI-490-2017-L,2017,2,0,0,0,0,0
MI-491-2017-H,2017,2,0,0,0,0,0
MI-491-2017-L,2017,2,0,0,0,0,0
MI-492-2017-H,2017,2,0,0,0,0,0
MI-492-2017-L,2017,2,0,0,0,0,0
MI-493-2017-H,2017,2,0,0,0,0,0
MI-493-2017-L,2017,2,0,0,0,0,0
MI-494-2017-H,2017,2,0,0,0,0,0
MI-494-2017-L,2017,2,0,0,0,0,0
MI-495-2017-H,2017,2,0,0,0,0,0
MI-495-2017-L,2017,2,0,0,0,0,0
MI-496-2017-H,2017,2,0,0,0,0,0
MI-496-2017-L,2017,2,0,0,0,0,0
MI-497-2017-H,2017,2,0,0,0,0,0
MI-497-2017-L,2017,2,0,0,0,0,0
MI-498-2017-H,2017,2,0,0,0,0,0
MI-498-2017-L,2017,2,0,0,0,0,0
MI-499-2017-H,2017,2,0,0,0,0,0
MI-499-2017-L,2017,2,0,0,0,0,0
IA-500-2017-H,2017,2,0,0,0,0,0
IA-500-2017-L,2017,2,0,0,0,0,0
IA-501-2017-H,2017,2,0,0,0,0,0
IA-501-2017-L,2017,2,0,0,0,0,0
IA-502-2017-H,2017,2,0,0,0,0,0
IA-502-2017-L,2017,2,0,0,0,0,0
IA-503-2017-H,2017,2,0,0,0,0,0
IA-503-2017-L,2017,2,0,0,0,0,0
IA-504-2017-H,2017,2,0,0,0,0,0
IA-504-2017-L,2017,2,0,0,0,0,0
IA-505-2017-H,2017,2,0,0,0,0,0
IA-505-2017-L,2017,2,0,0,0,0,0
IA-506-2017-H,2017,2,0,0,0,0,0
IA-506-2017-L,2017,2,0,0,0,0,0
IA-507-2017-H,2017,2,0,0,0,0,0
IA-507-2017-L,2017,2,0,0,0,0,0
IA-508-2017-H,2017,2,0,0,0,0,0
IA-508-2017-L,2017,2,0,0,0,0,0
IA-510-2017-H,2017,2,0,0,0,0,0
IA-510-2017-L,2017,2,0,0,0,0,0
IA-511-2017-H,2017,2,0,0,0,0,0
IA-511-2017-L,2017,2,0,0,0,0,0
IA-512-2017-H,2017,2,0,0,0,0,0
IA-512-2017-L,2017,2,0,0,0,0,0
IA-513-2017-H,2017,2,0,0,0,0,0
IA-513-2017-L,2017,2,0,0,0,0,0
IA-514-2017-H,2017,2,0,0,0,0,0
IA-514-2017-L,2017,2,0,0,0,0,0
IA-515-2017-H,2017,2,0,0,0,0,0
IA-515-2017-L,2017,2,0,0,0,0,0
IA-516-2017-H,2017,2,0,0,0,0,0
IA-516-2017-L,2017,2,0,0,0,0,0
IA-520-2017-H,2017,2,0,0,0,0,0
IA-520-2017-L,2017,2,0,0,0,0,0
IA-521-2017-H,2017,2,0,0,0,0,0
IA-521-2017-L,2017,2,0,0,0,0,0
IA-522-2017-H,2017,2,0,0,0,0,0
IA-522-2017-L,2017,2,0,0,0,0,0
IA-523-2017-H,2017,2,0,0,0,0,0
IA-523-2017-L,2017,2,0,0,0,0,0
IA-524-2017-H,2017,2,0,0,0,0,0
IA-524-2017-L,2017,2,0,0,0,0,0
IA-525-2017-H,2017,2,0,0,0,0,0
IA-525-2017-L,2017,2,0,0,0,0,0
IA-526-2017-H,2017,2,0,0,0,0,0
IA-526-2017-L,2017,2,0,0,0,0,0
IA-527-2017-H,2017,2,0,0,0,0,0
IA-527-2017-L,2017,2,0,0,0,0,0
IA-528-2017-H,2017,2,0,0,0,0,0
IA-528-2017-L,2017,2,0,0,0,0,0
WI-530-2017-H,2017,2,0,0,0,0,0
WI-530-2017-L,2017,2,0,0,0,0,0
WI-531-2017-H,2017,2,0,0,0,0,0
WI-531-2017-L,2017,2,0,0,0,0,0
WI-532-2017-H,2017,2,0,0,0,0,0
WI-532-2017-L,2017,2,0,0,0,0,0
WI-534-2017-H,2017,2,0,0,0,0,0
WI-534-2017-L,2017,2,0,0,0,0,0
WI-535-2017-H,2017,2,0,0,0,0,0
WI-535-2017-L,2017,2,0,0,0,0,0
WI-537-2017-H,2017,2,0,0,0,0,0
WI-537-2017-L,2017,2,0,0,0,0,0
WI-538-2017-H,2017,2,0,0,0,0,0
WI-538-2017-L,2017,2,0,0,0,0,0
WI-539-2017-H,2017,2,0,0,0,0,0
WI-539-2017-L,2017,2,0,0,0,0,0
WI-540-2017-H,2017,2,0,0,0,0,0
WI-540-2017-L,2017,2,0,0,0,0,0
WI-541-2017-H,2017,2,0,0,0,0,0
WI-541-2017-L,2017,2,0,0,0,0,0
WI-542-2017-H,2017,2,0,0,0,0,0
WI-542-2017-L,2017,2,0,0,0,0,0
WI-543-2017-H,2017,2,0,0,0,0,0
WI-543-2017-L,2017,2,0,0,0,0,0
WI-544-2017-H,2017,2,0,0,0,0,0
WI-544-2017-L,2017,2,0,0,0,0,0
WI-545-2017-H,2017,2,0,0,0,0,0
WI-545-2017-L,2017,2,0,0,0,0,0
WI-546-2017-H,2017,2,0,0,0,0,0
WI-546-2017-L,2017,2,0,0,0,0,0
WI-547-2017-H,2017,2,0,0,0,0,0
WI-547-2017-L,2017,2,0,0,0,0,0
WI-548-2017-H,2017,2,0,0,0,0,0
WI-548-2017-L,2017,2,0,0,0,0,0
WI-549-2017-H,2017,2,0,0,0,0,0
WI-549-2017-L,2017,2,0,0,0,0,0
MN-550-2017-H,2017,2,0,0,0,0,0
MN-550-2017-L,2017,2,0,0,0,0,0
MN-551-2017-H,2017,2,0,0,0,0,0
MN-551-2017-L,2017,2,0,0,0,0,0
MN-553-2017-H,2017,2,0,0,0,0,0
MN-553-2017-L,2017,2,0,0,0,0,0
MN-554-2017-H,2017,2,0,0,0,0,0
MN-554-2017-L,2017,2,0,0,0,0,0
MN-556-2017-H,2017,2,0,0,0,0,0
MN-556-2017-L,2017,2,0,0,0,0,0
MN-557-2017-H,2017,2,0,0,0,0,0
MN-557-2017-L,2017,2,0,0,0,0,0
MN-558-2017-H,2017,2,0,0,0,0,0
MN-558-2017-L,2017,2,0,0,0,0,0
MN-559-2017-H,2017,2,0,0,0,0,0
MN-559-2017-L,2017,2,0,0,0,0,0
MN-560-2017-H,2017,2,0,0,0,0,0
MN-560-2017-L,2017,2,0,0,0,0,0
MN-561-2017-H,2017,2,0,0,0,0,0
MN-561-2017-L,2017,2,0,0,0,0,0
MN-562-2017-H,2017,2,0,0,0,0,0
MN-562-2017-L,2017,2,0,0,0,0,0
MN-563-2017-H,2017,2,0,0,0,0,0
MN-563-2017-L,2017,2,0,0,0,0,0
MN-564-2017-H,2017,2,0,0,0,0,0
MN-564-2017-L,2017,2,0,0,0,0,0
MN-565-2017-H,2017,2,0,0,0,0,0
MN-565-2017-L,2017,2,0,0,0,0,0
MN-566-2017-H,2017,2,0,0,0,0,0
MN-566-2017-L,2017,2,0,0,0,0,0
MN-567-2017-H,2017,2,0,0,0,0,0
MN-567-2017-L,2017,2,0,0,0,0,0
SD-570-2017-H,2017,2,0,0,0,0,0
SD-570-2017-L,2017,2,0,0,0,0,0
SD-571-2017-H,2017,2,0,0,0,0,0
SD-571-2017-L,2017,2,0,0,0,0,0
SD-572-2017-H,2017,2,0,0,0,0,0
SD-572-2017-L,2017,2,0,0,0,0,0
SD-573-2017-H,2017,2,0,0,0,0,0
SD-573-2017-L,2017,2,0,0,0,0,0
SD-574-2017-H,2017,2,0,0,0,0,0
SD-574-2017-L,2017,2,0,0,0,0,0
SD-575-2017-H,2017,2,0,0,0,0,0
SD-575-2017-L,2017,2,0,0,0,0,0
SD-576-2017-H,2017,2,0,0,0,0,0
SD-576-2017-L,2017,2,0,0,0,0,0
SD-577-2017-H,2017,2,0,0,0,0,0
SD-577-2017-L,2017,2,0,0,0,0,0
ND-580-2017-H,2017,2,0,0,0,0,0
ND-580-2017-L,2017,2,0,0,0,0,0
ND-581-2017-H,2017,2,0,0,0,0,0
ND-581-2017-L,2017,2,0,0,0,0,0
ND-582-2017-H,2017,2,0,0,0,0,0
ND-582-2017-L,2017,2,0,0,0,0,0
ND-583-2017-H,2017,2,0,0,0,0,0
ND-583-2017-L,2017,2,0,0,0,0,0
ND-584-2017-H,2017,2,0,0,0,0,0
ND-584-2017-L,2017,2,0,0,0,0,0
ND-585-2017-H,2017,2,0,0,0,0,0
ND-585-2017-L,2017,2,0,0,0,0,0
ND-586-2017-H,2017,2,0,0,0,0,0
ND-586-2017-L,2017,2,0,0,0,0,0
ND-587-2017-H,2017,2,0,0,0,0,0
ND-587-2017-L,2017,2,0,0,0,0,0
ND-588-2017-H,2017,2,0,0,0,0,0
ND-588-2017-L,2017,2,0,0,0,0,0
MT-590-2017-H,2017,2,0,0,0,0,0
MT-590-2017-L,2017,2,0,0,0,0,0
MT-591-2017-H,2017,2,0,0,0,0,0
MT-591-2017-L,2017,2,0,0,0,0,0
MT-592-2017-H,2017,2,0,0,0,0,0
MT-592-2017-L,2017,2,0,0,0,0,0
MT-593-2017-H,2017,2,0,0,0,0,0
MT-593-2017-L,2017,2,0,0,0,0,0
MT-594-2017-H,2017,2,0,0,0,0,0
MT-594-2017-L,2017,2,0,0,0,0,0
MT-595-2017-H,2017,2,0,0,0,0,0
MT-595-2017-L,2017,2,0,0,0,0,0
MT-596-2017-H,2017,2,0,0,0,0,0
MT-596-2017-L,2017,2,0,0,0,0,0
MT-597-2017-H,2017,2,0,0,0,0,0
MT-597-2017-L,2017,2,0,0,0,0,0
MT-598-2017-H,2017,2,0,0,0,0,0
MT-598-2017-L,2017,2,0,0,0,0,0
MT-599-2017-H,2017,2,0,0,0,0,0
MT-599-2017-L,2017,2,0,0,0,0,0
IL-600-2017-H,2017,2,0,0,0,0,0
IL-600-2017-L,2017,2,0,0,0,0,0
IL-601-2017-H,2017,2,0,0,0,0,0
IL-601-2017-L,2017,2,0,0,0,0,0
IL-602-2017-H,2017,2,0,0,0,0,0
IL-602-2017-L,2017,2,0,0,0,0,0
IL-603-2017-H,2017,2,0,0,0,0,0
IL-603-2017-L,2017,2,0,0,0,0,0
