V1,Tot_RBC,Tot_PLT,Tot_FFP,cost_times_RBC,cost_times_PLT,cost_times_FFP,QALY_times_RBC,QALY_times_PLT,QALY_times_FFP,fever_times_RBC,fever_times_PLT,fever_times_FFP,mening_times_RBC,mening_times_PLT,mening_times_FFP,enceph_times_RBC,enceph_times_PLT,enceph_times_FFP,AFP_times_RBC,AFP_times_PLT,AFP_times_FFP,cost_RBC_unit,cost_PLT_unit,cost_FFP_unit,QALYL_RBC_unit,QALYL_PLT_unit,QALYL_FFP_unit,cost_RBC_donation,cost_PLT_donation,cost_FFP_donation,QALYL_RBC_donation,QALYL_PLT_donation,QALYL_FFP_donation,cost_per_donation,QALYL_per_donation,NMC_per_donation
0,4447672.96181261,412858.668643907,2301846.88447796,19544320585.3027,1985734911.71004,10105241220.2242,106287.721778211,5857.00285509606,36575.4607592385,1353177.44347578,145800.448533772,723717.316194674,24607.6706386,2202.01863339098,12173.8479561264,82601.6553482759,5800.37950767034,35097.8143528586,6225.90417768315,504.825136854998,2933.29974256799,4394.28005456083,4809.72076529838,4390.05795231944,0.0238973779526483,0.0141864596771922,0.015889614989545,4148.20037150543,72.1458114794758,2375.02135220482,0.0225591247873,0.000212796895157884,0.00859628170934386,6595.36753518972,0.0313682033918017,37963.5709269915
1,4447056.13498601,411970.830427506,2296824.38532274,19533506464.5115,2009929089.70925,10152224754.0445,106770.791703847,6148.55366610306,37248.882432858,1347869.21738087,146472.867440755,721907.303477218,24455.6099496041,2302.16613017599,11835.7990588154,83907.6604594117,6116.3550791594,36431.2067386246,6198.92566834512,498.284892166998,3001.154781206,4392.45781289715,4878.81408405428,4420.11362249535,0.0240093195280034,0.0149247306167833,0.0162175578903147,4146.48017537491,73.1822112608142,2391.28146976998,0.0226647976344352,0.00022387095925175,0.00877369881866026,6610.9438564057,0.0316623674123472,38273.3112687529
