V1,Tot_RBC,Tot_PLT,Tot_FFP,cost_times_RBC,cost_times_PLT,cost_times_FFP,QALY_times_RBC,QALY_times_PLT,QALY_times_FFP,fever_times_RBC,fever_times_PLT,fever_times_FFP,GBS_times_RBC,GBS_times_PLT,GBS_times_FFP,CZS_times_RBC,CZS_times_PLT,CZS_times_FFP,n_recip,iter
0,444825.3409,41062.51751,231006.3476,659745141,70391975.9,420896603.2,3416.85722,362.0306614,2180.521889,82035.26731,7525.468391,42457.08758,85.16879652,9.810367032,50.74246465,48.32924126,5.990031234,39.34830192,2.00E+05,0
1,446127.2583,41197.81882,230912.7403,637907817,67404943.69,392909247.2,3306.696251,349.757892,2041.99305,83243.08734,7700.23923,43845.72567,152.7166532,14.71555055,76.09338568,40.21259872,5.327263948,30.44884456,2.00E+05,1
