V1,Tot_RBC,Tot_PLT,Tot_FFP,cost_times_RBC,cost_times_PLT,cost_times_FFP,QALY_times_RBC,QALY_times_PLT,QALY_times_FFP,fever_times_RBC,fever_times_PLT,fever_times_FFP,GBS_times_RBC,GBS_times_PLT,GBS_times_FFP,CZS_times_RBC,CZS_times_PLT,CZS_times_FFP,n_recip,iter,cost_RBC_unit,cost_PLT_unit,cost_FFP_unit,QALYL_RBC_unit,QALYL_PLT_unit,QALYL_FFP_unit,cost_RBC_donation,cost_PLT_donation,cost_FFP_donation,QALYL_RBC_donation,QALYL_PLT_donation,QALYL_FFP_donation,cost_per_donation,QALYL_per_donation,NMC_per_donation
0,4442825.00543759,414470.838959494,2296725.46412186,6641118242.00126,714839715.2402,4199823676.18563,34514.3884145739,3696.66028101106,21970.7865540002,813252.081366318,76086.7010278583,421653.95157298,1066.83049683197,97.9665919785712,584.690169731001,475.854163320571,60.1154568954277,380.535449334649,2e+06,0,1494.79626901199,1724.70448592901,1828.6137119098,0.00776856805575993,0.00891898761874615,0.00956613530751292,705.543838973657,12.9352836444676,890.352016328879,0.00366676412231869,6.68924071405962e-05,0.00465775128122804,1608.831138947,0.00839140781068732,10000.2389496343
1,4444288.79395194,412223.447378572,2300445.63705348,6660081162.21089,796643598.859482,3851534188.30822,34759.216817597,4120.14995513679,19673.4908362419,811291.51610606,75580.0520186346,419402.493136724,1168.59161980984,144.978075145043,543.007343208223,485.801602949621,73.5643764582475,315.892124344338,2e+06,1,1498.57074348416,1932.55285191934,1674.25568605978,0.00782109768944347,0.00999494323124464,0.00855203466639649,707.325390924524,14.4941463893951,815.195093542509,0.00369155810941732,7.49620742343348e-05,0.00416398567906845,1537.01463085643,0.0079305058627201,9467.52049357653
