Tot_RBC,Tot_PLT,Tot_FFP,cost_times_RBC,cost_times_PLT,cost_times_FFP,QALY_times_RBC,QALY_times_PLT,QALY_times_FFP,fever_times_RBC,fever_times_PLT,fever_times_FFP,mening_times_RBC,mening_times_PLT,mening_times_FFP,enceph_times_RBC,enceph_times_PLT,enceph_times_FFP,AFP_times_RBC,AFP_times_PLT,AFP_times_FFP,n_recip
4442067.972,412158.0449,2296704.208,10151490520,1061948398,5432877021,107400.1432,6191.629653,38504.43158,1326560.283,138684.6623,702950.4042,20625.47915,1647.732896,9709.402005,57327.69728,4205.377334,26232.10391,39652.68601,4205.377334,21593.43537,2000000
4453073.978,413439.5241,2299288.423,18900210682,2057358124,10090317231,135977.5128,8859.539942,50599.69744,1463639.724,158360.5797,776583.7491,26101.29902,2254.340591,12641.88422,85031.76502,6391.862887,37638.69941,78152.6539,9667.299179,46546.92144,2000000
4442343.48,412300.2953,2292157.512,54787464301,6078868040,28652111567,105794.1031,5881.106424,35890.97715,1433050.182,160176.7239,770531.1614,19429.43191,1646.097835,9181.277246,65489.51389,4176.354999,25437.87295,23347.85601,2602.199855,11376.75563,2000000
4449866.805,412759.3387,2298585.755,12191523810,1363801544,6541647733,98373.58073,6345.721139,36186.56476,1350727.713,151665.413,725400.2029,19935.8921,1730.303485,9477.632083,61199.52214,4615.368923,27646.02306,26441.80051,4106.456133,15972.50382,2000000
4451429.515,413661.4837,2297733.479,8388410301,988114028,4559180263,92791.67546,6134.031299,34064.79,1440678.968,153867.0228,760386.8331,15703.94503,1621.980683,8983.434844,46682.63152,4211.100048,24520.60363,15343.00527,3250.910375,9627.240181,2000000
4452339.018,412658.3737,2296447.504,75827000976,7344009087,38513260862,128966.1226,7821.465949,45350.41905,1141587.039,128145.4668,613301.2265,20537.18585,1609.308959,9732.292861,70503.42897,5141.858621,31438.54745,102772.5875,9731.066565,51861.68778,2000000
4447990.572,413291.5511,2297883.905,30288483213,3194588247,16068476162,110886.5832,5452.156016,34607.40553,1506264.951,161639.6949,809512.6548,20467.28699,1503.438748,9149.393553,88279.40527,5681.428807,36004.45577,23288.58504,1146.177882,6852.541372,2000000
4439178.41,413849.9245,2296567.272,15454030594,1570881150,8125349723,129371.0993,7925.226411,49051.53744,1340265.774,138838.7668,706071.736,22978.33218,1705.777568,10927.93134,83177.19688,5765.634458,36594.71286,52966.17161,5647.910053,31177.34643,2000000
4449407.353,414275.4491,2298244.436,21901787593,2357234523,11710140209,118314.4761,7933.012623,44956.52959,1272797.836,133879.6263,668218.4348,24263.89903,2137.024952,11979.27568,55117.50334,4446.957623,27072.11659,72181.00173,9239.730683,44168.3162,2000000
4445009.447,412874.6105,2299566.792,27188050654,2877572825,14680253449,120262.4399,7543.309903,43641.17779,1457574.464,159786.7618,780471.9245,22709.36462,1931.416009,10401.85041,61443.55502,4912.132526,29083.6506,37710.23334,3768.816001,20702.32703,2000000
4443539.527,412816.5658,2294115.906,10988536993,1236501194,6122097061,104320.0455,6772.110238,40402.74471,1406878.984,149954.3214,742251.5521,22621.48008,1885.225531,11194.44631,48066.7108,4603.51473,24987.00483,35518.02507,4657.471748,22601.04182,2000000
4449422.477,411785.251,2296897.146,13843466189,1378725661,7278220249,106469.9537,7065.669059,41244.62367,1147743.044,121722.5377,603214.5341,19845.14621,1594.184643,8953.594978,50882.28614,4340.678646,25699.8915,66781.21221,7370.855763,38114.91098,2000000
4447981.58,410546.6921,2302036.96,27239032287,2901404012,14393985514,132925.5055,7567.087611,46255.91876,1250744.131,139952.6523,683198.0478,18209.26751,1429.860995,7970.105683,74839.6112,5059.696797,31020.78932,91455.51159,7114.96869,39988.28232,2000000
4437128.452,411156.1612,2293945.043,16056799531,1672639063,8458617835,136424.1396,7616.382649,49061.3863,1153957.503,127450.157,623290.6327,24117.96982,1977.197722,10939.78554,78951.79005,5179.056262,34301.53956,129856.967,11763.4476,64198.22433,2000000
4445115.317,414707.9228,2296301.166,12667925302,1201699185,6353478243,143157.3123,7882.318076,50026.24164,1197083.059,125593.9538,636278.7411,23040.46451,1829.633451,10961.4501,74017.99296,5240.371056,31661.7333,90024.01554,7242.912227,41096.44503,2000000
4446328.533,411705.5418,2296650.66,73534650861,7413419120,39070763026,157393.1924,9822.644938,58780.51527,1225551.517,129256.0821,652300.7056,21967.04685,1859.064553,10554.72863,73776.41267,5153.712814,32088.48427,76708.48612,7803.738209,41225.61486,2000000
4446106.164,413935.3564,2297791.115,8804517671,944594124.6,4735323674,118685.7598,7822.839178,45690.76638,1252079.976,142021.0046,670939.1766,19966.14074,1643.236478,9150.619849,54834.22899,4331.277045,26259.08242,74232.18597,7377.804773,40122.7661,2000000
4448928.28,412249.6084,2297341.473,8250366869,1173782252,4752313684,115952.6008,8925.459836,43837.24763,1479422.969,168207.3268,792381.3013,24694.32888,2243.303928,11638.77419,59145.47654,5408.782357,28938.13015,35883.87001,6657.560327,22912.1122,2000000
4444877.416,412086.1022,2304898.317,6834268178,750650695,3703250882,75928.88992,5542.386813,29891.19664,1213496.62,128842.4116,638813.086,12471.42909,1175.608983,7014.003663,18080.91521,1601.951183,9873.725652,21725.87532,3270.939875,15105.9214,2000000
4449173.13,413393.7424,2303546.122,8615408944,804459564.4,4330283286,110723.4637,6366.139381,38787.12502,1035690.667,112394.5137,556046.2894,14874.15148,1218.938104,6787.956456,63011.16992,4173.493642,26439.75668,56289.8422,4836.102181,27820.56584,2000000
4448174.108,413890.801,2298532.615,7313367504,768038017.1,3820420997,96135.53694,5864.757094,34648.95275,1357030.056,146050.6129,719776.8188,24105.70686,2150.514206,11565.6052,67942.51441,5528.141823,31727.13575,26997.31254,3544.403856,15516.32176,2000000
4449075.844,412332.9965,2299545.536,21871349291,2221399418,11453602561,124659.2312,6475.321428,41160.04373,1265113.049,135395.328,684522.0385,20235.1083,1664.083508,9392.608903,71251.46946,4437.147256,28880.08548,47003.92104,2176.26642,15150.47682,2000000
4444840.627,412276.5869,2298462.308,35056453904,3825367631,18717005415,148959.7771,9351.23827,54948.40293,1357151.051,148984.3214,723591.0077,25503.68416,2143.156431,12058.16738,92394.44547,6546.784933,40131.35017,101834.8799,10982.29713,54385.4047,2000000
4446515.747,411692.4613,2300932.068,16969834441,1884201846,9304121634,111322.0527,6874.323176,41162.07068,1430221.935,152003.8706,763390.0317,22781.71607,1928.145887,10978.20947,67561.54516,5044.572481,30415.81669,15811.4503,2647.572803,10232.62158,2000000
4444843.08,413466.5026,2301452.426,27578622709,2969669364,14696742054,121786.3428,7520.324566,44779.58516,1412506.456,154659.6187,750231.0594,26206.3517,2152.966798,12294.84248,61410.85379,4823.839223,28588.22706,85538.63398,8233.350532,47451.9278,2000000
4450329.527,412819.0184,2301104.975,14464415839,1538631886,7598992251,125851.7635,7930.219669,46412.7773,1199166.944,135629.1417,650071.7084,21235.76574,1836.582461,10054.39991,76813.5388,5588.230321,33500.35959,84815.11941,8436.506882,42353.3983,2000000
4444798.933,412364.0626,2295282.114,22452680218,2156781871,10992646721,139964.2879,8268.107864,48212.05754,1402578.364,155383.9508,757620.7184,20894.85548,1784.260504,9545.078357,77170.3909,5210.53119,32283.05655,66684.7436,5169.654661,27935.83765,2000000
4447381.921,412979.6632,2305362.675,21709578977,2266674183,11339766811,120289.5631,7114.94566,42454.76604,1172548.557,128228.4461,627701.2102,21734.45939,1754.011872,10266.14033,75156.4043,5037.623471,30813.13655,111527.1138,10826.14879,57290.90841,2000000
4439741.689,412175.6218,2294596.614,22760434973,2328776613,11906617142,97350.05256,5686.345642,34937.54152,1051509.475,111424.1049,556909.193,18427.54817,1483.409248,8461.441565,62219.80031,4186.574131,26523.96233,65521.39758,7361.454162,37299.42422,2000000
4445289.86,411367.9016,2294312.114,14436791925,1500590031,7524707745,101853.0086,6123.808314,35482.96655,1300512.123,135905.8759,686430.5637,19256.11542,1560.257123,8632.714223,62032.5858,4069.258492,26859.9674,34878.30739,4407.716154,19202.97593,2000000
4442231.069,412752.7984,2294994.752,36769818794,3809213399,19379028929,112805.0958,6882.487862,40904.90706,1151370.427,122139.8871,611431.9428,15623.41826,1082.001731,7059.37661,67799.44656,4127.711929,27654.19837,70980.86683,6165.406914,37273.26324,2000000
4442480.416,413989.3134,2294901.145,7173142601,763204609.2,3675556108,141198.0701,8597.164377,47858.07599,1424626.347,160067.5836,771413.6856,22727.75906,2077.345219,10419.42732,87981.0066,5831.44567,35580.1574,74899.29093,8143.422167,36826.89154,2000000
4444253.64,413244.9518,2293934.823,48290636267,5231116788,25693118312,122379.8543,6961.720093,41991.37768,1324310.847,145240.4401,712048.7021,17686.4567,1417.189271,7699.911824,77699.33319,5022.499155,31714.05526,36235.81693,3906.97867,18991.64428,2000000
4447833.198,412786.726,2295717.449,45982049202,4480752582,23791563484,118264.5254,6457.566707,40769.10404,1028963.616,110209.2545,553928.0677,16760.60331,1406.152608,7634.509377,69322.91481,4748.217643,28882.94684,94164.80796,8331.045437,46931.16082,2000000
4443190.442,412807.573,2295090.812,20329658780,1805831553,10003220904,119443.0075,6035.55349,40252.30798,1402922.953,144142.0877,745572.7701,22785.39496,1684.930538,10256.73873,77469.60709,4926.848077,32231.14335,22455.11261,1613.805377,9050.063587,2000000
4448652.772,412530.8389,2297751.465,45454129598,4492188405,23441625884,117118.3043,7078.855688,42626.21159,1452042.235,151134.4268,766744.7685,25363.0689,2151.331737,11933.49396,66949.62351,4379.511349,27909.26791,48092.46302,6153.143956,29537.38007,2000000
4455351.618,414793.3548,2304446.632,13340100745,1355996819,7029249267,118943.045,6369.553511,41494.6081,1253520.056,129386.887,663027.1156,20199.95448,1568.432429,9572.056866,59742.27387,3944.176312,25237.98672,44521.89818,3573.426191,23092.3777,2000000
4444710.64,412849.267,2295811.465,11287797925,1152724010,5969261933,84106.15018,4585.359324,29582.51264,1134141.379,115637.6576,593614.2724,17487.79677,1342.793988,7934.134337,52276.17579,3868.145968,24249.18348,42163.32244,4762.933194,24771.58552,2000000
4446411.921,415027.1685,2295837.626,12650863980,1240926810,6466634560,139028.7364,7882.495013,48479.14322,1398860.235,151322.0501,747946.4702,22891.67394,1838.626288,10587.42985,82566.9103,5428.403091,34490.79789,83795.25,7659.035295,41890.67599,2000000
4445811.853,414304.8803,2300737.904,16467496775,1931401697,8841385277,110587.8594,6412.127978,38059.16056,1560296.365,163844.9836,832201.5811,20611.58113,1681.25165,9146.532196,72138.08138,4100.733419,27336.58773,20033.58701,3664.989617,12103.94909,2000000
4451351.032,414066.5701,2304595.422,21869757179,2317317990,11495430772,132745.1637,8147.376852,47054.55521,1288010.854,136988.6951,686837.6939,23098.91794,2022.979435,10946.32578,75529.19825,5200.720823,31943.78135,47840.6636,6178.896169,27623.13221,2000000
4442576.476,411135.3142,2293464.335,12945250034,1171963715,6185880605,123578.0863,7691.566412,45246.3246,1246322.108,138936.8705,670146.5807,22496.3979,1984.964263,10627.89762,74868.22477,5082.178888,30708.49264,63281.36377,6651.428848,32957.92804,2000000
4441327.289,413948.8457,2297981.191,36563238074,3044116004,16705051519,143094.4086,8049.719971,49112.60598,1348304.552,155115.8008,738715.7323,22976.69712,2162.3684,10700.65784,93943.66593,6341.584756,39266.81158,107315.605,8344.534691,47243.4575,2000000
4447444.053,414716.5069,2303159.839,28801883139,2951454787,14293720639,133484.3219,8232.768112,47142.70723,1463316.799,167748.6922,797218.6298,22859.79025,1882.364174,10437.82176,86112.94922,5854.745292,35350.4313,60980.83271,5777.897417,28557.56966,2000000
4448960.981,413929.6337,2296564.411,7984922955,849391380.2,4256068361,98086.09192,5426.073028,33583.58088,1161264.182,123468.3743,617683.1904,17314.07152,1306.822642,7761.226618,73724.49948,4880.248833,30318.53055,42498.50998,4857.357977,23171.2694,2000000
4441532.49,411873.1355,2295886.678,35580104495,3648116655,18280321953,158554.4702,9826.627821,56637.24884,1562982.77,171640.5465,840300.8566,26521.50974,2182.397899,12289.52853,89561.29323,6289.262798,37468.65305,65883.15486,6162.954323,31689.12057,2000000
4445592.346,413200.8052,2293856.749,18417516195,1919214131,9774172994,109214.5207,6913.067229,41732.01913,1437326.275,150620.6089,753084.6499,23236.26308,1932.23354,11032.57526,52406.57192,4522.170436,27406.4866,55032.88893,6357.935367,31207.18629,2000000
4447612.465,413108.0155,2294872.531,21726113398,2232839248,11316690775,92940.19987,5883.13938,34983.29556,1172521.987,121738.8883,615975.369,12070.02157,983.0805297,5302.912146,17530.71712,971.2263362,6085.288917,22586.32626,3305.684924,15523.67953,2000000
4454396.333,414459.3935,2302230.306,14750540501,1517258772,7477318155,100807.1545,5797.920804,33912.81737,1239847.675,139605.6105,672242.7291,20132.50821,1602.768714,9167.787991,49743.8748,3078.002656,19662.01936,30008.27769,1688.20066,10120.61989,2000000
4444179.245,413821.3109,2299102.843,34320476353,3822421661,18362034343,130470.488,8921.500758,48317.54959,1653914.654,183230.6776,884742.6368,26064.10138,2321.786864,12243.33806,69634.39396,4742.903695,28983.5031,34680.87375,6021.930296,21772.0658,2000000
4442063.067,411772.988,2301187.546,16349327501,1855168944,8759268275,101565.7711,5773.283446,34676.21668,1221496.566,126603.1953,646247.7091,16721.36184,1257.770807,8052.267507,63804.58335,4004.26481,25362.66013,20862.97179,3359.233178,12787.40466,2000000
4449802.629,414322.0484,2297746.56,9686092197,1088843027,5335637768,95065.99095,6023.561639,35837.50705,1431910.544,155567.0777,754931.8603,21698.89681,1854.568134,10239.16182,34353.04399,3136.047328,18082.55027,27568.76642,3305.684924,17248.66907,2000000
4450774.673,413364.7201,2300949.236,25330531608,2580658996,13369569225,143792.9444,7903.221142,50296.70549,1386803.294,145454.2243,743710.8442,24639.55433,1984.555498,11544.3494,87462.28345,5644.639931,36141.80091,75581.11144,6276.591074,35244.96986,2000000
4443999.388,412044.4082,2296737.727,27897019151,3088878150,15385533673,129936.2716,8617.108768,48269.07186,1274942.219,135185.2226,669025.7463,23547.33347,2117.404218,11427.44253,74657.71064,5374.854838,32632.55087,103873.3924,12099.86144,61586.2141,2000000
4449211.554,412245.9295,2305496.341,10311295246,1076583844,5534226646,91900.68412,5335.354879,33094.69742,1243739.12,130011.4803,660772.3663,17284.64041,1386.123109,7780.847352,51589.04133,3560.345702,23192.93396,18429.592,1881.955409,10275.9507,2000000
4440004.525,411438.2093,2296997.293,15876580078,1685055290,8322949569,96937.88286,5220.739354,32291.64025,1224605.635,131221.8344,656235.4803,8901.27302,766.4349244,4000.585923,32952.6141,1554.125644,10398.17152,29429.8748,2981.534047,14361.5598,2000000
4451113.948,414064.935,2302466.981,11137573814,1214530222,6046307359,99967.71746,6085.357159,35559.26561,1419053.649,144005.9689,745311.1603,15954.92692,1238.150072,7105.158323,21711.9773,967.5474485,6567.631963,21334.27817,4171.449815,15291.50085,2000000
4448933.185,413030.7588,2300053.222,27878430509,2811153869,14709345418,100287.4222,5940.609659,37178.9595,1456195.29,146766.7697,762294.5407,22883.49863,1808.377656,10587.83862,40630.45259,3311.816404,20858.47537,10137.37927,1338.706335,6221.816525,2000000
4439949.75,410606.3719,2295348.334,17948197895,1895129991,9482026102,77003.05953,3965.165495,24269.8003,1273243.799,136336.3057,678653.804,18698.96833,1411.466557,8664.18915,22155.07888,1146.177882,7495.120412,14092.59224,1691.062017,8801.125524,2000000
4443134.441,411725.98,2295792.662,25131430820,2512741541,13000090316,123585.293,6952.496401,42859.76583,1223834.294,130152.0956,658797.6211,19989.84912,1613.396611,9449.018513,69973.66915,4565.090792,28312.31049,47355.86796,4289.99175,22056.97521,2000000
4445994.98,413773.8941,2298148.785,15902539203,1767202753,8476948710,97055.83507,5644.477841,34096.64514,1435887.013,158176.2265,762852.9141,21724.64903,1787.530626,9861.462694,50771.91951,3853.021652,23887.83496,1496.080972,365.0274066,994.5259579,2000000
4450931.639,413614.0669,2303462.325,11182951539,1244010514,6094648011,103887.8751,6005.013186,34662.39964,1544834.409,160559.3282,816358.6559,11572.96298,1066.877415,4824.247988,22609.62589,1224.660818,7593.632848,15453.78067,2394.547086,10540.01308,2000000
4448942.178,412102.8616,2292493.517,12608069349,1356398991,6795992089,98603.56156,6722.113986,38312.81277,1340460.755,138103.3981,700864.0662,16280.30409,1702.916211,8983.026079,38702.30671,3411.14637,20211.80868,36227.23286,5127.960601,22425.27274,2000000
4442587.922,413163.6076,2293692.017,16607833842,1740081418,8782399021,93007.96996,5964.591178,34502.46476,1183857.049,124784.1898,621052.234,17426.89074,1308.048938,7975.010866,34765.89693,3071.871177,18067.83472,33627.89436,3375.58379,18235.01972,2000000
4443807.268,413828.6687,2294153.922,13228226503,1307396203,6864739975,100779.9785,5213.173931,34753.26884,1410810.488,149659.1929,749039.5086,22232.74429,1590.91452,10110.40076,80205.88197,5145.537508,34475.67358,17510.68762,2389.641903,11605.6642,2000000
4439548.343,413302.5878,2294276.551,12515019845,1392667424,6691286972,115052.2105,7325.445413,41408.03557,1413453.974,153136.968,748748.0589,22809.51211,1960.438345,10804.89299,63635.35452,4711.837532,28917.69189,35310.78107,4662.785697,20878.09611,2000000
4448188.006,413877.7205,2305268.659,15162177183,1571555392,7830788142,117771.2991,6198.048736,37257.63585,1340999.099,147549.964,730666.3262,18332.71463,1346.472875,8021.61011,48814.34252,2932.482212,18398.52584,56609.49666,3595.090752,18886.5916,2000000
4447406.447,412114.307,2296308.932,16361820698,1793232784,8793936409,150379.3391,8935.596246,52415.50916,1444823.848,160517.2254,781901.7855,23247.70851,1843.531471,10832.68903,91186.13527,6180.939995,37841.03823,84843.73298,6940.834675,38928.35391,2000000
4450645.503,415794.0122,2305031.575,11852141106,1266938326,6392178194,108140.1369,6427.627938,38950.53937,1276015.637,132771.8724,679302.5145,21512.90861,1787.530626,9581.458468,71010.7067,4380.32888,28341.33282,41224.79733,5556.755393,25162.77391,2000000
4442459.569,411714.9434,2300189.75,23183347687,2573714633,12383335798,133952.388,7507.772322,44509.58165,1615343.969,181131.2591,873087.512,19507.50608,1701.281149,8448.361076,43140.68026,2161.550869,14069.29262,55502.96901,5412.052479,26547.26195,2000000
4444885.183,411075.6344,2296111.499,15289891415,1632666780,8021850989,126884.4911,8405.610987,45877.37569,1313923.712,143733.3224,707060.5393,17163.23712,1475.642708,7486.127576,75090.18432,5178.647497,31192.87951,65185.39251,8013.026039,33557.99549,2000000
4449582.713,410890.8725,2297453.066,14988440109,1568334550,7833382585,101969.4356,5637.57445,34335.04916,1192687.197,129222.1545,638217.5149,14667.72501,1111.024066,6552.507647,44623.27198,2538.43247,16415.6054,28568.19756,2718.697964,14346.02672,2000000
4445599.704,413146.4394,2292309.981,16643661384,1730912807,8856883162,96475.20798,5916.545202,35820.06541,1177085.034,126010.4856,619508.7362,15634.04616,1216.894277,7011.551071,51584.54492,3710.362565,23028.20155,58863.01972,5828.993078,31883.69285,2000000
4446096.763,413175.4617,2302001.807,39594842027,4177249686,21336956991,122697.5912,6944.522862,43614.54788,1568138.118,162849.2314,827747.6745,26537.86035,2178.719012,12737.12653,87869.82244,6021.521531,38706.39436,34791.64915,4152.646612,21263.56178,2000000
4443066.994,413298.5001,2298534.659,29076891749,3693927417,17537442658,91252.1525,5960.466779,34007.62842,1173510.79,127065.9176,625181.9897,19095.0619,1525.512073,8949.507325,32762.947,2121.491871,13104.19776,29725.41211,3926.599405,18520.3379,2000000
4443194.12,410135.883,2293585.329,17104648827,1888695706,8980239494,99826.53612,6003.380012,34158.34794,1623676.65,178920.2476,867164.9117,18955.26417,1567.206133,9188.226256,31722.63933,1586.826867,10017.20227,7758.774026,2241.668867,5252.634015,2000000
4443570.185,413412.9544,2295168.477,12741406892,1286481737,6571853597,120762.6642,6370.156661,41276.84923,1196348.507,132161.177,646085.0205,15641.40394,1194.003421,7261.306665,70256.12597,4703.253461,29652.24312,76963.1469,5450.476417,33435.77467,2000000
4443643.354,411839.6168,2300233.488,7455419094,801372438.6,4126147485,116094.3886,7248.737086,43425.76825,1455177.056,148513.4238,764074.7136,22845.89223,1659.178324,10850.6747,40863.04005,2906.729999,18391.98559,63898.59937,7580.143593,38836.79049,2000000
4449590.889,411816.3171,2296299.939,28004050774,2925813042,14614566484,149232.9003,9034.491924,53126.84231,1213232.558,130798.7623,650181.2575,22809.10335,1995.59216,10719.46104,78810.76602,5693.283001,34170.73467,112422.7185,11082.44462,53828.66637,2000000
4453790.952,411141.4456,2300392.906,7543931110,762836589.3,3848114721,128482.5947,6996.443021,42895.74952,1279342.169,143494.1948,698077.922,17831.56838,1280.661663,7754.277608,68173.4668,4437.147256,28050.7007,64281.20368,4354.576666,24348.10468,2000000
4438745.528,410804.2143,2297406.467,15311269503,1610879455,8070266055,124545.0938,7281.89879,45238.67726,1287970.386,141286.4534,690989.1142,19956.73913,1671.850048,8913.944744,85281.11184,5650.362645,35520.47767,64102.98201,6029.288072,34071.4047,2000000
4447396.636,413139.0816,2300553.96,37526517708,4110497780,20051222490,127100.0512,8457.900387,47695.80463,1375657.491,150520.4614,733080.9028,19531.21446,1518.563063,9314.125966,75834.13716,5463.556906,32977.95754,78406.08838,8817.884901,44480.61289,2000000
4450281.702,413802.9165,2301842.797,13374270775,1326305615,6852281902,129184.7222,6719.316913,43437.12948,1331353.464,146741.835,720907.4636,19536.52841,1559.030828,9263.43907,80913.86345,5371.17595,34351.40893,59508.86889,4106.864899,24717.21974,2000000
4449993.931,411969.6041,2300191.385,4916489122,573185309.3,2673650681,99086.08295,5858.207533,33713.13797,1479417.246,160446.1002,790962.0683,18900.08085,1666.944865,8528.887838,42424.52346,2493.468287,15152.52065,9684.467322,2269.873672,6656.742797,2000000
4445661.837,412041.9556,2292988.941,23710314647,2713820219,12786054033,106235.5607,7216.698109,39614.43545,1141271.063,128541.9691,610493.4177,17963.1908,1646.097835,8549.326103,67841.54938,4976.308677,29955.1382,34222.64786,5161.070589,19872.12472,2000000
4443345.772,411548.5759,2297056.973,4918152370,509618650.5,2568649557,101420.0604,5933.080763,35316.95143,1285952.312,133705.0835,682869.4005,12025.05739,881.2979717,5251.816484,36030.61675,1964.525998,12332.04012,37785.85492,4656.245453,22404.01694,2000000
4445416.986,413682.7395,2302210.686,21795998107,2533821902,12760207447,116580.2556,7430.471062,44343.78085,1191479.295,120774.611,626915.1546,21225.95537,1721.310649,10001.66919,41360.09864,3074.323769,18851.84655,58738.34631,7004.602061,35118.66138,2000000
4448065.376,412163.7676,2295977.015,13197521111,1486399525,7123323232,130230.4137,8763.668797,47055.24392,1548994.822,172791.6296,830687.5145,22064.74175,2017.665486,10512.62581,79700.64806,5378.12496,32130.99586,25310.74694,5121.829121,17069.22111,2000000
4438989.152,413469.7728,2291028.502,15307977265,1848389518,8541443861,107273.7077,7712.743019,40623.32953,1348387.941,144076.6853,716001.4625,20785.30638,1796.523463,10141.05815,49951.93634,3528.870774,20665.94692,41866.15007,6594.201707,26391.93114,2000000
4447551.559,413053.6497,2300220.816,11374868207,1141368794,5899052745,110942.9343,5886.054803,37524.47711,1088052.683,116320.7044,585626.5899,17491.06689,1304.37005,7810.278453,65856.58512,4215.187701,26701.36647,39713.18328,2099.82731,13765.17124,2000000
4440832.683,412745.0319,2292665.607,25035205116,2027812637,11332580837,100914.7939,5471.513548,33286.02738,1258854.852,137495.5641,677163.4457,18881.27765,1479.321595,8566.08548,62885.67897,3960.118159,25214.6871,22064.33299,944.6565921,6727.459192,2000000
4437016.859,410879.0183,2292330.42,13285555626,1376343233,7000339442,119922.5923,6551.386714,41210.57444,1247123.288,131496.1159,665951.4225,20763.23306,1680.43412,9630.510303,71376.55164,4481.293907,29091.41714,63118.26642,5544.083669,30322.20943,2000000
4441373.889,412876.2456,2299229.56,11324196467,1125426172,5922284543,118464.4145,6434.143467,40623.33712,1210524.896,130857.6245,651241.5947,20033.17824,1538.592563,9222.562541,73894.54584,4600.244607,30321.3919,75761.37694,7100.253139,39319.5423,2000000
4438938.465,412852.5372,2298375.241,11951029996,1214445513,6225573887,131291.4316,7168.130868,45302.01564,1182254.689,128780.2793,635793.9455,19675.09985,1578.651562,9289.191283,67711.97079,4238.896088,28523.64215,88931.38591,6657.151562,40292.81246,2000000
4443194.938,412756.4773,2298916.037,9486469273,986160828,4811827389,123962.6062,7516.28212,43344.81331,1130632.946,127938.2228,613685.8746,19863.94941,1543.088981,9164.109104,72723.02451,5320.489054,31995.28578,84918.12826,7703.999477,39013.37709,2000000
4451080.838,412041.9556,2299355.46,13315168928,1499998701,7253229541,113801.8287,7879.64653,43141.01892,1458236.664,155101.0852,770895.3713,21064.08431,1848.02789,9915.419712,39062.83769,3171.609908,18298.78711,26694.00869,4393.000604,17237.22364,2000000
4448528.916,414306.1065,2298223.998,21249736586,2299306207,11296880680,98078.72083,5793.186513,34011.81013,1126027.388,121315.8162,600000.4126,19059.09055,1631.382284,9699.591638,52733.58415,3647.821475,22579.78602,48275.1811,5419.001489,25740.35927,2000000
4442500.037,412755.6598,2297061.06,9258474068,1001411829,4833927349,122070.3268,6423.668453,39677.09186,1492848.048,163354.0565,806007.4924,21988.30264,1921.196877,10458.26002,86004.21765,5982.280063,35705.64834,57267.20002,6301.116992,28127.54858,2000000
4445151.289,413550.2995,2296539.885,19306205821,1843895268,9421143771,96533.71441,5275.340043,32255.66436,1159513.44,126547.6032,625560.9152,15631.59357,1313.771652,7237.598278,46113.63023,2643.076385,17681.96028,54510.89565,4203.742273,22734.70807,2000000
4447152.604,412647.7458,2296650.251,53281408517,6317925293,31696219658,143989.3256,9221.535959,54780.45961,1311417.164,138807.2919,692861.2593,23048.23105,1913.430337,11063.64142,85047.2981,5553.485271,36075.58093,75555.76799,9148.576023,45684.01791,2000000
4444546.316,412291.3024,2296745.902,10565064125,1090481682,5565978546,130777.5919,7832.29717,48637.57316,1341834.207,144310.499,717120.6619,24505.07055,2093.695831,12191.42486,84990.88849,5842.482333,36544.84349,89005.78119,8233.759297,45650.49916,2000000
4445802.452,412904.8591,2296379.649,20067685122,2107841563,10412896732,115963.5565,7329.370079,42583.24828,1128663.106,129045.9767,610009.0308,18824.86804,1742.975209,9251.584876,71081.01433,5055.609144,30309.94648,89553.52669,9274.884498,46106.27246,2000000
4446222.254,413656.9873,2298087.47,13738898246,1406880053,7237545192,77339.8493,4043.413692,26071.51218,1268506.618,129887.2157,665207.8785,18832.63458,1493.219615,8577.530908,37383.62987,3215.75656,19775.24734,10830.23644,1296.194744,6217.320107,2000000
4452386.843,413904.699,2301421.769,33906299693,3444247119,17844249740,86524.37104,4435.066201,28240.47335,1202796.78,123238.6482,637459.2553,18658.50056,1522.650716,8665.415446,46600.06093,2477.935206,16310.96149,9013.683476,1271.668827,5868.643312,2000000
4447911.272,411793.8351,2301598.764,45219485974,4514033731,23446364375,152805.7383,8778.142732,53263.80593,1271708.477,134746.6175,682328.604,23314.33725,1992.322038,11100.4303,82633.94781,5535.908363,35046.71869,111051.7197,9788.293706,53610.38571,2000000
4445886.249,413313.6244,2295774.676,8211226192,842930902.7,4242973482,112858.4833,5919.649959,38705.35591,1306798.116,137715.8886,693000.2395,16145.41154,1223.843287,6901.184442,35561.76296,1590.09699,11223.87742,53029.93899,5461.104314,28074.40909,2000000
4451553.371,413508.6055,2301000.332,15020661594,1539334700,7816664252,114282.3788,6889.474172,40348.48126,1350457.11,148060.5118,721132.6932,20832.31439,1646.097835,9897.434039,61171.7261,3998.542096,24801.01662,33313.55385,3514.563989,18305.73612,2000000
4443442.241,411755.4111,2293198.637,33202588152,3570978791,17750502959,131573.6173,7654.550568,46752.29016,1555624.178,170233.9852,831121.2145,23455.77004,1890.53948,10773.82683,84009.03425,5772.174702,36243.1747,31706.28872,2533.936051,15932.85359,2000000
