Unnamed: 0,Tot_RBC,Tot_PLT,Tot_FFP,cost_times_RBC,cost_times_PLT,cost_times_FFP,QALY_times_RBC,QALY_times_PLT,QALY_times_FFP,fever_times_RBC,fever_times_PLT,fever_times_FFP,GBS_times_RBC,GBS_times_PLT,GBS_times_FFP,CZS_times_RBC,CZS_times_PLT,CZS_times_FFP,n_recip,iter
0,8880800.419528117,825635.9929923675,4587018.188844085,4608664033.945025,432438763.0769063,2407956115.169809,24467.782798344415,1999.7929876538165,11596.527337776675,1591114.78639493,147513.9422712209,822688.6483033905,2687.8670021727785,250.15829092147743,1294.764960700795,0.7511266787599826,0.04132250162182628,0.44805232002743217,4000000.0,0.0
0,8890083.07056633,829715.8793817719,4595354.95699556,5244208790.703509,510641554.67231816,2838703221.328613,26221.670605757325,2279.068490340151,13412.640848976587,1114242.2894342209,104788.76606500824,574450.8822923739,2632.779578650732,205.11920719553973,1440.5655660121902,0.15920864475208954,0.057366027688591024,0.038828965995251034,4000000.0,0.0
0,8887512.754403934,826737.2066917169,4590097.826561923,10283588852.828938,986001892.1090232,5483937733.092593,42188.90158743016,3824.3864774023527,21068.82169383993,1358474.9055398859,125822.2861347058,702374.9526308625,2561.293755588248,195.44322674197974,1282.946347574006,0.32838349671744593,0.023725647273850188,0.047451294547700376,4000000.0,0.0
0,8890058.953414306,826994.3200610102,4601590.262774724,4965844087.13653,510297704.86609614,2761526166.392876,16579.968158865842,1751.8895765223401,9279.493222661224,1659093.183022597,155043.07534520954,859758.8133295856,2408.779999239209,276.27008904554646,1238.4887850461178,218.8400816438392,25.11763110696393,146.50315497523874,4000000.0,0.0
0,8886331.013942411,826941.5893382335,4594620.4057634985,11233688008.308985,1133238350.6218927,6142845522.299197,64393.0508909172,5934.548665028366,32287.48611270033,1073313.6380353146,99562.6673835034,555887.4796396089,2260.916005076221,236.6975245039964,1038.1468818938692,9.810143794661732,1.208651873938552,7.878287793481162,4000000.0,0.0
0,8886521.9073344,825241.9432499252,4590972.584288701,15834774145.421185,1822292635.1281452,9622275087.778051,94543.97371141324,10370.799401411463,55217.39219583896,1642337.6797267753,153070.0476925881,848583.3862755881,2293.7743385696044,240.32266083016944,1107.5633090863148,942.0988974936392,136.96257787430486,708.1599736162123,4000000.0,0.0
0,8895324.667918542,825761.0751720336,4593468.096402905,4617958709.168927,432028491.5256692,2428170213.7217875,12040.495914503235,1063.7741158247213,6055.16098568285,1349547.9156135905,124885.40667099846,697034.2363081045,2053.7998103019245,174.14092657998364,1012.515276439476,11.364669073292735,1.0327270626582654,7.763178714676957,4000000.0,0.0
0,8896994.882906325,827318.0621730395,4600738.804669206,14503992335.940659,1451707443.150907,7920256078.725726,73665.47408048723,6785.4689299801685,37336.31981592824,1573656.520936631,145957.9645933808,812194.4042232147,2773.0039372853917,289.7337640596345,1518.6396920960258,80.09075534341004,7.3665761161851515,50.6827540512664,4000000.0,0.0
0,8881852.990157025,822303.7383238982,4585393.755569958,6672938255.019544,677462037.3526146,3723796905.4558725,44912.315831679676,4102.160875919634,23298.59943512141,1191077.5210589191,110600.36172527618,617875.2430358985,2618.077927200399,236.1847008191866,1309.9403683449027,101.7082864088675,13.720403633829575,77.16691656338133,4000000.0,0.0
0,8893859.244343184,824727.3077460132,4590749.398438977,17219487841.580746,1733034529.34938,9636759695.540638,95602.4238710378,9276.676299737192,50939.56999452119,2106467.4176654,193929.37033648847,1085941.312950048,1856.6698644587395,170.22609288912346,1039.4770088445978,185.46493115208057,26.230676604531546,143.06518710839788,4000000.0,0.0
